,time_together
8475233_vs_8476967,15
8476967_vs_8483457,16
8475233_vs_8479442,11
8479442_vs_8483457,15
8475218_vs_8482087,15
8480803_vs_8482087,15
8476875_vs_8480803,16
8475218_vs_8476875,15
8476875_vs_8480834,8
8480834_vs_8482087,8
8480834_vs_8482964,11
8475218_vs_8482964,9
8480834_vs_8481593,9
8476967_vs_8481593,9
8476967_vs_8482964,12
8478408_vs_8482964,9
8478408_vs_8481593,9
8477384_vs_8481593,11
8477384_vs_8482964,10
8475233_vs_8477384,11
8477384_vs_8483457,14
8478408_vs_8483457,14
8475233_vs_8478408,13
8477384_vs_8482087,5
8478408_vs_8482087,7
8480803_vs_8483457,8
8475218_vs_8483457,11
8479442_vs_8482087,6
8476875_vs_8479442,5
8479442_vs_8482964,13
8479442_vs_8481593,11
8476875_vs_8476967,9
8480834_vs_8483457,11
8476875_vs_8477384,7
8476875_vs_8478408,8
8475233_vs_8480803,8
8480803_vs_8481593,5
8480803_vs_8482964,8
8475233_vs_8480834,10
8475218_vs_8475233,5
8475218_vs_8481593,6
8476967_vs_8482087,8
