period,faceoff_time,faceoff_zone,faceoff_shorthand,faceoff_flags,home_team_code,away_team_code,home_team_id,away_team_id,home_forwards,home_defense,away_forwards,away_defense,home_skaters,away_skaters,strength
1,0.0,nz,NZ REC FACE OFF+,"centerfodot, righthandedopponent",OTT,BOS,9,6,"['8480064', '8480208', '8480801']","['8475324', '8478469']","['8473419', '8477496', '8479968']","['8478450', '8479369']",5,5,5v5
2,1200.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",OTT,BOS,9,6,"['8480064', '8480208', '8480801']","['8475324', '8478469']","['8473419', '8477496', '8479968']","['8477507', '8478443']",5,5,5v5
3,2400.0,nz,NZ REC FACE OFF+ENTRY,"centerfodot, righthandedopponent",OTT,BOS,9,6,"['8476393', '8480208', '8481596']","['8482105', '8482245']","['8473419', '8477496', '8479968']","['8477507', '8478443']",5,5,5v5
4,3600.0,nz,NZ REC FACE OFF+,"centerfodot, lefthandedopponent",OTT,BOS,9,6,"['8480064', '8480801']",['8482105'],"['8477956', '8478401']",['8482511'],3,3,3v3
