,time_together
8478550_vs_8475233,14
8478133_vs_8482073,8
8482109_vs_8475233,13
8476389_vs_8475233,15
8478133_vs_8476885,9
8476981_vs_8482073,10
8475848_vs_8476885,12
8475848_vs_8482073,11
8482109_vs_8483457,12
8476981_vs_8476885,12
8476389_vs_8483457,14
8478550_vs_8483457,14
8475848_vs_8479323,12
8478133_vs_8479323,15
8476981_vs_8479323,13
8481523_vs_8479323,11
8481523_vs_8476885,12
8476459_vs_8483457,12
8476459_vs_8475233,10
8475191_vs_8482111,11
8476459_vs_8482111,15
8481523_vs_8480817,10
8480018_vs_8480817,12
8475184_vs_8482111,14
8480018_vs_8479323,12
8481540_vs_8479323,11
8481540_vs_8480817,12
8475191_vs_8476875,12
8475184_vs_8476875,13
8476459_vs_8476875,14
8481554_vs_8481593,13
8480078_vs_8482733,13
8482775_vs_8483768,9
8476469_vs_8483768,6
8480078_vs_8481593,13
8481618_vs_8483768,10
8482775_vs_8479324,9
8482157_vs_8482733,12
8476469_vs_8479324,7
8481554_vs_8482733,12
8481618_vs_8479324,10
8482157_vs_8481593,10
8477380_vs_8482733,8
8481726_vs_8482733,9
8475842_vs_8481593,10
8482476_vs_8476885,11
8482476_vs_8482073,11
8477989_vs_8482073,9
8477380_vs_8481593,9
8481726_vs_8481593,9
8479543_vs_8476885,9
8479543_vs_8482073,9
8477989_vs_8476885,10
8475842_vs_8482733,9
8482109_vs_8476875,8
8476389_vs_8476875,9
8478550_vs_8476875,10
8481523_vs_8482073,10
8481540_vs_8482073,7
8476389_vs_8482111,9
8480018_vs_8482073,8
8481540_vs_8476885,10
8480018_vs_8476885,10
8482157_vs_8476875,3
8481554_vs_8476875,6
8480018_vs_8479324,13
8481540_vs_8483768,8
8482157_vs_8482111,2
8481540_vs_8479324,10
8481554_vs_8482111,6
8480018_vs_8483768,12
8481523_vs_8483768,12
8481523_vs_8479324,13
8480078_vs_8476875,6
8480078_vs_8482111,5
8482775_vs_8476885,9
8476469_vs_8476885,7
8481618_vs_8476885,13
8481618_vs_8482073,11
8482775_vs_8482073,9
8476469_vs_8482073,6
8475842_vs_8476875,3
8475842_vs_8482111,3
8477380_vs_8476875,3
8481726_vs_8482111,3
8477380_vs_8482111,3
8481726_vs_8476875,3
8477989_vs_8479323,12
8482109_vs_8482111,8
8479543_vs_8479323,5
8482476_vs_8479323,5
8477989_vs_8480817,8
8479543_vs_8480817,5
8478550_vs_8482111,11
8482476_vs_8480817,6
8475842_vs_8483457,10
8475842_vs_8475233,8
8476981_vs_8480817,12
8475848_vs_8480817,11
8478133_vs_8480817,11
8478133_vs_8483768,6
8475848_vs_8483768,8
8478133_vs_8479324,7
8476981_vs_8483768,8
8475848_vs_8479324,10
8476981_vs_8479324,9
8475184_vs_8475233,9
8475191_vs_8483457,7
8475184_vs_8483457,9
8475191_vs_8475233,6
8480078_vs_8483457,13
8482157_vs_8483457,13
8481554_vs_8483457,14
8482157_vs_8475233,7
8480078_vs_8475233,9
8481554_vs_8475233,9
8475184_vs_8481593,8
8476459_vs_8481593,9
8476469_vs_8479323,11
8476389_vs_8481593,11
8478550_vs_8481593,9
8482109_vs_8481593,10
8475191_vs_8481593,6
8476469_vs_8480817,9
8477380_vs_8483457,7
8481726_vs_8483457,7
8476389_vs_8482733,8
8482109_vs_8482733,8
8478550_vs_8482733,9
8477380_vs_8475233,7
8481726_vs_8475233,8
8481618_vs_8479323,8
8482775_vs_8479323,8
8481618_vs_8480817,8
8482775_vs_8480817,8
8482476_vs_8483768,6
8476459_vs_8482733,6
8475184_vs_8482733,5
8479543_vs_8483768,6
8475191_vs_8482733,3
8479543_vs_8479324,6
8477989_vs_8483768,7
8477989_vs_8479324,6
8482476_vs_8479324,6
