Player,Position,Team,ES IND XGFP20,ES ACT2XPF,SOO,SOOdiff,SOT%,ES OZ F/O Wins,ES OZ F/O Win %,ES DZ F/O Wins,ES DZ F/O Win %,ES ISF (P20 WOI),ES ISA (P20 WOI),ES ISF% (WOI),ES OZSTART %,ES XGFP20 (WOI),ES XGAP20 (WOI),XGF %,ES CORSIFOR%
"Alex Killorn","F","Anaheim",0.20211284941873195,0.05514971356976065,24.62810894157045,-2.067680974762201,0.20041561965988744,4,0.6666666666666666,0,0,1.7457102488504854,2.0948522986205824,0.45454545454545453,0.3641133263378804,0.8319685104645058,0.8962348719443052,0.4814065977031524,0.5002305209774089
"Brock McGinn","F","Anaheim",0.335957224034525,-0.02998242870828986,26.122798804686035,-7.405535224263599,0.1706736405935475,0,0,0,0,2.294810964946764,2.677279459104558,0.46153846153846156,0.23412698412698413,0.7968123930055776,1.0286586411488068,0.436496870176133,0.41544117647058826
"Chris Kreider","F","Anaheim",0.2596049204075071,-0.016443497697040777,24.71793190248691,0.033100881809880925,0.23153377434049224,13,0.3333333333333333,5,0.5,1.9939236662258237,2.1398205198521034,0.4823529411764706,0.33528722157092616,0.9913131058256887,0.9004697720036519,0.5240099788635025,0.4855658198614319
"Cutter Gauthier","F","Anaheim",0.2536968768418459,0.06271970536466533,23.944054594809472,-1.2181468157808324,0.2577123800910513,9,0.36,4,0.3333333333333333,1.7205151657479048,2.472004548488369,0.41037735849056606,0.3297180043383948,0.8123166545067708,1.0921306354708211,0.4265366958601037,0.46348314606741575
"Frank Vatrano","F","Anaheim",0.31111581987188347,-0.06375045730493764,25.476875594295663,0.39302896826738776,0.2197336480840032,10,0.45454545454545453,2,0.5,2.508991534607593,2.508991534607593,0.5,0.36983993260320136,0.9778428656723975,1.0827092924126795,0.4745538043458854,0.4839108910891089
"Jansen Harkins","F","Anaheim",0.13905219380959563,-0.06981596556852278,23.372982286558084,-5.818951237539131,0.1993872689544774,14,0.5185185185185185,37,0.5692307692307692,1.2116339942187746,1.6270513636652117,0.4268292682926829,0.15665236051502146,0.47277464457846247,0.7552913761958068,0.3849749415592398,0.42333654773384766
"Leo Carlsson","F","Anaheim",0.22321633634544977,0.037985628027272074,24.810668545662065,-1.8479463976143384,0.29344822346760135,74,0.3523809523809524,102,0.5125628140703518,1.828413750609053,2.350817679354497,0.4375,0.35469107551487417,0.8034742971716641,0.9853315659378694,0.44916796939325837,0.46633416458852867
"Mason McTavish","F","Anaheim",0.24191835741721615,0.019346892127383913,24.413436437434942,-0.8009014931014982,0.29053583797519134,127,0.48846153846153845,161,0.5296052631578947,1.9594893715845005,2.4446962635959006,0.4449152542372881,0.35736040609137054,0.9012884346762478,1.000935024603755,0.473807864307061,0.4564838990426458
"Mikael Granlund","F","Anaheim",0.17051006848978825,0.0399590618049945,24.8978415801105,1.3164523629828726,0.29398423580783517,80,0.46511627906976744,113,0.5207373271889401,1.82946244025465,2.6875288945333793,0.4050179211469534,0.34605809128630705,0.8601509021468615,1.0767452481716915,0.444087258888607,0.4581704456606724
"Nikita Nesterenko","F","Anaheim",0.1957042552533288,0.19416984790086117,22.874878829032465,-3.3249497020909913,0.18966471870230192,0,0,0,0,1.8519019899824023,1.4620278868282124,0.5588235294117647,0.21839080459770116,0.7553427525548513,0.7444482743902723,0.5036319987147708,0.45478036175710596
