Players,TOI(sec),TOI(min),OZst%,SOO,SOOΔ,SOT,XGA,XGF%,XGF
"#92 Patrik Laine, #14 Nick Suzuki, #13 Cole Caufield, #20 Juraj Slafkovsky, #48 Lane Hutson",8486.43333333333,"141:26",0.8895705521472392,5.661256651217102,60.00711648023687,65.66837313145399,0.10137716590658499,0.9600457503037062,2.4359540736283405
"#8 Mike Matheson, #14 Nick Suzuki, #13 Cole Caufield, #77 Kirby Dach, #20 Juraj Slafkovsky",3157.133333333338,"52:37",0.8656716417910447,6.333819034506119,56.83081829248608,63.16463732699221,0.4841205979175798,0.7800380044885242,1.7168077796953722
"#11 Brendan Gallagher, #8 Mike Matheson, #28 Christian Dvorak, #77 Kirby Dach, #15 Alex Newhook",1361.9333333333345,"22:42",0.5625,5.728019924190469,44.57081010047729,50.298830024667744,0.01854452190594206,0.9893103538798855,1.7162670609627613
"#14 Nick Suzuki, #13 Cole Caufield, #77 Kirby Dach, #20 Juraj Slafkovsky, #48 Lane Hutson",1298.1000000000001,"21:38",0.8148148148148148,6.581392870746591,46.36016094750637,52.941553818252984,0.05005761272456262,0.9789327849038605,2.3260330331499097
"#11 Brendan Gallagher, #8 Mike Matheson, #77 Kirby Dach, #15 Alex Newhook, #51 Emil Heineman",930.9333333333358,"15:31",0.6363636363636364,7.770675409416797,37.95143565371649,45.722111063133255,0.1959431021701325,0.8409852908460032,1.0362894580288906
"#11 Brendan Gallagher, #40 Joel Armia, #15 Alex Newhook, #51 Emil Heineman, #48 Lane Hutson",903.4999999999987,"15:03",0.8,2.9231775725624822,52.455424254163795,55.378601826726275,0,1,2.0430722783613975
"#11 Brendan Gallagher, #8 Mike Matheson, #14 Nick Suzuki, #15 Alex Newhook, #51 Emil Heineman",713.7666666666673,"11:54",1,6.712857984507359,49.52220624422415,56.2350642287315,0.0022434087703559003,0.9993906240715792,3.6792422977126455
"#11 Brendan Gallagher, #40 Joel Armia, #15 Alex Newhook, #91 Oliver Kapanen, #48 Lane Hutson",680.6999999999996,"11:21",0.5833333333333334,4.687916600219622,53.404726388117396,58.09264298833701,0.001739027777357531,0.9983679230600284,1.0637914841529192
"#11 Brendan Gallagher, #8 Mike Matheson, #40 Joel Armia, #15 Alex Newhook, #51 Emil Heineman",656.6999999999999,"10:57",0.5555555555555556,5.193331422756591,42.48561010087439,47.67894152363097,0,1,0.37388982104078833
"#8 Mike Matheson, #14 Nick Suzuki, #13 Cole Caufield, #77 Kirby Dach, #15 Alex Newhook",526.8333333333347,"8:47",0.8888888888888888,4.990276623500325,58.76014527086588,63.75042189436621,0.017020746014307468,0.995493722036165,3.760097787486558
"#40 Joel Armia, #14 Nick Suzuki, #13 Cole Caufield, #20 Juraj Slafkovsky, #48 Lane Hutson",416.6333333333333,"6:57",0.5714285714285714,4.351302197963086,45.52396183287515,49.87526403083824,0,1,0.1626590023766385
