Player,Position,Team,ES IND XGFP20,ES ACT2XPF,SOO,SOOdiff,SOT%,ES OZ F/O Wins,ES OZ F/O Win %,ES DZ F/O Wins,ES DZ F/O Win %,ES ISF (P20 WOI),ES ISA (P20 WOI),ES ISF% (WOI),ES OZSTART %,ES XGFP20 (WOI),ES XGAP20 (WOI),XGF %,ES CORSIFOR%
"Chris Kreider","F","Anaheim",0.29616551083190845,0.07694174714066815,25.4293161200894,-2.4673237752967587,0.21567428505461894,0,0,0,0,1.8655362898628827,2.3319203623286033,0.4444444444444444,0.3130081300813008,0.7167502165896468,0.9543506369925403,0.4289090123155728,0.425
"Casey Mittelstadt","F","Boston",0.308074659858823,0.044212597780591285,23.869189332204446,6.676716242365239,0.26305016432223016,14,0.35,23,0.46,3.1705853187547284,1.7614362881970713,0.6428571428571429,0.3855421686746988,1.2435675480813273,0.7484964720338999,0.6242608347543948,0.5378151260504201
"David Pastrnak","F","Boston",0.34602044662867903,-0.15964549128101213,24.021879780131574,-1.741337728855187,0.30661206683362724,4,0.5714285714285714,0,0,2.236499464172003,2.3296869418458366,0.4897959183673469,0.45147679324894513,0.7685832421742586,1.0220449184003961,0.42922548583598863,0.4930875576036866
"Elias Lindholm","F","Boston",0.20423889380040747,0.016011947435444377,21.63930141109569,0.36377013274479425,0.298015989548349,16,0.45714285714285713,43,0.5,1.5417558886509626,1.6518813092688884,0.4827586206896552,0.22641509433962265,0.6900307788321475,0.8414047831511849,0.4505777428457403,0.43909348441926344
"Jakub Lauko","F","Boston",0.15156123294623436,0.290856827542147,25.782510587337388,-11.30264854947367,0.1768343262722465,0,0,0,0,0.44241806048838134,3.0969264234186693,0.125,0.21052631578947367,0.3458232031190835,0.9959628517190632,0.25773349027747827,0.40963855421686746
"John Beecher","F","Boston",0.769284421595997,-0.5737257757309756,21.81517364291665,-1.833101629092582,0.3920306049834724,8,0.4444444444444444,28,0.5,2.151145104515235,1.5644691669201711,0.5789473684210527,0.1968503937007874,1.0882152918371117,0.9031453822508079,0.5464682043776599,0.3286384976525822
"Mikey Eyssimont","F","Boston",0.23050182080472353,-0.23050182080472353,21.125135324685235,-5.006924685539862,0.3260435095471412,0,0,0,0,0.692954005177906,1.732385012944765,0.2857142857142857,0.26666666666666666,0.5653477276833978,0.6606246592637836,0.46114230116649,0.5760869565217391
"Morgan Geekie","F","Boston",0.15688713814300756,0.15650879699564096,24.42676633040721,-2.073114807495352,0.30982469847007427,25,0.46296296296296297,21,0.4883720930232558,1.5669796756932426,2.19377154597054,0.4166666666666667,0.3684210526315789,0.5788588397630995,0.7707663937291739,0.42890339139944195,0.44473007712082263
"Patrick Brown","F","Boston",0,0,19.43915166318115,-8.174097481689005,0,0,0,2,0.5,2.364066193853423,2.364066193853423,0.5,0.07692307692307693,0.4192396517567056,0.8256461408235259,0.33676956894797727,0.25
"Pavel Zacha","F","Boston",0.17885631148001171,-0.0662183299526407,24.832413881426763,-4.144200034159454,0.23450970916138542,20,0.4166666666666667,21,0.5833333333333334,1.9148456859653074,2.4780355936021623,0.4358974358974359,0.3756345177664975,0.7120885925472632,0.9923431885146345,0.41778650249270555,0.4648318042813456
"Tanner Jeannot","F","Boston",0.11225640582083522,-0.11225640582083522,16.910593989515025,-6.108317242104461,0.11118576074825334,0,0,0,0,1.1523318715790147,1.7284978073685222,0.4,0.10526315789473684,0.29159259002235477,0.5414942821188036,0.35001462605324457,0.40816326530612246
"Viktor Arvidsson","F","Boston",0.2538992343414903,-0.2538992343414903,22.726962877469386,0.4400558595036017,0.2637759038462812,0,0,0,0,1.8839994617144362,1.3457139012245973,0.5833333333333334,0.4864864864864865,0.7259453342049842,0.908764490212703,0.4440820770521636,0.5732484076433121
"Beck Malenstyn","F","Buffalo",0.03782748453088681,-0.03782748453088681,22.594499535450872,-11.915198747836408,0.162063166982095,0,0,0,0,1.1497373169602223,1.7246059754403336,0.4,0,0.273647222677759,0.8153931774967145,0.25127371090541584,0.38333333333333336
"Jason Zucker","F","Buffalo",0.1261819738453889,0.14036227990474048,20.369517908541667,0.2873734292361406,0.1784755804670229,0,0,0,0,2.1323540300010353,0.5330885075002588,0.8,0.234375,0.8138817484521235,0.5638218553752544,0.5907524275839089,0.4365079365079365
"Ryan McLeod","F","Buffalo",0.1710436534273543,0.054767384550717044,22.300650630827977,-4.247328211952774,0.29666603553868764,23,0.575,19,0.5757575757575758,1.65594761183919,1.4301365738611187,0.5365853658536586,0.29130434782608694,0.6373659347958714,0.8085230460403537,0.4408124989148567,0.44516129032258067
"Ryan Lomberg","F","Calgary",0.14154300110358967,-0.14154300110358967,18.167479816950582,-3.937899885442783,0.2239180921118988,0,0,0,0,1.4433919711321608,1.4433919711321608,0.5,0.3018867924528302,0.32780253403138493,0.542987097275928,0.3764428539867389,0.5168539325842697
