# Philadelphia Flyers Goalies Comprehensive Analytics - Team-Internal Percentiles + Basic Stats + Zone Metrics
# Combines advanced analytics (40 metrics) with traditional stats (GP, W, L, GAA, SA, SV, SV%) and zone analytics (xG, Corsi, rebounds)
# Percentiles represent rankings within the PHI goalie group (not league-wide)
# Example: 0.85 = 85th percentile among PHI goalies = better than 85% of teammates
# Note: Zone analytics available for all 3 players
#
Player Name,Player Jersey Number,Player Current Team,Player ES TOI (Minutes),Player PP TOI (Minutes),Player SH TOI (Minutes),DZ True Turnover Rate,DZ True Turnover Rate (percentile),Dump Out to D2D Pass Ratio,Dump Out to D2D Pass Ratio (percentile),Dump-Out Success Rate,Dump-Out Success Rate (percentile),Inner Slot Save Percentage,Inner Slot Save Percentage (percentile),LPR's per 20,LPR's per 20 (percentile),No Rebound Percentage,No Rebound Percentage (percentile),Outlet Pass Success Rate,Outlet Pass Success Rate (percentile),Outlet Passes per 20,Outlet Passes per 20 (percentile),Outlet to D2D Pass Ratio,Outlet to D2D Pass Ratio (percentile),Rebound Recovery Percentage,Rebound Recovery Percentage (percentile),Save Percentage,Save Percentage (percentile),Slot Save Percentage,Slot Save Percentage (percentile),Stretch Passes per 20,Stretch Passes per 20 (percentile),Stretch to Outlet Pass Ratio,Stretch to Outlet Pass Ratio (percentile),SH Inner Slot Save Percentage,SH Inner Slot Save Percentage (percentile),SH Save Percentage,SH Save Percentage (percentile),SH Slot Save Percentage,SH Slot Save Percentage (percentile),Total TOI(sec),Total TOI(min),GP,W,L,OTL,GAA,SV%,AXGA,ISS%,TOI (sec),TOI (min),Total Games played,Total TOI/GP (sec),Total TOI/GP (min),Expected Goals For WOI,Actual to Expected Goals For WOI,Expected Goals Against WOI,Actual to Expected Goals Against WOI,Shot Attempts For WOI,Corsi Ratio,Shot Attempts Against WOI,Shots On Net For WOI,Shots On Net Ratio,Shots On Net Against WOI,Inner Slot Shots On Net For WOI,Inner Slot Shots On Net Against WOI,Inner Slot Shots On Net Corsi Ratio,Successful Pass to Slot For WOI,Successful Pass to Slot Against WOI,DZ Rebound Recovery Rate WOI,Successful OZ Rebound LPRs Against WOI,TOI Seconds with Puck in OZ,Percentage of Play in OZ,TOI Seconds with Puck in DZ,Percentage of Play in DZ,TOI Seconds with Puck in NZ,Percentage of Play in NZ
Ivan Fedotov,82,Philadelphia,1213.5,102.2,85.3,0.14285714285714,0.4375,0.019354838709677,0.4625,0.17647058823529,0.2375,0.76576576576577,0.25,4.4334305568845,0.7,0.36947791164659,0.5625,0.68115942028986,0.775,0.77461426086829,0.8375,0.30322580645161,0.9,0.59235668789809,0.9625,0.88928571428571,0.1125,0.78540772532189,0.1,0.016481154486559,0.6375,0.021276595744681,0.4875,0.78571428571429,0.64197530864198,0.8,0.08641975308642,0.79310344827586,0.4320987654321,85748.4,1429:08,26,6,13,4,3.1487467987740883,0.8839009287925697,0.3758397449909285,0.7803030303030303,85748.4,1429:08,26,3298.0153846153844,54:58,68.74398789514089,-18.74398789514089,66.04787311406108,8.952126885938924,1294,0.492952380952381,1331,691,0.5168287210172027,646,170,132,0.5629139072847682,325,327,0.5895316804407713,149,33233.19999999999,0.3875664152334037,33406.23333333335,0.3895843343238283,19108.966666666656,0.2228492504427681
Samuel Ersson,33,Philadelphia,2172.9,202.4,186.5,0.19935691318328,0.0875,0.037037037037037,0.75,0.19354838709677,0.275,0.77092511013216,0.3,2.6324765171129,0.0625,0.3470715835141,0.2875,0.61728395061728,0.45,0.46022316732743,0.475,0.30864197530864,0.9125,0.53322259136213,0.55,0.89863547758285,0.175,0.81548974943052,0.1875,0.0092044633465486,0.4125,0.02,0.475,0.65853658536585,0.16049382716049,0.85714285714286,0.49382716049383,0.77647058823529,0.33333333333333,156112.16666666666,2601:52,47,22,17,5,3.136206552340038,0.8908507223113965,0.0704749784360079,0.75,156112.16666666666,2601:52,47,3321.5354609929077,55:22,124.7852100385935,-10.785210038593505,132.94388845015783,3.0561115498421714,2273,0.4671187833949856,2593,1206,0.4918433931484502,1246,292,284,0.5069444444444444,575,702,0.5136986301369864,355,59475.73333333331,0.3809807691691763,62789.50000000007,0.4022076007315258,33846.93333333334,0.2168116300992983
Alexei Kolosov,35,Philadelphia,796.6,46.5,52.1,0.15,0.3375,0.0,0.075,0.0,0.0625,0.68831168831169,0.025,2.3852383041374,0.0375,0.38709677419355,0.7625,0.65,0.6,0.32640103109249,0.25,0.203125,0.575,0.53157894736842,0.5125,0.88068181818182,0.0625,0.80124223602484,0.125,0.0,0.3625,0.0,0.3625,0.64705882352941,0.14814814814815,0.83333333333333,0.25925925925926,0.73333333333333,0.11111111111111,54121.46666666666,902:01,17,5,9,1,3.591920396343041,0.8720379146919431,0.4872999584195888,0.673469387755102,54121.46666666666,902:01,17,3183.6156862745092,53:04,46.26604511204641,-1.2660451120464131,46.67405876214616,7.32594123785384,764,0.4596871239470517,898,432,0.5058548009367682,422,107,98,0.5219512195121951,191,241,0.5021459227467812,116,20669.133333333302,0.3819026831004821,21313.866666666676,0.3938153930295067,12138.466666666664,0.2242819238700109
