PLAYER CONTRACT SUMMARY
Player Name,Joel#6 Edmundson
NHL Player ID,8476441
Official Name,Joel Edmundson
Current Team,LAK
Position,D
Number,#6
Export Date,2025-10-16 16:34:20

DATA SUMMARY
Total Contracts,6
Total Contract Details,15

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract,LAK,2024-07-01,4,15400000,,"UFACap Percent : 4.0%Signing Team: Los Angeles KingsSigning Date: Jul. 1, 2024"
Standard Contract (Extension),MTL,2020-09-16,4,14000000,,"UFACap Percent : -%Signing Team: Montreal CanadiensSigning Date: Sep. 16, 2020"
Standard Contract,STL,2019-08-06,1,3100000,,"UFACap Percent : -%Signing Team: St. Louis BluesSigning Date: Aug. 6, 2019"
Standard Contract,STL,2018-07-24,1,3000000,,"RFA (Arb)Cap Percent : -%Signing Team: St. Louis BluesSigning Date: Jul. 24, 2018"
Standard Contract (Extension),STL,2016-04-08,2,2100000,,"RFA (Arb)Cap Percent : -%Signing Team: St. Louis BluesSigning Date: Apr. 8, 2016"
Entry-Level Contract,STL,2013-03-06,3,2775000,,"RFACap Percent : -%Signing Team: St. Louis BluesSigning Date: Mar. 6, 2013"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2024-25,M-NTC,"$3,850,000",4.4%,"$3,850,000",$0,"$3,725,000","$775,000","$4,500,000",-
2025-26,M-NTC,"$3,850,000",4.0%,"$3,850,000",$0,"$1,500,000","$3,000,000","$4,500,000",-
2026-27,M-NTC,"$3,850,000",3.7%,"$3,850,000",$0,"$1,500,000","$2,000,000","$3,500,000",-
2027-28,M-NTC,"$3,850,000",3.4%,"$3,850,000",$0,$0,"$2,900,000","$2,900,000",-
2020-21,M-NTC,"$875,000",1.1%,"$3,500,000",$0,$0,"$2,750,000","$2,750,000",-
2021-22,M-NTC,"$875,000",1.1%,"$3,500,000",$0,"$1,000,000","$2,500,000","$3,500,000",-
2022-23,M-NTC,"$875,000",1.1%,"$3,500,000",$0,"$2,000,000","$2,562,500","$4,562,500",-
2023-24,M-NTC,"$875,000",1.0%,"$3,500,000",$0,"$2,000,000","$1,187,500","$3,187,500",-
2019-20,-,"$3,100,000",3.8%,"$3,100,000",$0,$0,"$3,100,000","$3,100,000",-
2018-19,-,"$3,000,000",3.8%,"$3,000,000",$0,$0,"$3,000,000","$3,000,000",-
2016-17,-,"$1,050,000",1.4%,"$1,050,000",$0,$0,"$900,000","$900,000",-
2017-18,-,"$1,050,000",1.4%,"$1,050,000",$0,$0,"$1,200,000","$1,200,000",-
2013-14,-,"$742,500",1.2%,"$925,000","$282,500","$92,500","$550,000","$642,500","$70,000"
2014-15,-,"$742,500",1.1%,"$925,000","$207,500","$92,500","$625,000","$717,500","$70,000"
2015-16,-,"$742,500",1.0%,"$925,000","$57,500","$92,500","$775,000","$867,500","$70,000"

