PLAYER CONTRACT SUMMARY
Player Name,Patrick#88 Kane
NHL Player ID,8474141
Official Name,Patrick Kane
Current Team,DET
Position,R
Number,#88
Export Date,2025-10-16 16:30:41

DATA SUMMARY
Total Contracts,6
Total Contract Details,19

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
35+ Contract (Extension),DET,2025-06-30,1,7000000,,"UFACap Percent : 3.1%Signing Team: Detroit Red WingsSigning Date: Jun. 30, 2025"
35+ Contract (Extension),DET,2024-06-30,1,6500000,,"UFACap Percent : -%Signing Team: Detroit Red WingsSigning Date: Jun. 30, 2024"
Standard Contract,DET,2023-11-28,1,2750000,,"UFACap Percent : -%Signing Team: Detroit Red WingsSigning Date: Nov. 28, 2023"
Standard Contract (Extension),CHI,2014-07-09,8,84000000,,"UFACap Percent : -%Signing Team: Chicago BlackhawksSigning Date: Jul. 9, 2014"
Standard Contract (Extension),CHI,2009-12-02,5,31500000,,"UFACap Percent : -%Signing Team: Chicago BlackhawksSigning Date: Dec. 2, 2009"
Entry-Level Contract,CHI,2007-07-25,3,11175000,,"RFACap Percent : -%Signing Team: Chicago BlackhawksSigning Date: Jul. 25, 2007"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2025-26,NTC,"$3,000,000",3.1%,"$7,000,000","$4,000,000",$0,"$3,000,000","$3,000,000",-
2024-25,NTC,"$4,000,000",4.5%,"$6,500,000","$2,500,000",$0,"$4,000,000","$4,000,000",-
2023-24,NTC,"$2,750,000",3.3%,"$2,750,000",$0,$0,"$2,750,000","$2,750,000",-
2015-16,NMC,"$2,625,000",3.7%,"$10,500,000",$0,"$7,000,000","$6,800,000","$13,800,000",-
2016-17,NMC,"$2,625,000",3.6%,"$10,500,000",$0,"$6,000,000","$7,800,000","$13,800,000",-
2017-18,NMC,"$2,625,000",3.5%,"$10,500,000",$0,"$6,000,000","$7,800,000","$13,800,000",-
2018-19,NMC,"$2,625,000",3.3%,"$10,500,000",$0,"$6,000,000","$6,000,000","$12,000,000",-
2019-20,NMC,"$2,625,000",3.2%,"$10,500,000",$0,"$6,000,000","$3,800,000","$9,800,000",-
2020-21,NMC,"$2,625,000",3.2%,"$10,500,000",$0,"$5,000,000","$2,000,000","$7,000,000",-
2021-22,NMC,"$2,625,000",3.2%,"$10,500,000",$0,"$4,000,000","$2,900,000","$6,900,000",-
2022-23,NMC,"$2,625,000",3.2%,"$10,500,000",$0,"$4,000,000","$2,900,000","$6,900,000",-
2010-11,-,"$6,300,000",10.6%,"$6,300,000",$0,"$1,500,000","$5,000,000","$6,500,000",-
2011-12,-,"$6,300,000",9.8%,"$6,300,000",$0,$0,"$6,000,000","$6,000,000",-
2012-13,-,"$6,300,000",10.5%,"$6,300,000",$0,$0,"$6,000,000","$6,000,000",-
2013-14,-,"$6,300,000",9.8%,"$6,300,000",$0,$0,"$6,500,000","$6,500,000",-
2014-15,NMC,"$6,300,000",9.1%,"$6,300,000",$0,$0,"$6,500,000","$6,500,000",-
2007-08,-,"$875,000",1.7%,"$3,725,000","$2,850,000",$0,"$875,000","$875,000","$50,000"
2008-09,-,"$875,000",1.5%,"$3,725,000","$2,850,000",$0,"$875,000","$875,000","$50,000"
2009-10,-,"$875,000",1.5%,"$3,725,000","$2,850,000",$0,"$875,000","$875,000","$50,000"

