PLAYER CONTRACT SUMMARY
Player Name,Erik#6 Johnson
NHL Player ID,8473446
Official Name,Erik Johnson
Current Team,COL
Position,D
Number,#6
Export Date,2025-10-17 12:36:11

DATA SUMMARY
Total Contracts,6
Total Contract Details,18

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
35+ Contract,PHI,2024-07-01,1,1000000,,"UFACap Percent : -%Signing Team: Philadelphia FlyersSigning Date: Jul. 1, 2024"
35+ Contract,BUF,2023-07-01,1,3250000,,"UFACap Percent : -%Signing Team: Buffalo SabresSigning Date: Jul. 1, 2023"
Standard Contract (Extension),COL,2015-09-22,7,42000000,,"UFACap Percent : -%Signing Team: Colorado AvalancheSigning Date: Sep. 22, 2015"
Standard Contract,COL,2012-07-03,4,15000000,,"UFACap Percent : -%Signing Team: Colorado AvalancheSigning Date: Jul. 3, 2012"
Standard Contract,STL,2010-08-02,2,5200000,,"RFA (Arb)Cap Percent : -%Signing Team: St. Louis BluesSigning Date: Aug. 2, 2010"
Entry-Level Contract,STL,2007-05-14,3,11100000,,"RFACap Percent : -%Signing Team: St. Louis BluesSigning Date: May 14, 2007"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2024-25,-,"$1,000,000",1.1%,"$1,000,000",$0,$0,"$1,000,000","$1,000,000",-
2023-24,-,"$3,250,000",3.9%,"$3,250,000",$0,"$1,250,000","$2,000,000","$3,250,000",-
2016-17,"M-NTC, NMC","$6,000,000",8.2%,"$6,000,000",$0,$0,"$6,000,000","$6,000,000",-
2017-18,"M-NTC, NMC","$6,000,000",8.0%,"$6,000,000",$0,$0,"$6,000,000","$6,000,000",-
2018-19,"M-NTC, NMC","$6,000,000",7.5%,"$6,000,000",$0,$0,"$6,000,000","$6,000,000",-
2019-20,"M-NTC, NMC","$6,000,000",7.4%,"$6,000,000",$0,$0,"$6,000,000","$6,000,000",-
2020-21,"M-NTC, NMC","$6,000,000",7.4%,"$6,000,000",$0,$0,"$6,000,000","$6,000,000",-
2021-22,"M-NTC, NMC","$6,000,000",7.4%,"$6,000,000",$0,$0,"$6,000,000","$6,000,000",-
2022-23,"M-NTC, NMC","$6,000,000",7.3%,"$6,000,000",$0,$0,"$6,000,000","$6,000,000",-
2012-13,-,"$3,750,000",6.3%,"$3,750,000",$0,$0,"$3,250,000","$3,250,000",-
2013-14,-,"$3,750,000",5.8%,"$3,750,000",$0,$0,"$3,750,000","$3,750,000",-
2014-15,-,"$3,750,000",5.4%,"$3,750,000",$0,$0,"$3,750,000","$3,750,000",-
2015-16,NTC,"$3,750,000",5.3%,"$3,750,000",$0,$0,"$4,250,000","$4,250,000",-
2010-11,-,"$2,600,000",4.4%,"$2,600,000",$0,$0,"$2,200,000","$2,200,000",-
2011-12,-,"$2,600,000",4.0%,"$2,600,000",$0,$0,"$3,000,000","$3,000,000",-
2007-08,-,"$850,000",1.7%,"$3,700,000","$2,850,000",$0,"$850,000","$850,000","$62,500"
2008-09,-,"$850,000",1.5%,"$3,700,000","$2,850,000",$0,"$850,000","$850,000","$62,500"
2009-10,-,"$850,000",1.5%,"$3,700,000","$2,850,000",$0,"$850,000","$850,000","$62,500"

