PLAYER CONTRACT SUMMARY
Player Name,Martin#76 Pospisil
NHL Player ID,8481028
Official Name,Martin Pospisil
Current Team,CGY
Position,C
Number,#76
Export Date,2025-10-16 16:26:57

DATA SUMMARY
Total Contracts,5
Total Contract Details,10

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract (Extension),CGY,2025-07-30,3,7500000,,"UFACap Percent : -%Signing Team: Calgary FlamesSigning Date: Jul. 30, 2025"
Standard Contract (Extension),CGY,2024-02-07,2,2000000,,"RFA (Arb)Cap Percent : 1.0%Signing Team: Calgary FlamesSigning Date: Feb. 7, 2024"
Standard Contract,CGY,2023-07-02,1,775000,,"RFA (Arb)Cap Percent : -%Signing Team: Calgary FlamesSigning Date: Jul. 2, 2023"
Standard Contract,CGY,2022-08-02,1,750000,,"RFA (Arb)Cap Percent : -%Signing Team: Calgary FlamesSigning Date: Aug. 2, 2022"
Entry-Level Contract,CGY,2019-04-20,3,2430000,,"RFACap Percent : -%Signing Team: Calgary FlamesSigning Date: Apr. 20, 2019"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2026-27,-,"$2,500,000",2.4%,"$2,500,000",$0,$0,"$2,500,000","$2,500,000",-
2027-28,-,"$2,500,000",2.2%,"$2,500,000",$0,$0,"$2,500,000","$2,500,000",-
2028-29 LY,-,"$2,500,000",2.0%,"$2,500,000",$0,$0,"$2,500,000","$2,500,000",-
2024-25,-,"$1,000,000",1.1%,"$1,000,000",$0,$0,"$1,000,000","$1,000,000",-
2025-26,-,"$1,000,000",1.0%,"$1,000,000",$0,$0,"$1,000,000","$1,000,000",-
2023-24,-,"$775,000",0.9%,"$775,000",$0,$0,"$775,000","$775,000","$90,000"
2022-23,-,"$750,000",0.9%,"$750,000",$0,$0,"$750,000","$750,000","$80,000"
2019-20,-,"$796,667",1.0%,"$810,000","$20,000","$80,000","$700,000","$780,000","$70,000"
2020-21,-,"$796,667",1.0%,"$810,000","$20,000","$80,000","$700,000","$780,000","$70,000"
2021-22,-,"$796,667",1.0%,"$810,000",$0,"$80,000","$750,000","$830,000","$70,000"

