PLAYER CONTRACT SUMMARY
Player Name,Jason#44 Demers
NHL Player ID,8474218
Official Name,Jason Demers
Current Team,DAL
Position,D
Number,#4
Export Date,2025-10-17 15:02:15

DATA SUMMARY
Total Contracts,6
Total Contract Details,14

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract,EDM,2022-12-18,1,750000,,"UFACap Percent : -%Signing Team: Edmonton OilersSigning Date: Dec. 18, 2022"
Standard Contract,FLA,2016-07-02,5,22500000,,"UFACap Percent : -%Signing Team: Florida PanthersSigning Date: Jul. 2, 2016"
Standard Contract,SJS,2014-07-17,2,6800000,,"UFACap Percent : -%Signing Team: San Jose SharksSigning Date: Jul. 17, 2014"
Standard Contract (Extension),SJS,2013-06-27,1,1500000,,"RFA (Arb)Cap Percent : -%Signing Team: San Jose SharksSigning Date: Jun. 27, 2013"
Standard Contract (Extension),SJS,2010-07-30,2,2500000,,"RFA (Arb)Cap Percent : -%Signing Team: San Jose SharksSigning Date: Jul. 30, 2010"
Entry-Level Contract,SJS,2008-09-29,3,1630000,,"RFACap Percent : -%Signing Team: San Jose SharksSigning Date: Sep. 29, 2008"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2022-23,-,"$750,000",0.9%,"$750,000",$0,$0,"$750,000","$750,000","$375,000"
2016-17,M-NTC,"$4,500,000",6.2%,"$4,500,000",$0,"$1,000,000","$4,500,000","$5,500,000",-
2017-18,M-NTC,"$4,500,000",6.0%,"$4,500,000",$0,"$1,000,000","$4,400,000","$5,400,000",-
2018-19,M-NTC,"$4,500,000",5.7%,"$4,500,000",$0,$0,"$4,400,000","$4,400,000",-
2019-20,M-NTC,"$4,500,000",5.5%,"$4,500,000",$0,$0,"$3,600,000","$3,600,000",-
2020-21,-,"$4,500,000",5.5%,"$4,500,000",$0,"$1,000,000","$2,600,000","$3,600,000",-
2014-15,-,"$3,400,000",4.9%,"$3,400,000",$0,$0,"$3,150,000","$3,150,000",-
2015-16,-,"$3,400,000",4.8%,"$3,400,000",$0,$0,"$3,650,000","$3,650,000",-
2013-14,-,"$1,500,000",2.3%,"$1,500,000",$0,$0,"$1,500,000","$1,500,000",-
2011-12,-,"$1,250,000",1.9%,"$1,250,000",$0,$0,"$1,100,000","$1,100,000",-
2012-13,-,"$1,250,000",2.1%,"$1,250,000",$0,$0,"$1,400,000","$1,400,000",-
2008-09,-,"$543,333",1.0%,"$543,333",$0,$0,"$515,000","$515,000","$50,000"
2009-10,-,"$543,333",1.0%,"$543,333",$0,$0,"$535,000","$535,000","$52,500"
2010-11,-,"$543,333",0.9%,"$543,333",$0,$0,"$580,000","$580,000","$55,000"

