PLAYER CONTRACT SUMMARY
Player Name,Nikita#91 Zadorov
NHL Player ID,8477507
Official Name,Nikita Zadorov
Current Team,BOS
Position,D
Number,#91
Export Date,2025-10-16 16:23:32

DATA SUMMARY
Total Contracts,7
Total Contract Details,17

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract,BOS,2024-07-01,6,30000000,,"UFACap Percent : 5.2%Signing Team: Boston BruinsSigning Date: Jul. 1, 2024"
Standard Contract,CGY,2022-07-13,2,7500000,,"UFACap Percent : -%Signing Team: Calgary FlamesSigning Date: Jul. 13, 2022"
Standard Contract,CGY,2021-08-20,1,3750000,,"UFACap Percent : -%Signing Team: Calgary FlamesSigning Date: Aug. 20, 2021"
Standard Contract,CHI,2020-10-10,1,3200000,,"RFA (Arb)Cap Percent : -%Signing Team: Chicago BlackhawksSigning Date: Oct. 10, 2020"
Standard Contract,COL,2019-07-05,1,3200000,,"RFA (Arb)Cap Percent : -%Signing Team: Colorado AvalancheSigning Date: Jul. 5, 2019"
Standard Contract,COL,2017-09-15,2,4300000,,"RFA (Arb)Cap Percent : -%Signing Team: Colorado AvalancheSigning Date: Sep. 15, 2017"
Entry-Level Contract,BUF,2013-09-25,3,5325000,,"RFACap Percent : -%Signing Team: Buffalo SabresSigning Date: Sep. 25, 2013"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2024-25,NMC,"$5,000,000",5.7%,"$5,000,000",$0,"$4,000,000","$2,000,000","$6,000,000",-
2025-26,NTC,"$5,000,000",5.2%,"$5,000,000",$0,"$2,000,000","$3,150,000","$5,150,000",-
2026-27,M-NTC,"$5,000,000",4.8%,"$5,000,000",$0,"$1,000,000","$4,500,000","$5,500,000",-
2027-28,M-NTC,"$5,000,000",4.4%,"$5,000,000",$0,"$1,500,000","$4,000,000","$5,500,000",-
2028-29,M-NTC,"$5,000,000",4.1%,"$5,000,000",$0,"$1,000,000","$3,250,000","$4,250,000",-
2029-30,M-NTC,"$5,000,000",3.8%,"$5,000,000",$0,$0,"$3,600,000","$3,600,000",-
2022-23,-,"$3,750,000",4.5%,"$3,750,000",$0,$0,"$3,750,000","$3,750,000",-
2023-24,-,"$3,750,000",4.5%,"$3,750,000",$0,$0,"$3,750,000","$3,750,000",-
2021-22,-,"$3,750,000",4.6%,"$3,750,000",$0,$0,"$3,750,000","$3,750,000",-
2020-21,-,"$3,200,000",3.9%,"$3,200,000",$0,$0,"$3,200,000","$3,200,000",-
2019-20,-,"$3,200,000",3.9%,"$3,200,000",$0,$0,"$3,200,000","$3,200,000",-
2017-18,-,"$2,150,000",2.9%,"$2,150,000",$0,$0,"$2,100,000","$2,100,000",-
2018-19,-,"$2,150,000",2.7%,"$2,150,000",$0,$0,"$2,200,000","$2,200,000",-
2013-14,-,"$925,000",1.4%,"$1,775,000",$0,"$92,500",-,-,-
2014-15,-,"$894,167",1.3%,"$1,744,167","$850,000","$92,500","$832,500","$925,000","$70,000"
2015-16,-,"$894,167",1.3%,"$1,744,167","$850,000","$92,500","$832,500","$925,000","$70,000"
2016-17,-,"$894,167",1.2%,"$1,744,167","$850,000",$0,"$832,500","$832,500","$70,000"

