PLAYER CONTRACT SUMMARY
Player Name,Dennis#6 Wideman
NHL Player ID,8469770
Official Name,Dennis Wideman
Current Team,CGY
Position,D
Number,#6
Export Date,2025-10-17 15:40:42

DATA SUMMARY
Total Contracts,4
Total Contract Details,14

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Entry-Level Contract,UNK,,3,945600,,RFA (Arb)Cap Percent : -%Signing Team: UnknownSigning Date: Unknown
Standard Contract (Extension),CGY,2012-06-07,5,26250000,,"UFACap Percent : -%Signing Team: Calgary FlamesSigning Date: Jun. 7, 2012"
Standard Contract,BOS,2008-07-23,4,15750000,,"UFACap Percent : -%Signing Team: Boston BruinsSigning Date: Jul. 23, 2008"
Standard Contract,BOS,2007-07-11,1,600000,,"RFA (Arb)Cap Percent : -%Signing Team: Boston BruinsSigning Date: Jul. 11, 2007"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2004-05,-,$24,-,-,$0,$0,-,-,-
2005-06,-,"$315,200",0.8%,"$315,200",$0,$0,-,-,-
2006-07,-,"$315,200",0.7%,"$315,200",$0,$0,"$472,800","$472,800",-
2007-08,-,"$315,200",0.6%,"$315,200",$0,$0,"$472,800","$472,800","$60,000"
2012-13,NMC,"$5,250,000",8.8%,"$5,250,000",$0,$0,"$5,000,000","$5,000,000",-
2013-14,NMC,"$5,250,000",8.2%,"$5,250,000",$0,$0,"$5,000,000","$5,000,000",-
2014-15,NMC,"$5,250,000",7.6%,"$5,250,000",$0,$0,"$5,000,000","$5,000,000",-
2015-16,NMC,"$5,250,000",7.4%,"$5,250,000",$0,$0,"$5,250,000","$5,250,000",-
2016-17,NMC,"$5,250,000",7.2%,"$5,250,000",$0,$0,"$6,000,000","$6,000,000",-
2008-09,-,"$3,937,500",6.9%,"$3,937,500",$0,$0,"$3,250,000","$3,250,000",-
2009-10,-,"$3,937,500",6.9%,"$3,937,500",$0,$0,"$4,000,000","$4,000,000",-
2010-11,-,"$3,937,500",6.6%,"$3,937,500",$0,$0,"$4,000,000","$4,000,000",-
2011-12,-,"$3,937,500",6.1%,"$3,937,500",$0,$0,"$4,500,000","$4,500,000",-
2007-08,-,"$600,000",1.2%,"$600,000",$0,$0,"$600,000","$600,000",-

