PLAYER CONTRACT SUMMARY
Player Name,Justin#61 Braun
NHL Player ID,8474027
Official Name,Justin Braun
Current Team,SJS
Position,D
Number,#61
Export Date,2025-10-17 13:00:11

DATA SUMMARY
Total Contracts,5
Total Contract Details,13

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
35+ Contract,PHI,2022-07-13,1,1750000,,"UFACap Percent : -%Signing Team: Philadelphia FlyersSigning Date: Jul. 13, 2022"
Standard Contract (Extension),PHI,2020-10-05,2,3600000,,"UFACap Percent : -%Signing Team: Philadelphia FlyersSigning Date: Oct. 5, 2020"
Standard Contract (Extension),SJS,2014-09-20,5,19000000,,"UFACap Percent : -%Signing Team: San Jose SharksSigning Date: Sep. 20, 2014"
Standard Contract (Extension),SJS,2010-06-28,3,3750000,,"UFACap Percent : -%Signing Team: San Jose SharksSigning Date: Jun. 28, 2010"
Entry-Level Contract,SJS,2010-03-24,2,1750000,,"RFA (Arb)Cap Percent : -%Signing Team: San Jose SharksSigning Date: Mar. 24, 2010"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2022-23,-,"$1,000,000",1.2%,"$1,750,000","$750,000",$0,"$1,000,000","$1,000,000",-
2020-21,-,"$1,800,000",2.2%,"$1,800,000",$0,$0,"$1,800,000","$1,800,000",-
2021-22,-,"$1,800,000",2.2%,"$1,800,000",$0,$0,"$1,800,000","$1,800,000",-
2015-16,-,"$3,800,000",5.3%,"$3,800,000",$0,$0,"$3,800,000","$3,800,000",-
2016-17,-,"$3,800,000",5.2%,"$3,800,000",$0,$0,"$3,800,000","$3,800,000",-
2017-18,-,"$3,800,000",5.1%,"$3,800,000",$0,$0,"$3,800,000","$3,800,000",-
2018-19,-,"$3,800,000",4.8%,"$3,800,000",$0,$0,"$3,800,000","$3,800,000",-
2019-20,-,"$3,800,000",4.7%,"$3,800,000",$0,$0,"$3,800,000","$3,800,000",-
2012-13,-,"$1,250,000",2.1%,"$1,250,000",$0,$0,"$1,000,000","$1,000,000",-
2013-14,-,"$1,250,000",1.9%,"$1,250,000",$0,$0,"$1,250,000","$1,250,000",-
2014-15,-,"$1,250,000",1.8%,"$1,250,000",$0,$0,"$1,500,000","$1,500,000",-
2010-11,-,"$662,500",1.1%,"$875,000","$262,500","$87,500","$525,000","$612,500","$65,000"
2011-12,-,"$662,500",1.0%,"$875,000","$162,500","$87,500","$625,000","$712,500","$65,000"

