PLAYER CONTRACT SUMMARY
Player Name,Duncan#2 Keith
NHL Player ID,8470281
Official Name,Duncan Keith
Current Team,CHI
Position,D
Number,#2
Export Date,2025-10-17 14:44:33

DATA SUMMARY
Total Contracts,2
Total Contract Details,17

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract (Extension),CHI,2009-12-03,13,72000000,,"UFACap Percent : -%Signing Team: Chicago BlackhawksSigning Date: Dec. 3, 2009"
Standard Contract,CHI,2006-07-13,4,5900000,,"RFA (Arb)Cap Percent : -%Signing Team: Chicago BlackhawksSigning Date: Jul. 13, 2006"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2010-11,NMC,"$5,538,462",9.3%,"$5,538,462",$0,"$3,000,000","$5,000,000","$8,000,000",-
2011-12,NMC,"$5,538,462",8.6%,"$5,538,462",$0,"$2,000,000","$6,000,000","$8,000,000",-
2012-13,NMC,"$5,538,462",9.2%,"$5,538,462",$0,"$1,500,000","$6,500,000","$8,000,000",-
2013-14,NMC,"$5,538,462",8.6%,"$5,538,462",$0,"$1,000,000","$6,650,000","$7,650,000",-
2014-15,NMC,"$5,538,462",8.0%,"$5,538,462",$0,$0,"$7,600,000","$7,600,000",-
2015-16,NMC,"$5,538,462",7.8%,"$5,538,462",$0,$0,"$7,500,000","$7,500,000",-
2016-17,NMC,"$5,538,462",7.6%,"$5,538,462",$0,$0,"$6,000,000","$6,000,000",-
2017-18,NMC,"$5,538,462",7.4%,"$5,538,462",$0,$0,"$5,000,000","$5,000,000",-
2018-19,NMC,"$5,538,462",7.0%,"$5,538,462",$0,$0,"$4,500,000","$4,500,000",-
2019-20,NMC,"$5,538,462",6.8%,"$5,538,462",$0,$0,"$3,500,000","$3,500,000",-
2020-21,NMC,"$5,538,462",6.8%,"$5,538,462",$0,$0,"$2,650,000","$2,650,000",-
2021-22,NMC,"$5,538,462",6.8%,"$5,538,462",$0,$0,"$2,100,000","$2,100,000",-
2022-23,NMC,"$5,538,462",6.7%,"$5,538,462",$0,$0,"$1,500,000","$1,500,000",-
2006-07,-,"$1,475,000",3.4%,"$1,475,000",$0,$0,"$1,000,000","$1,000,000",-
2007-08,-,"$1,475,000",2.9%,"$1,475,000",$0,$0,"$1,400,000","$1,400,000",-
2008-09,-,"$1,475,000",2.6%,"$1,475,000",$0,$0,"$1,600,000","$1,600,000",-
2009-10,-,"$1,475,000",2.6%,"$1,475,000",$0,$0,"$1,900,000","$1,900,000",-

