PLAYER CONTRACT SUMMARY
Player Name,Nate#34 Guenin
NHL Player ID,8470317
Official Name,Nate Guenin
Current Team,COL
Position,D
Number,#5
Export Date,2025-10-17 15:49:47

DATA SUMMARY
Total Contracts,8
Total Contract Details,11

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract,ANA,2016-07-02,1,600000,,"UFACap Percent : -%Signing Team: Anaheim DucksSigning Date: Jul. 2, 2016"
Standard Contract (Extension),COL,2014-01-09,2,1600000,,"UFACap Percent : -%Signing Team: Colorado AvalancheSigning Date: Jan. 9, 2014"
Standard Contract,COL,2013-07-05,1,600000,,"UFACap Percent : -%Signing Team: Colorado AvalancheSigning Date: Jul. 5, 2013"
Standard Contract (Extension),ANA,2011-06-16,2,1050000,,"UFACap Percent : -%Signing Team: Anaheim DucksSigning Date: Jun. 16, 2011"
Standard Contract,CBJ,2010-07-02,1,575000,,"UFACap Percent : -%Signing Team: Columbus Blue JacketsSigning Date: Jul. 2, 2010"
Standard Contract,PHI,2009-07-01,1,500000,,"UFACap Percent : -%Signing Team: Philadelphia FlyersSigning Date: Jul. 1, 2009"
Standard Contract,PHI,2008-07-15,1,550000,,"UFACap Percent : -%Signing Team: Philadelphia FlyersSigning Date: Jul. 15, 2008"
Entry-Level Contract,PHI,2006-08-16,2,1700000,,"RFA (Arb)Cap Percent : -%Signing Team: Philadelphia FlyersSigning Date: Aug. 16, 2006"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2016-17,-,"$600,000",0.8%,"$600,000",$0,$0,"$600,000","$600,000","$250,000"
2014-15,-,"$800,000",1.2%,"$800,000",$0,$0,"$750,000","$750,000",-
2015-16,-,"$800,000",1.1%,"$800,000",$0,$0,"$850,000","$850,000",-
2013-14,-,"$600,000",0.9%,"$600,000",$0,$0,"$600,000","$600,000","$175,000"
2011-12,-,"$525,000",0.8%,"$525,000",$0,$0,"$525,000","$525,000","$150,000"
2012-13,-,"$525,000",0.9%,"$525,000",$0,$0,"$525,000","$525,000","$175,000"
2010-11,-,"$575,000",1.0%,"$575,000",$0,$0,"$575,000","$575,000","$105,000"
2009-10,-,"$500,000",0.9%,"$500,000",$0,$0,"$500,000","$500,000","$105,000"
2008-09,-,"$550,000",1.0%,"$550,000",$0,$0,"$550,000","$550,000","$100,000"
2006-07,-,"$585,000",1.3%,"$850,000","$265,000","$85,000","$500,000","$585,000","$62,500"
2007-08,-,"$585,000",1.2%,"$850,000","$265,000","$85,000","$500,000","$585,000","$62,500"

