PLAYER CONTRACT SUMMARY
Player Name,Mason#39 Raymond
NHL Player ID,8471664
Official Name,Mason Raymond
Current Team,CGY
Position,L
Number,#21
Export Date,2025-10-17 15:51:07

DATA SUMMARY
Total Contracts,6
Total Contract Details,11

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract,ANA,2016-07-04,1,675000,,"UFACap Percent : -%Signing Team: Anaheim DucksSigning Date: Jul. 4, 2016"
Standard Contract,CGY,2014-07-01,3,9450000,,"UFACap Percent : -%Signing Team: Calgary FlamesSigning Date: Jul. 1, 2014"
Standard Contract,TOR,2013-09-23,1,1000000,,"UFACap Percent : -%Signing Team: Toronto Maple LeafsSigning Date: Sep. 23, 2013"
Standard Contract,VAN,2012-07-09,1,2275000,,"UFACap Percent : -%Signing Team: Vancouver CanucksSigning Date: Jul. 9, 2012"
Standard Contract,VAN,2010-07-26,2,5100000,,"RFA (Arb)Cap Percent : -%Signing Team: Vancouver CanucksSigning Date: Jul. 26, 2010"
Entry-Level Contract,VAN,2007-03-17,3,2650000,,"RFA (Arb)Cap Percent : -%Signing Team: Vancouver CanucksSigning Date: Mar. 17, 2007"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2016-17,-,"$675,000",0.9%,"$675,000",$0,$0,"$675,000","$675,000","$225,000"
2014-15,M-NTC,"$3,150,000",4.6%,"$3,150,000",$0,$0,"$3,150,000","$3,150,000",-
2015-16,M-NTC,"$3,150,000",4.4%,"$3,150,000",$0,$0,"$3,150,000","$3,150,000",-
2016-17,-,"$3,150,000",4.3%,"$3,150,000",$0,$0,"$3,150,000","$3,150,000",-
2013-14,-,"$1,000,000",1.6%,"$1,000,000",$0,$0,"$1,000,000","$1,000,000",-
2012-13,-,"$2,275,000",3.8%,"$2,275,000",$0,$0,"$2,275,000","$2,275,000",-
2010-11,-,"$2,550,000",4.3%,"$2,550,000",$0,$0,"$2,500,000","$2,500,000",-
2011-12,-,"$2,550,000",4.0%,"$2,550,000",$0,$0,"$2,600,000","$2,600,000",-
2007-08,-,"$693,333",1.4%,"$883,333","$315,000","$85,000","$550,000","$635,000","$62,500"
2008-09,-,"$693,333",1.2%,"$883,333","$165,000","$85,000","$600,000","$685,000","$62,500"
2009-10,-,"$693,333",1.2%,"$883,333","$90,000","$85,000","$675,000","$760,000","$62,500"

