PLAYER CONTRACT SUMMARY
Player Name,Matt#54 Puempel
NHL Player ID,8476477
Official Name,Matt Puempel
Current Team,OTT
Position,L
Number,#26
Export Date,2025-10-17 15:16:59

DATA SUMMARY
Total Contracts,4
Total Contract Details,9

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract,DET,2018-09-09,2,1350000,,"UFACap Percent : -%Signing Team: Detroit Red WingsSigning Date: Sep. 9, 2018"
Standard Contract (Extension),NYR,2017-06-14,1,725000,,"RFA (Arb)Cap Percent : -%Signing Team: New York RangersSigning Date: Jun. 14, 2017"
Standard Contract,OTT,2016-07-15,1,900000,,"RFA (Arb)Cap Percent : -%Signing Team: Ottawa SenatorsSigning Date: Jul. 15, 2016"
Entry-Level Contract,OTT,2011-12-23,3,3412500,,"RFACap Percent : -%Signing Team: Ottawa SenatorsSigning Date: Dec. 23, 2011"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2018-19,-,"$675,000",0.8%,"$675,000",$0,$0,"$650,000","$650,000","$325,000"
2019-20,-,"$675,000",0.8%,"$675,000",$0,$0,"$700,000","$700,000","$375,000"
2017-18,-,"$725,000",1.0%,"$725,000",$0,$0,"$725,000","$725,000",-
2016-17,-,"$900,000",1.2%,"$900,000",$0,$0,"$900,000","$900,000","$75,000"
2011-12,-,"$925,000",1.4%,"$1,137,500",$0,"$92,500",-,-,-
2012-13,-,"$894,167",1.5%,"$1,106,667",$0,"$92,500",-,-,-
2013-14,-,"$863,333",1.3%,"$1,075,833","$212,500","$92,500","$832,500","$925,000","$70,000"
2014-15,-,"$863,333",1.3%,"$1,075,833","$212,500",$0,"$832,500","$832,500","$70,000"
2015-16,-,"$863,333",1.2%,"$1,075,833","$212,500",$0,"$832,500","$832,500","$70,000"

