PLAYER CONTRACT SUMMARY
Player Name,Yan#37 Kuznetsov
Export Date,2025-10-18 14:23:55

DATA SUMMARY
Total Contracts,3
Total Contract Details,7

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Two-Way Contract,CGY,2025-07-17,2,1625000,,"RFACap Percent : 0.9%Signing Team: Calgary FlamesSigning Date: Jul. 17, 2025"
Two-Way Contract,CGY,2024-08-12,1,775000,,"RFACap Percent : -%Signing Team: Calgary FlamesSigning Date: Aug. 12, 2024"
Entry-Level Contract,CGY,2021-03-30,3,2775000,,"RFACap Percent : -%Signing Team: Calgary FlamesSigning Date: Mar. 30, 2021"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2025-26,-,"$812,500",0.9%,"$812,500",$0,$0,"$775,000","$775,000","$125,000"
2026-27,-,"$812,500",0.8%,"$812,500",$0,$0,"$850,000","$850,000",-
2024-25,-,"$775,000",0.9%,"$775,000",$0,$0,"$775,000","$775,000","$100,000"
2020-21,-,"$900,833",1.1%,"$925,000",$0,"$92,500",-,-,-
2021-22,-,"$870,000",1.1%,"$894,167","$32,500","$92,500","$800,000","$892,500","$80,000"
2022-23,-,"$870,000",1.1%,"$894,167","$32,500","$92,500","$800,000","$892,500","$80,000"
2023-24,-,"$870,000",1.0%,"$894,167","$7,500",$0,"$825,000","$825,000","$80,000"

