PLAYER CONTRACT SUMMARY
Player Name,Derek# Grant
NHL Player ID,8474683
Official Name,Derek Grant
Current Team,CGY
Position,C
Number,#57
Export Date,2025-10-17 13:02:03

DATA SUMMARY
Total Contracts,8
Total Contract Details,12

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract,ANA,2020-10-09,3,4500000,,"UFACap Percent : -%Signing Team: Anaheim DucksSigning Date: Oct. 9, 2020"
Standard Contract (Extension),ANA,2019-06-20,1,700000,,"UFACap Percent : -%Signing Team: Anaheim DucksSigning Date: Jun. 20, 2019"
Standard Contract,PIT,2018-07-19,1,650000,,"UFACap Percent : -%Signing Team: Pittsburgh PenguinsSigning Date: Jul. 19, 2018"
Standard Contract,ANA,2017-07-01,1,650000,,"UFACap Percent : -%Signing Team: Anaheim DucksSigning Date: Jul. 1, 2017"
Standard Contract,BUF,2016-07-02,1,650000,,"UFACap Percent : -%Signing Team: Buffalo SabresSigning Date: Jul. 2, 2016"
Standard Contract,CGY,2015-07-01,1,700000,,"UFA (Group 6)Cap Percent : -%Signing Team: Calgary FlamesSigning Date: Jul. 1, 2015"
Standard Contract,OTT,2014-07-10,1,700000,,"UFACap Percent : -%Signing Team: Ottawa SenatorsSigning Date: Jul. 10, 2014"
Entry-Level Contract,OTT,2011-04-16,3,1815000,,"RFA (Arb)Cap Percent : -%Signing Team: Ottawa SenatorsSigning Date: Apr. 16, 2011"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2020-21,-,"$1,500,000",1.8%,"$1,500,000",$0,$0,"$1,250,000","$1,250,000",-
2021-22,-,"$1,500,000",1.8%,"$1,500,000",$0,$0,"$1,500,000","$1,500,000",-
2022-23,-,"$1,500,000",1.8%,"$1,500,000",$0,$0,"$1,750,000","$1,750,000",-
2019-20,-,"$700,000",0.9%,"$700,000",$0,$0,"$700,000","$700,000",-
2018-19,-,"$650,000",0.8%,"$650,000",$0,$0,"$650,000","$650,000",-
2017-18,-,"$650,000",0.9%,"$650,000",$0,$0,"$650,000","$650,000",-
2016-17,-,"$650,000",0.9%,"$650,000",$0,$0,"$650,000","$650,000","$400,000"
2015-16,-,"$700,000",1.0%,"$700,000",$0,$0,"$700,000","$700,000","$250,000"
2014-15,-,"$700,000",1.0%,"$700,000",$0,$0,"$700,000","$700,000","$85,000"
2011-12,-,"$605,000",0.9%,"$605,000",$0,"$50,000","$525,000","$575,000","$65,000"
2012-13,-,"$605,000",1.0%,"$605,000",$0,"$55,000","$525,000","$580,000","$65,000"
2013-14,-,"$605,000",0.9%,"$605,000",$0,"$60,000","$600,000","$660,000","$65,000"

