PLAYER CONTRACT SUMMARY
Player Name,Drake#19 Batherson
NHL Player ID,8480208
Official Name,Drake Batherson
Current Team,OTT
Position,R
Number,#19
Export Date,2025-10-16 16:40:41

DATA SUMMARY
Total Contracts,2
Total Contract Details,10

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract,OTT,2021-09-03,6,29850000,,"UFACap Percent : 5.2%Signing Team: Ottawa SenatorsSigning Date: Sep. 3, 2021"
Entry-Level Contract,OTT,2017-10-03,3,2400000,,"RFACap Percent : -%Signing Team: Ottawa SenatorsSigning Date: Oct. 3, 2017"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2021-22,-,"$4,975,000",6.1%,"$4,975,000",$0,$0,"$2,500,000","$2,500,000",-
2022-23,-,"$4,975,000",6.0%,"$4,975,000",$0,$0,"$3,500,000","$3,500,000",-
2023-24,-,"$4,975,000",6.0%,"$4,975,000",$0,$0,"$5,400,000","$5,400,000",-
2024-25,-,"$4,975,000",5.7%,"$4,975,000",$0,$0,"$5,400,000","$5,400,000",-
2025-26,-,"$4,975,000",5.2%,"$4,975,000",$0,$0,"$6,500,000","$6,500,000",-
2026-27,-,"$4,975,000",4.8%,"$4,975,000",$0,$0,"$6,550,000","$6,550,000",-
2017-18,-,"$763,333",1.0%,"$800,000",$0,"$80,000",-,-,-
2018-19,-,"$736,666",0.9%,"$773,333","$70,000","$80,000","$650,000","$730,000","$70,000"
2019-20,-,"$736,666",0.9%,"$773,333","$20,000","$80,000","$700,000","$780,000","$70,000"
2020-21,-,"$736,666",0.9%,"$773,333","$20,000",$0,"$700,000","$700,000","$70,000"

