PLAYER CONTRACT SUMMARY
Player Name,Andrei#88 Vasilevskiy
NHL Player ID,8476883
Official Name,Andrei Vasilevskiy
Current Team,TBL
Position,G
Number,#88
Export Date,2025-10-16 16:48:00

DATA SUMMARY
Total Contracts,3
Total Contract Details,14

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract (Extension),TBL,2019-07-29,8,76000000,,"UFACap Percent : 9.9%Signing Team: Tampa Bay LightningSigning Date: Jul. 29, 2019"
Standard Contract (Extension),TBL,2016-07-01,3,10500000,,"RFA (Arb)Cap Percent : -%Signing Team: Tampa Bay LightningSigning Date: Jul. 1, 2016"
Entry-Level Contract,TBL,2014-05-06,3,4425000,,"RFACap Percent : -%Signing Team: Tampa Bay LightningSigning Date: May 6, 2014"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2020-21,-,"$9,500,000",11.7%,"$9,500,000",$0,"$8,500,000","$3,500,000","$12,000,000",-
2021-22,NMC,"$9,500,000",11.7%,"$9,500,000",$0,"$10,000,000","$1,000,000","$11,000,000",-
2022-23,NMC,"$9,500,000",11.5%,"$9,500,000",$0,"$6,500,000","$4,500,000","$11,000,000",-
2023-24,NMC,"$9,500,000",11.4%,"$9,500,000",$0,"$5,000,000","$4,000,000","$9,000,000",-
2024-25,NMC,"$9,500,000",10.8%,"$9,500,000",$0,"$4,500,000","$5,500,000","$10,000,000",-
2025-26,M-NTC,"$9,500,000",9.9%,"$9,500,000",$0,"$4,000,000","$5,000,000","$9,000,000",-
2026-27,M-NTC,"$9,500,000",9.1%,"$9,500,000",$0,"$3,000,000","$5,000,000","$8,000,000",-
2027-28,M-NTC,"$9,500,000",8.4%,"$9,500,000",$0,"$3,000,000","$3,000,000","$6,000,000",-
2017-18,-,"$3,500,000",4.7%,"$3,500,000",$0,$0,"$3,000,000","$3,000,000",-
2018-19,-,"$3,500,000",4.4%,"$3,500,000",$0,$0,"$3,500,000","$3,500,000",-
2019-20,-,"$3,500,000",4.3%,"$3,500,000",$0,$0,"$4,000,000","$4,000,000",-
2014-15,-,"$925,000",1.3%,"$1,475,000","$500,000","$92,500","$832,500","$925,000","$70,000"
2015-16,-,"$925,000",1.3%,"$1,475,000","$550,000","$92,500","$832,500","$925,000","$70,000"
2016-17,-,"$925,000",1.3%,"$1,475,000","$600,000","$92,500","$832,500","$925,000","$70,000"

