PLAYER CONTRACT SUMMARY
Player Name,Anton#25 Blidh
NHL Player ID,8477320
Official Name,Anton Blidh
Current Team,BOS
Position,L
Number,#81
Export Date,2025-10-18 14:36:52

DATA SUMMARY
Total Contracts,7
Total Contract Details,12

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Two-Way Contract,NYR,2025-04-08,2,1550000,,"UFACap Percent : 0.8%Signing Team: New York RangersSigning Date: Apr. 08, 2025"
Standard Contract (Extension),NYR,2023-06-07,2,1550000,,"UFACap Percent : -%Signing Team: New York RangersSigning Date: Jun. 7, 2023"
Standard Contract,COL,2022-08-03,1,750000,,"UFACap Percent : -%Signing Team: Colorado AvalancheSigning Date: Aug. 3, 2022"
Standard Contract (Extension),BOS,2021-06-17,1,750000,,"UFACap Percent : -%Signing Team: Boston BruinsSigning Date: Jun. 17, 2021"
Standard Contract (Extension),BOS,2019-05-01,2,1400000,,"UFA (Group 6)Cap Percent : -%Signing Team: Boston BruinsSigning Date: May 1, 2019"
Standard Contract,BOS,2018-07-02,1,650000,,"RFA (Arb)Cap Percent : -%Signing Team: Boston BruinsSigning Date: Jul. 2, 2018"
Entry-Level Contract,BOS,2015-05-28,3,2775000,,"RFACap Percent : -%Signing Team: Boston BruinsSigning Date: May 28, 2015"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2025-26,-,"$775,000",0.8%,"$775,000",$0,$0,"$775,000","$775,000","$350,000"
2026-27,-,"$775,000",0.7%,"$775,000",$0,$0,"$775,000","$775,000","$350,000"
2023-24,-,"$775,000",0.9%,"$775,000",$0,$0,"$775,000","$775,000","$350,000"
2024-25,-,"$775,000",0.9%,"$775,000",$0,$0,"$775,000","$775,000","$350,000"
2022-23,-,"$750,000",0.9%,"$750,000",$0,$0,"$750,000","$750,000","$350,000"
2021-22,-,"$750,000",0.9%,"$750,000",$0,$0,"$750,000","$750,000","$300,000"
2019-20,-,"$700,000",0.9%,"$700,000",$0,$0,"$700,000","$700,000","$125,000"
2020-21,-,"$700,000",0.9%,"$700,000",$0,$0,"$700,000","$700,000","$200,000"
2018-19,-,"$650,000",0.8%,"$650,000",$0,$0,"$650,000","$650,000","$80,000"
2015-16,-,"$784,167",1.1%,"$925,000","$232,500","$92,500","$600,000","$692,500","$70,000"
2016-17,-,"$784,167",1.1%,"$925,000","$132,500","$92,500","$700,000","$792,500","$70,000"
2017-18,-,"$784,167",1.0%,"$925,000","$57,500","$92,500","$775,000","$867,500","$70,000"

