PLAYER CONTRACT SUMMARY
Player Name,Bobby#54 Ryan
NHL Player ID,8471676
Official Name,Bobby Ryan
Current Team,OTT
Position,R
Number,#9
Export Date,2025-10-17 15:03:24

DATA SUMMARY
Total Contracts,4
Total Contract Details,16

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract,DET,2020-10-09,1,1000000,,"UFACap Percent : -%Signing Team: Detroit Red WingsSigning Date: Oct. 9, 2020"
Standard Contract (Extension),OTT,2014-10-02,7,50750000,,"UFACap Percent : -%Signing Team: Ottawa SenatorsSigning Date: Oct. 2, 2014"
Standard Contract,ANA,2010-09-14,5,25500000,,"UFACap Percent : -%Signing Team: Anaheim DucksSigning Date: Sep. 14, 2010"
Entry-Level Contract,ANA,2006-03-08,3,5765000,,"RFACap Percent : -%Signing Team: Anaheim DucksSigning Date: Mar. 8, 2006"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2020-21,-,"$1,000,000",1.2%,"$1,000,000",$0,$0,"$1,000,000","$1,000,000",-
2015-16,"M-NTC, NMC","$7,250,000",10.2%,"$7,250,000",$0,"$2,000,000","$4,500,000","$6,500,000",-
2016-17,"M-NTC, NMC","$7,250,000",9.9%,"$7,250,000",$0,"$2,000,000","$5,000,000","$7,000,000",-
2017-18,"M-NTC, NMC","$7,250,000",9.7%,"$7,250,000",$0,"$2,000,000","$5,250,000","$7,250,000",-
2018-19,"M-NTC, NMC","$7,250,000",9.1%,"$7,250,000",$0,"$2,000,000","$5,500,000","$7,500,000",-
2019-20,"M-NTC, NMC","$7,250,000",8.9%,"$7,250,000",$0,"$2,000,000","$5,500,000","$7,500,000",-
2020-21,"M-NTC, NMC","$7,250,000",8.9%,"$7,250,000",$0,"$2,000,000","$5,500,000","$7,500,000",-
2021-22,"M-NTC, NMC","$7,250,000",8.9%,"$7,250,000",$0,"$2,000,000","$5,500,000","$7,500,000",-
2010-11,-,"$5,100,000",8.6%,"$5,100,000",$0,$0,"$3,250,000","$3,250,000",-
2011-12,-,"$5,100,000",7.9%,"$5,100,000",$0,$0,"$5,562,500","$5,562,500",-
2012-13,-,"$5,100,000",8.5%,"$5,100,000",$0,$0,"$5,562,500","$5,562,500",-
2013-14,-,"$5,100,000",7.9%,"$5,100,000",$0,$0,"$5,562,500","$5,562,500",-
2014-15,-,"$5,100,000",7.4%,"$5,100,000",$0,$0,"$5,562,500","$5,562,500",-
2007-08,-,"$821,667",1.6%,"$1,921,667","$1,100,000","$85,000","$765,000","$850,000","$62,500"
2008-09,-,"$821,667",1.4%,"$1,921,667","$1,100,000","$85,000","$765,000","$850,000","$62,500"
2009-10,-,"$821,667",1.4%,"$1,921,667","$1,100,000","$85,000","$680,000","$765,000","$62,500"

