PLAYER CONTRACT SUMMARY
Player Name,Derek#27 Forbort
NHL Player ID,8475762
Official Name,Derek Forbort
Current Team,VAN
Position,D
Number,#27
Export Date,2025-10-16 16:50:57

DATA SUMMARY
Total Contracts,7
Total Contract Details,13

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract (Extension),VAN,2025-06-03,1,2000000,,"UFACap Percent : 2.1%Signing Team: Vancouver CanucksSigning Date: Jun. 03, 2025"
Standard Contract,VAN,2024-07-01,1,1500000,,"UFACap Percent : -%Signing Team: Vancouver CanucksSigning Date: Jul. 1, 2024"
Standard Contract,BOS,2021-07-28,3,9000000,,"UFACap Percent : -%Signing Team: Boston BruinsSigning Date: Jul. 28, 2021"
Standard Contract,WPG,2020-10-11,1,1000000,,"UFACap Percent : -%Signing Team: Winnipeg JetsSigning Date: Oct. 11, 2020"
Standard Contract (Extension),LAK,2017-10-19,2,5050000,,"UFACap Percent : -%Signing Team: Los Angeles KingsSigning Date: Oct. 19, 2017"
Standard Contract,LAK,2016-07-09,2,1300000,,"RFA (Arb)Cap Percent : -%Signing Team: Los Angeles KingsSigning Date: Jul. 9, 2016"
Entry-Level Contract,LAK,2013-04-06,3,2700000,,"RFA (Arb)Cap Percent : -%Signing Team: Los Angeles KingsSigning Date: Apr. 6, 2013"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2025-26,-,"$2,000,000",2.1%,"$2,000,000",$0,$0,"$2,000,000","$2,000,000",-
2024-25,-,"$1,500,000",1.7%,"$1,500,000",$0,"$200,000","$1,300,000","$1,500,000",-
2021-22,M-NTC,"$3,000,000",3.7%,"$3,000,000",$0,$0,"$2,000,000","$2,000,000",-
2022-23,M-NTC,"$3,000,000",3.6%,"$3,000,000",$0,"$1,000,000","$2,500,000","$3,500,000",-
2023-24,M-NTC,"$3,000,000",3.6%,"$3,000,000",$0,$0,"$3,500,000","$3,500,000",-
2020-21,-,"$1,000,000",1.2%,"$1,000,000",$0,$0,"$1,000,000","$1,000,000",-
2018-19,-,"$1,893,750",2.4%,"$2,525,000",$0,"$150,000","$2,100,000","$2,250,000",-
2019-20,-,"$1,893,750",2.3%,"$2,525,000",$0,$0,"$2,800,000","$2,800,000",-
2016-17,-,"$650,000",0.9%,"$650,000",$0,$0,"$650,000","$650,000","$100,000"
2017-18,-,"$650,000",0.9%,"$650,000",$0,$0,"$650,000","$650,000","$400,000"
2013-14,-,"$863,333",1.3%,"$900,000","$110,000","$90,000","$700,000","$790,000","$67,500"
2014-15,-,"$863,333",1.3%,"$900,000",$0,"$90,000","$810,000","$900,000","$67,500"
2015-16,-,"$863,333",1.2%,"$900,000",$0,"$90,000","$810,000","$900,000","$67,500"

