PLAYER CONTRACT SUMMARY
Player Name,Rob#7 Scuderi
NHL Player ID,8467452
Official Name,Rob Scuderi
Current Team,CHI
Position,D
Number,#47
Export Date,2025-10-17 15:48:26

DATA SUMMARY
Total Contracts,4
Total Contract Details,12

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract,PIT,2013-07-05,4,13500000,,"UFACap Percent : -%Signing Team: Pittsburgh PenguinsSigning Date: Jul. 5, 2013"
Standard Contract,LAK,2009-07-02,4,13600000,,"UFACap Percent : -%Signing Team: Los Angeles KingsSigning Date: Jul. 2, 2009"
Standard Contract,PIT,2007-07-02,2,1425000,,"UFACap Percent : -%Signing Team: Pittsburgh PenguinsSigning Date: Jul. 2, 2007"
Standard Contract,PIT,2005-08-09,2,1050000,,"UFACap Percent : -%Signing Team: Pittsburgh PenguinsSigning Date: Aug. 9, 2005"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2013-14,M-NTC,"$3,375,000",5.2%,"$3,375,000",$0,$0,"$4,000,000","$4,000,000",-
2014-15,M-NTC,"$3,375,000",4.9%,"$3,375,000",$0,$0,"$4,000,000","$4,000,000",-
2015-16,M-NTC,"$3,375,000",4.7%,"$3,375,000",$0,$0,"$3,000,000","$3,000,000",-
2016-17,M-NTC,"$3,375,000",4.6%,"$3,375,000",$0,$0,"$2,500,000","$2,500,000",-
2009-10,-,"$3,400,000",6.0%,"$3,400,000",$0,$0,"$3,400,000","$3,400,000",-
2010-11,-,"$3,400,000",5.7%,"$3,400,000",$0,$0,"$3,400,000","$3,400,000",-
2011-12,-,"$3,400,000",5.3%,"$3,400,000",$0,$0,"$3,400,000","$3,400,000",-
2012-13,-,"$3,400,000",5.7%,"$3,400,000",$0,$0,"$3,400,000","$3,400,000",-
2007-08,-,"$712,500",1.4%,"$712,500",$0,$0,"$700,000","$700,000",-
2008-09,-,"$712,500",1.3%,"$712,500",$0,$0,"$725,000","$725,000",-
2005-06,-,"$525,000",1.3%,"$525,000",$0,$0,"$500,000","$500,000",-
2006-07,-,"$525,000",1.2%,"$525,000",$0,$0,"$550,000","$550,000",-

