PLAYER CONTRACT SUMMARY
Player Name,Kevin#3 Bieksa
NHL Player ID,8469598
Official Name,Kevin Bieksa
Current Team,ANA
Position,D
Number,#3
Export Date,2025-10-17 15:28:59

DATA SUMMARY
Total Contracts,4
Total Contract Details,12

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
35+ Contract (Extension),ANA,2015-07-01,2,8000000,,"UFACap Percent : -%Signing Team: Anaheim DucksSigning Date: Jul. 1, 2015"
Standard Contract (Extension),VAN,2011-06-27,5,23000000,,"UFACap Percent : -%Signing Team: Vancouver CanucksSigning Date: Jun. 27, 2011"
Standard Contract (Extension),VAN,2007-07-09,3,11250000,,"UFACap Percent : -%Signing Team: Vancouver CanucksSigning Date: Jul. 9, 2007"
Standard Contract,VAN,2006-08-17,2,1050000,,"RFA (Arb)Cap Percent : -%Signing Team: Vancouver CanucksSigning Date: Aug. 17, 2006"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2016-17,NMC,"$4,000,000",5.5%,"$4,000,000",$0,$0,"$4,000,000","$4,000,000",-
2017-18,NMC,"$4,000,000",5.3%,"$4,000,000",$0,$0,"$4,000,000","$4,000,000",-
2011-12,NTC,"$4,600,000",7.2%,"$4,600,000",$0,"$4,500,000","$2,500,000","$7,000,000",-
2012-13,NTC,"$4,600,000",7.7%,"$4,600,000",$0,"$3,500,000","$1,000,000","$4,500,000",-
2013-14,NTC,"$4,600,000",7.2%,"$4,600,000",$0,"$1,000,000","$4,000,000","$5,000,000",-
2014-15,NTC,"$4,600,000",6.7%,"$4,600,000",$0,"$1,000,000","$3,000,000","$4,000,000",-
2015-16,NTC,"$4,600,000",6.4%,"$4,600,000",$0,$0,"$2,500,000","$2,500,000",-
2008-09,-,"$3,750,000",6.6%,"$3,750,000",$0,$0,"$4,250,000","$4,250,000",-
2009-10,-,"$3,750,000",6.6%,"$3,750,000",$0,$0,"$3,500,000","$3,500,000",-
2010-11,-,"$3,750,000",6.3%,"$3,750,000",$0,$0,"$3,500,000","$3,500,000",-
2006-07,-,"$525,000",1.2%,"$525,000",$0,$0,"$500,000","$500,000",-
2007-08,-,"$525,000",1.0%,"$525,000",$0,$0,"$550,000","$550,000",-

