PLAYER CONTRACT SUMMARY
Player Name,Adin#33 Hill
NHL Player ID,8478499
Official Name,Adin Hill
Current Team,VGK
Position,G
Number,#33
Export Date,2025-10-16 16:52:40

DATA SUMMARY
Total Contracts,6
Total Contract Details,15

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract (Extension),VGK,2025-03-14,6,37500000,,"UFACap Percent : 6.5%Signing Team: Vegas Golden KnightsSigning Date: Mar. 14, 2025"
Standard Contract (Extension),VGK,2023-06-30,2,9800000,,"UFACap Percent : -%Signing Team: Vegas Golden KnightsSigning Date: Jun. 30, 2023"
Standard Contract,SJS,2021-08-04,2,4350000,,"UFACap Percent : -%Signing Team: San Jose SharksSigning Date: Aug. 4, 2021"
Standard Contract (Extension),ARI,2020-09-15,1,800000,,"RFA (Arb)Cap Percent : -%Signing Team: Arizona CoyotesSigning Date: Sep. 15, 2020"
Standard Contract,ARI,2019-08-03,1,708750,,"RFA (Arb)Cap Percent : -%Signing Team: Arizona CoyotesSigning Date: Aug. 3, 2019"
Entry-Level Contract,ARI,2016-04-05,3,2775000,,"RFACap Percent : -%Signing Team: Arizona CoyotesSigning Date: Apr. 5, 2016"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2025-26,M-NTC,"$6,250,000",6.5%,"$6,250,000",$0,"$7,400,000","$1,000,000","$8,400,000",-
2026-27,M-NTC,"$6,250,000",6.0%,"$6,250,000",$0,"$7,000,000","$1,000,000","$8,000,000",-
2027-28,M-NTC,"$6,250,000",5.5%,"$6,250,000",$0,"$4,350,000","$1,600,000","$5,950,000",-
2028-29,M-NTC,"$6,250,000",5.1%,"$6,250,000",$0,$0,"$5,050,000","$5,050,000",-
2029-30,M-NTC,"$6,250,000",4.8%,"$6,250,000",$0,$0,"$5,050,000","$5,050,000",-
2030-31,M-NTC,"$6,250,000",4.5%,"$6,250,000",$0,$0,"$5,050,000","$5,050,000",-
2023-24,M-NTC,"$4,900,000",5.9%,"$4,900,000",$0,"$4,000,000","$1,600,000","$5,600,000",-
2024-25,M-NTC,"$4,900,000",5.6%,"$4,900,000",$0,$0,"$4,200,000","$4,200,000",-
2021-22,-,"$2,175,000",2.7%,"$2,175,000",$0,$0,"$1,675,000","$1,675,000",-
2022-23,-,"$2,175,000",2.6%,"$2,175,000",$0,$0,"$2,675,000","$2,675,000",-
2020-21,-,"$800,000",1.0%,"$800,000",$0,$0,"$800,000","$800,000",-
2019-20,-,"$708,750",0.9%,"$708,750",$0,$0,"$708,750","$708,750","$70,000"
2016-17,-,"$725,833",1.0%,"$925,000","$257,500","$92,500","$575,000","$667,500","$70,000"
2017-18,-,"$725,833",1.0%,"$925,000","$182,500","$92,500","$650,000","$742,500","$70,000"
2018-19,-,"$725,833",0.9%,"$925,000","$157,500","$92,500","$675,000","$767,500","$70,000"

