PLAYER CONTRACT SUMMARY
Player Name,Connor#37 Hellebuyck
NHL Player ID,8476945
Official Name,Connor Hellebuyck
Current Team,WPG
Position,G
Number,#37
Export Date,2025-10-16 16:53:49

DATA SUMMARY
Total Contracts,4
Total Contract Details,17

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract (Extension),WPG,2023-10-09,7,59500000,,"UFACap Percent : 8.9%Signing Team: Winnipeg JetsSigning Date: Oct. 9, 2023"
Standard Contract,WPG,2018-07-12,6,37000000,,"UFACap Percent : -%Signing Team: Winnipeg JetsSigning Date: Jul. 12, 2018"
Standard Contract,WPG,2017-07-24,1,2250000,,"RFA (Arb)Cap Percent : -%Signing Team: Winnipeg JetsSigning Date: Jul. 24, 2017"
Entry-Level Contract,WPG,2014-05-26,3,2775000,,"RFA (Arb)Cap Percent : -%Signing Team: Winnipeg JetsSigning Date: May 26, 2014"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2024-25,NMC,"$8,500,000",9.7%,"$8,500,000",$0,"$5,000,000","$5,000,000","$10,000,000",-
2025-26,NMC,"$8,500,000",8.9%,"$8,500,000",$0,$0,"$10,000,000","$10,000,000",-
2026-27,NMC,"$8,500,000",8.2%,"$8,500,000",$0,$0,"$7,500,000","$7,500,000",-
2027-28,M-NTC,"$8,500,000",7.5%,"$8,500,000",$0,$0,"$10,000,000","$10,000,000",-
2028-29,M-NTC,"$8,500,000",6.9%,"$8,500,000",$0,$0,"$9,000,000","$9,000,000",-
2029-30,M-NTC,"$8,500,000",6.5%,"$8,500,000",$0,$0,"$7,000,000","$7,000,000",-
2030-31,M-NTC,"$8,500,000",6.1%,"$8,500,000",$0,$0,"$6,000,000","$6,000,000",-
2018-19,-,"$6,166,667",7.8%,"$6,166,667",$0,$0,"$7,000,000","$7,000,000",-
2019-20,-,"$6,166,667",7.6%,"$6,166,667",$0,$0,"$6,000,000","$6,000,000",-
2020-21,-,"$6,166,667",7.6%,"$6,166,667",$0,$0,"$4,500,000","$4,500,000",-
2021-22,-,"$6,166,667",7.6%,"$6,166,667",$0,$0,"$7,500,000","$7,500,000",-
2022-23,-,"$6,166,667",7.5%,"$6,166,667",$0,$0,"$4,500,000","$4,500,000",-
2023-24,NMC,"$6,166,667",7.4%,"$6,166,667",$0,$0,"$7,500,000","$7,500,000",-
2017-18,-,"$2,250,000",3.0%,"$2,250,000",$0,"$250,000","$2,000,000","$2,250,000",-
2014-15,-,"$667,500",1.0%,"$925,000","$282,500","$92,500","$550,000","$642,500","$70,000"
2015-16,-,"$667,500",0.9%,"$925,000","$257,500","$92,500","$575,000","$667,500","$70,000"
2016-17,-,"$667,500",0.9%,"$925,000","$232,500","$92,500","$600,000","$692,500","$70,000"

