PLAYER CONTRACT SUMMARY
Player Name,Henrik#58 Rybinski
Export Date,2025-10-18 14:52:44

DATA SUMMARY
Total Contracts,2
Total Contract Details,4

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Two-Way Contract,WSH,2025-06-26,1,775000,,"UFA (Group 6)Cap Percent : 0.8%Signing Team: Washington CapitalsSigning Date: Jun. 26, 2025"
Entry-Level Contract,WSH,2022-03-01,3,2775000,,"RFA (Arb)Cap Percent : -%Signing Team: Washington CapitalsSigning Date: Mar. 1, 2022"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2025-26,-,"$775,000",0.8%,"$775,000",$0,$0,"$775,000","$775,000","$130,000"
2022-23,-,"$859,167",1.0%,"$925,000","$82,500","$92,500","$750,000","$842,500","$80,000"
2023-24,-,"$859,167",1.0%,"$925,000","$57,500","$92,500","$775,000","$867,500","$80,000"
2024-25,-,"$859,167",1.0%,"$925,000","$57,500","$92,500","$775,000","$867,500","$80,000"

