PLAYER CONTRACT SUMMARY
Player Name,Sean#50 Durzi
NHL Player ID,8480434
Official Name,Sean Durzi
Current Team,UTA
Position,D
Number,#50
Export Date,2025-10-16 16:49:47

DATA SUMMARY
Total Contracts,3
Total Contract Details,9

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract (Extension),UTA,2024-06-30,4,24000000,,"UFACap Percent : 6.3%Signing Team: Utah Hockey ClubSigning Date: Jun. 30, 2024"
Standard Contract,LAK,2022-09-15,2,3400000,,"RFA (Arb)Cap Percent : -%Signing Team: Los Angeles KingsSigning Date: Sep. 15, 2022"
Entry-Level Contract,LAK,2019-04-01,3,2775000,,"RFACap Percent : -%Signing Team: Los Angeles KingsSigning Date: Apr. 1, 2019"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2024-25,-,"$6,000,000",6.8%,"$6,000,000",$0,$0,"$7,100,000","$7,100,000",-
2025-26,-,"$6,000,000",6.3%,"$6,000,000",$0,$0,"$5,600,000","$5,600,000",-
2026-27,M-NTC,"$6,000,000",5.8%,"$6,000,000",$0,$0,"$4,800,000","$4,800,000",-
2027-28,M-NTC,"$6,000,000",5.3%,"$6,000,000",$0,$0,"$6,500,000","$6,500,000",-
2022-23,-,"$1,700,000",2.1%,"$1,700,000",$0,$0,"$1,400,000","$1,400,000",-
2023-24,-,"$1,700,000",2.0%,"$1,700,000",$0,$0,"$2,000,000","$2,000,000",-
2019-20,-,"$809,166",1.0%,"$925,000","$132,500","$92,500","$700,000","$792,500","$70,000"
2020-21,-,"$809,166",1.0%,"$925,000","$132,500","$92,500","$700,000","$792,500","$70,000"
2021-22,-,"$809,166",1.0%,"$925,000","$82,500","$92,500","$750,000","$842,500","$70,000"

