PLAYER CONTRACT SUMMARY
Player Name,Caleb#82 Jones
NHL Player ID,8478452
Official Name,Caleb Jones
Current Team,PIT
Position,D
Number,#82
Export Date,2025-10-16 16:43:30

DATA SUMMARY
Total Contracts,6
Total Contract Details,11

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract,PIT,2025-07-01,2,1800000,,"UFACap Percent : 0.9%Signing Team: Pittsburgh PenguinsSigning Date: Jul. 01, 2025"
Standard Contract,LAK,2024-07-05,1,775000,,"UFACap Percent : -%Signing Team: Los Angeles KingsSigning Date: Jul. 5, 2024"
Standard Contract,CAR,2023-08-10,1,775000,,"UFACap Percent : -%Signing Team: Carolina HurricanesSigning Date: Aug. 10, 2023"
Standard Contract,CHI,2022-08-12,1,1350000,,"UFA (No QO)Cap Percent : -%Signing Team: Chicago BlackhawksSigning Date: Aug. 12, 2022"
Standard Contract (Extension),EDM,2020-01-15,2,1700000,,"RFA (Arb)Cap Percent : -%Signing Team: Edmonton OilersSigning Date: Jan. 15, 2020"
Entry-Level Contract,EDM,2016-04-06,3,2400000,,"RFACap Percent : -%Signing Team: Edmonton OilersSigning Date: Apr. 6, 2016"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2025-26,-,"$900,000",0.9%,"$900,000",$0,$0,"$800,000","$800,000",-
2026-27,-,"$900,000",0.9%,"$900,000",$0,$0,"$1,000,000","$1,000,000",-
2024-25,-,"$775,000",0.9%,"$775,000",$0,$0,"$775,000","$775,000","$425,000"
2023-24,-,"$775,000",0.9%,"$775,000",$0,$0,"$775,000","$775,000",-
2022-23,-,"$1,350,000",1.6%,"$1,350,000",$0,$0,"$1,350,000","$1,350,000",-
2020-21,-,"$850,000",1.0%,"$850,000",$0,"$50,000","$750,000","$800,000",-
2021-22,-,"$850,000",1.0%,"$850,000",$0,$0,"$900,000","$900,000",-
2016-17,-,"$705,000",1.0%,"$800,000",$0,"$80,000",-,-,-
2017-18,-,"$720,000",1.0%,"$815,000","$145,000","$80,000","$650,000","$730,000","$65,000"
2018-19,-,"$720,000",0.9%,"$815,000","$70,000","$80,000","$650,000","$730,000","$65,000"
2019-20,-,"$720,000",0.9%,"$815,000","$70,000",$0,"$700,000","$700,000","$65,000"

