PLAYER CONTRACT SUMMARY
Player Name,Radko#7 Gudas
NHL Player ID,8475462
Official Name,Radko Gudas
Current Team,ANA
Position,D
Number,#7
Export Date,2025-10-16 16:22:23

DATA SUMMARY
Total Contracts,5
Total Contract Details,16

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract,ANA,2023-07-01,3,12000000,,"UFACap Percent : 4.2%Signing Team: Anaheim DucksSigning Date: Jul. 1, 2023"
Standard Contract,FLA,2020-10-09,3,7500000,,"UFACap Percent : -%Signing Team: Florida PanthersSigning Date: Oct. 9, 2020"
Standard Contract (Extension),PHI,2016-06-23,4,13400000,,"UFACap Percent : -%Signing Team: Philadelphia FlyersSigning Date: Jun. 23, 2016"
Standard Contract (Extension),TBL,2013-05-07,3,2975000,,"RFA (Arb)Cap Percent : -%Signing Team: Tampa Bay LightningSigning Date: May 7, 2013"
Entry-Level Contract,TBL,2010-08-09,3,2250000,,"RFACap Percent : -%Signing Team: Tampa Bay LightningSigning Date: Aug. 9, 2010"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2023-24,NTC,"$4,000,000",4.8%,"$4,000,000",$0,$0,"$4,000,000","$4,000,000",-
2024-25,M-NTC,"$4,000,000",4.5%,"$4,000,000",$0,$0,"$4,000,000","$4,000,000",-
2025-26,M-NTC,"$4,000,000",4.2%,"$4,000,000",$0,$0,"$4,000,000","$4,000,000",-
2020-21,-,"$2,500,000",3.1%,"$2,500,000",$0,$0,"$2,500,000","$2,500,000",-
2021-22,-,"$2,500,000",3.1%,"$2,500,000",$0,$0,"$2,500,000","$2,500,000",-
2022-23,-,"$2,500,000",3.0%,"$2,500,000",$0,$0,"$2,500,000","$2,500,000",-
2016-17,-,"$2,345,000",3.2%,"$3,350,000",$0,"$1,500,000","$2,500,000","$4,000,000",-
2017-18,-,"$2,345,000",3.1%,"$3,350,000",$0,$0,"$3,500,000","$3,500,000",-
2018-19,-,"$2,345,000",2.9%,"$3,350,000",$0,$0,"$3,400,000","$3,400,000",-
2019-20,-,"$2,345,000",2.9%,"$3,350,000",$0,$0,"$2,500,000","$2,500,000",-
2013-14,-,"$991,667",1.5%,"$991,667",$0,$0,"$575,000","$575,000",-
2014-15,-,"$991,667",1.4%,"$991,667",$0,$0,"$1,000,000","$1,000,000",-
2015-16,-,"$991,667",1.4%,"$991,667",$0,$0,"$1,400,000","$1,400,000",-
2010-11,-,"$600,000",1.0%,"$750,000","$175,000","$75,000","$500,000","$575,000","$67,500"
2011-12,-,"$600,000",0.9%,"$750,000","$150,000","$75,000","$525,000","$600,000","$67,500"
2012-13,-,"$600,000",1.0%,"$750,000","$125,000","$75,000","$550,000","$625,000","$67,500"

