PLAYER CONTRACT SUMMARY
Player Name,Tyler#57 Myers
NHL Player ID,8474574
Official Name,Tyler Myers
Current Team,VAN
Position,D
Number,#57
Export Date,2025-10-16 16:51:14

DATA SUMMARY
Total Contracts,4
Total Contract Details,18

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract (Extension),VAN,2024-06-27,3,9000000,,"UFACap Percent : 3.1%Signing Team: Vancouver CanucksSigning Date: Jun. 27, 2024"
Standard Contract,VAN,2019-07-01,5,30000000,,"UFACap Percent : -%Signing Team: Vancouver CanucksSigning Date: Jul. 1, 2019"
Standard Contract (Extension),BUF,2011-09-15,7,38500000,,"UFACap Percent : -%Signing Team: Buffalo SabresSigning Date: Sep. 15, 2011"
Entry-Level Contract,BUF,2009-05-11,3,3900000,,"RFACap Percent : -%Signing Team: Buffalo SabresSigning Date: May 11, 2009"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2024-25,NMC,"$3,000,000",3.4%,"$3,000,000",$0,$0,"$3,800,000","$3,800,000",-
2025-26,NMC,"$3,000,000",3.1%,"$3,000,000",$0,$0,"$2,900,000","$2,900,000",-
2026-27,M-NTC,"$3,000,000",2.9%,"$3,000,000",$0,$0,"$2,300,000","$2,300,000",-
2019-20,NMC,"$6,000,000",7.4%,"$6,000,000",$0,"$6,000,000","$1,000,000","$7,000,000",-
2020-21,NTC,"$6,000,000",7.4%,"$6,000,000",$0,$0,"$5,000,000","$5,000,000",-
2021-22,NTC,"$6,000,000",7.4%,"$6,000,000",$0,"$5,000,000","$2,000,000","$7,000,000",-
2022-23,M-NTC,"$6,000,000",7.3%,"$6,000,000",$0,$0,"$5,000,000","$5,000,000",-
2023-24,M-NTC,"$6,000,000",7.2%,"$6,000,000",$0,"$5,000,000","$1,000,000","$6,000,000",-
2012-13,-,"$5,500,000",9.2%,"$5,500,000",$0,"$10,000,000","$2,000,000","$12,000,000",-
2013-14,-,"$5,500,000",8.6%,"$5,500,000",$0,$0,"$6,000,000","$6,000,000",-
2014-15,-,"$5,500,000",8.0%,"$5,500,000",$0,$0,"$5,000,000","$5,000,000",-
2015-16,-,"$5,500,000",7.7%,"$5,500,000",$0,$0,"$5,000,000","$5,000,000",-
2016-17,-,"$5,500,000",7.5%,"$5,500,000",$0,$0,"$4,000,000","$4,000,000",-
2017-18,-,"$5,500,000",7.3%,"$5,500,000",$0,$0,"$3,500,000","$3,500,000",-
2018-19,-,"$5,500,000",6.9%,"$5,500,000",$0,$0,"$3,000,000","$3,000,000",-
2009-10,-,"$875,000",1.5%,"$1,300,000","$425,000","$87,500","$787,500","$875,000","$65,000"
2010-11,-,"$875,000",1.5%,"$1,300,000","$425,000","$87,500","$787,500","$875,000","$65,000"
2011-12,-,"$875,000",1.4%,"$1,300,000","$425,000","$87,500","$787,500","$875,000","$65,000"

