PLAYER CONTRACT SUMMARY
Player Name,Ryan#27 McDonagh
NHL Player ID,8474151
Official Name,Ryan McDonagh
Current Team,TBL
Position,D
Number,#27
Export Date,2025-10-16 16:47:48

DATA SUMMARY
Total Contracts,3
Total Contract Details,16

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract (Extension),TBL,2018-07-01,7,47250000,,"UFACap Percent : 7.1%Signing Team: Tampa Bay LightningSigning Date: Jul. 1, 2018"
Standard Contract,NYR,2013-07-08,6,28200000,,"UFACap Percent : -%Signing Team: New York RangersSigning Date: Jul. 8, 2013"
Entry-Level Contract,NYR,2010-07-07,3,3900000,,"RFA (Arb)Cap Percent : -%Signing Team: New York RangersSigning Date: Jul. 7, 2010"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2019-20,NTC,"$6,750,000",8.3%,"$6,750,000",$0,$0,"$8,400,000","$8,400,000",-
2020-21,NTC,"$6,750,000",8.3%,"$6,750,000",$0,$0,"$5,460,000","$5,460,000",-
2021-22,NTC,"$6,750,000",8.3%,"$6,750,000",$0,$0,"$8,400,000","$8,400,000",-
2022-23,NTC,"$6,750,000",8.2%,"$6,750,000",$0,$0,"$5,460,000","$5,460,000",-
2023-24,NTC,"$6,750,000",8.1%,"$6,750,000",$0,$0,"$8,400,000","$8,400,000",-
2024-25,NTC,"$6,750,000",7.7%,"$6,750,000",$0,$0,"$6,930,000","$6,930,000",-
2025-26,M-NTC,"$6,750,000",7.1%,"$6,750,000",$0,$0,"$4,200,000","$4,200,000",-
2013-14,-,"$4,700,000",7.3%,"$4,700,000",$0,$0,"$4,000,000","$4,000,000",-
2014-15,-,"$4,700,000",6.8%,"$4,700,000",$0,$0,"$4,300,000","$4,300,000",-
2015-16,-,"$4,700,000",6.6%,"$4,700,000",$0,$0,"$4,500,000","$4,500,000",-
2016-17,M-NTC,"$4,700,000",6.4%,"$4,700,000",$0,$0,"$5,000,000","$5,000,000",-
2017-18,M-NTC,"$4,700,000",6.3%,"$4,700,000",$0,$0,"$5,100,000","$5,100,000",-
2018-19,M-NTC,"$4,700,000",5.9%,"$4,700,000",$0,$0,"$5,300,000","$5,300,000",-
2010-11,-,"$875,000",1.5%,"$1,300,000","$425,000","$87,500","$787,500","$875,000","$65,000"
2011-12,-,"$875,000",1.4%,"$1,300,000","$425,000","$87,500","$787,500","$875,000","$65,000"
2012-13,-,"$875,000",1.5%,"$1,300,000","$425,000","$87,500","$787,500","$875,000","$65,000"

