PLAYER CONTRACT SUMMARY
Player Name,Cedric#13 Paquette
NHL Player ID,8476975
Official Name,Cedric Paquette
Current Team,TBL
Position,C
Number,#13
Export Date,2025-10-17 14:45:39

DATA SUMMARY
Total Contracts,5
Total Contract Details,9

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract,MTL,2021-07-28,1,950000,,"UFACap Percent : -%Signing Team: Montreal CanadiensSigning Date: Jul. 28, 2021"
Standard Contract,TBL,2019-07-05,2,3300000,,"UFACap Percent : -%Signing Team: Tampa Bay LightningSigning Date: Jul. 5, 2019"
Standard Contract,TBL,2018-07-05,1,1000000,,"RFA (Arb)Cap Percent : -%Signing Team: Tampa Bay LightningSigning Date: Jul. 5, 2018"
Standard Contract (Extension),TBL,2016-06-24,2,1625000,,"RFA (Arb)Cap Percent : -%Signing Team: Tampa Bay LightningSigning Date: Jun. 24, 2016"
Entry-Level Contract,TBL,2013-05-21,3,2775000,,"RFACap Percent : -%Signing Team: Tampa Bay LightningSigning Date: May 21, 2013"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2021-22,-,"$950,000",1.2%,"$950,000",$0,$0,"$950,000","$950,000",-
2019-20,-,"$1,650,000",2.0%,"$1,650,000",$0,$0,"$1,650,000","$1,650,000",-
2020-21,-,"$1,650,000",2.0%,"$1,650,000",$0,$0,"$1,650,000","$1,650,000",-
2018-19,-,"$1,000,000",1.3%,"$1,000,000",$0,$0,"$1,000,000","$1,000,000",-
2016-17,-,"$812,500",1.1%,"$812,500",$0,$0,"$800,000","$800,000",-
2017-18,-,"$812,500",1.1%,"$812,500",$0,$0,"$825,000","$825,000",-
2013-14,-,"$633,333",1.0%,"$925,000","$300,000","$75,000","$550,000","$625,000","$70,000"
2014-15,-,"$633,333",0.9%,"$925,000","$300,000","$75,000","$550,000","$625,000","$70,000"
2015-16,-,"$633,333",0.9%,"$925,000","$275,000","$75,000","$575,000","$650,000","$70,000"

