PLAYER CONTRACT SUMMARY
Player Name,Joe#16 Pavelski
NHL Player ID,8470794
Official Name,Joe Pavelski
Current Team,SJS
Position,C
Number,#8
Export Date,2025-10-17 12:50:18

DATA SUMMARY
Total Contracts,7
Total Contract Details,18

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
35+ Contract (Extension),DAL,2023-01-01,1,5500000,,"UFACap Percent : -%Signing Team: Dallas StarsSigning Date: Jan. 1, 2023"
35+ Contract (Extension),DAL,2022-03-11,1,6000000,,"UFACap Percent : -%Signing Team: Dallas StarsSigning Date: Mar. 11, 2022"
Standard Contract,DAL,2019-07-01,3,21000000,,"UFACap Percent : -%Signing Team: Dallas StarsSigning Date: Jul. 1, 2019"
Standard Contract (Extension),SJS,2013-07-30,5,30000000,,"UFACap Percent : -%Signing Team: San Jose SharksSigning Date: Jul. 30, 2013"
Standard Contract (Extension),SJS,2010-06-24,4,16000000,,"UFACap Percent : -%Signing Team: San Jose SharksSigning Date: Jun. 24, 2010"
Standard Contract (Extension),SJS,2008-06-25,2,3275000,,"RFA (Arb)Cap Percent : -%Signing Team: San Jose SharksSigning Date: Jun. 25, 2008"
Entry-Level Contract,SJS,2006-07-14,2,1700000,,"RFA (Arb)Cap Percent : -%Signing Team: San Jose SharksSigning Date: Jul. 14, 2006"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2023-24,NMC,"$3,500,000",4.2%,"$5,500,000","$2,000,000",$0,"$3,500,000","$3,500,000",-
2022-23,NMC,"$5,500,000",6.7%,"$6,000,000","$500,000",$0,"$5,500,000","$5,500,000",-
2019-20,NMC,"$7,000,000",8.6%,"$7,000,000",$0,"$2,000,000","$6,000,000","$8,000,000",-
2020-21,NMC,"$7,000,000",8.6%,"$7,000,000",$0,"$4,000,000","$1,000,000","$5,000,000",-
2021-22,M-NTC,"$7,000,000",8.6%,"$7,000,000",$0,$0,"$8,000,000","$8,000,000",-
2014-15,M-NTC,"$6,000,000",8.7%,"$6,000,000",$0,"$1,000,000","$5,000,000","$6,000,000",-
2015-16,M-NTC,"$6,000,000",8.4%,"$6,000,000",$0,$0,"$6,000,000","$6,000,000",-
2016-17,M-NTC,"$6,000,000",8.2%,"$6,000,000",$0,$0,"$6,000,000","$6,000,000",-
2017-18,M-NTC,"$6,000,000",8.0%,"$6,000,000",$0,$0,"$6,000,000","$6,000,000",-
2018-19,M-NTC,"$6,000,000",7.5%,"$6,000,000",$0,$0,"$6,000,000","$6,000,000",-
2010-11,-,"$4,000,000",6.7%,"$4,000,000",$0,$0,"$4,000,000","$4,000,000",-
2011-12,-,"$4,000,000",6.2%,"$4,000,000",$0,$0,"$4,000,000","$4,000,000",-
2012-13,-,"$4,000,000",6.7%,"$4,000,000",$0,$0,"$4,000,000","$4,000,000",-
2013-14,-,"$4,000,000",6.2%,"$4,000,000",$0,$0,"$4,000,000","$4,000,000",-
2008-09,-,"$1,637,500",2.9%,"$1,637,500",$0,$0,"$1,550,000","$1,550,000",-
2009-10,-,"$1,637,500",2.9%,"$1,637,500",$0,$0,"$1,725,000","$1,725,000",-
2006-07,-,"$780,000",1.8%,"$850,000","$100,000","$250,000","$500,000","$750,000","$62,500"
2007-08,-,"$780,000",1.6%,"$850,000","$40,000","$250,000","$560,000","$810,000","$62,500"

