PLAYER CONTRACT SUMMARY
Player Name,John#3 Klingberg
NHL Player ID,8475906
Official Name,John Klingberg
Current Team,SJS
Position,D
Number,#3
Export Date,2025-10-16 16:45:35

DATA SUMMARY
Total Contracts,6
Total Contract Details,15

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract,SJS,2025-07-01,1,4000000,,"UFACap Percent : 4.2%Signing Team: San Jose SharksSigning Date: Jul. 01, 2025"
Standard Contract,EDM,2025-01-18,1,1350000,,"UFACap Percent : -%Signing Team: Edmonton OilersSigning Date: Jan. 18, 2025"
Standard Contract,TOR,2023-07-01,1,4150000,,"UFACap Percent : -%Signing Team: Toronto Maple LeafsSigning Date: Jul. 1, 2023"
Standard Contract,ANA,2022-07-29,1,7000000,,"UFACap Percent : -%Signing Team: Anaheim DucksSigning Date: Jul. 29, 2022"
Standard Contract (Extension),DAL,2015-04-17,7,29750000,,"UFACap Percent : -%Signing Team: Dallas StarsSigning Date: Apr. 17, 2015"
Entry-Level Contract,DAL,2011-05-16,3,2700000,,"RFACap Percent : -%Signing Team: Dallas StarsSigning Date: May 16, 2011"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2025-26,NTC,"$4,000,000",4.2%,"$4,000,000",$0,$0,"$4,000,000","$4,000,000",-
2024-25,-,"$1,755,056",2.0%,"$1,350,000",$0,"$350,000","$1,000,000","$1,350,000",-
2023-24,M-NTC,"$4,150,000",5.0%,"$4,150,000",$0,"$2,000,000","$2,150,000","$4,150,000",-
2022-23,M-NTC,"$7,000,000",8.5%,"$7,000,000",$0,$0,"$7,000,000","$7,000,000",-
2015-16,-,"$4,250,000",6.0%,"$4,250,000",$0,"$350,000","$1,900,000","$2,250,000",-
2016-17,-,"$4,250,000",5.8%,"$4,250,000",$0,$0,"$2,750,000","$2,750,000",-
2017-18,-,"$4,250,000",5.7%,"$4,250,000",$0,$0,"$3,500,000","$3,500,000",-
2018-19,-,"$4,250,000",5.3%,"$4,250,000",$0,$0,"$4,500,000","$4,500,000",-
2019-20,-,"$4,250,000",5.2%,"$4,250,000",$0,$0,"$5,000,000","$5,000,000",-
2020-21,-,"$4,250,000",5.2%,"$4,250,000",$0,$0,"$5,750,000","$5,750,000",-
2021-22,-,"$4,250,000",5.2%,"$4,250,000",$0,$0,"$6,000,000","$6,000,000",-
2011-12,-,"$743,333",1.2%,"$900,000",$0,"$90,000",-,-,-
2012-13,-,"$713,333",1.2%,"$870,000","$235,000","$90,000","$575,000","$665,000","$67,500"
2013-14,-,"$713,333",1.1%,"$870,000","$135,000","$90,000","$675,000","$765,000","$67,500"
2014-15,-,"$713,333",1.0%,"$870,000","$100,000",$0,"$710,000","$710,000","$67,500"

