PLAYER CONTRACT SUMMARY
Player Name,Fedor#51 Tyutin
NHL Player ID,8469492
Official Name,Fedor Tyutin
Current Team,CBJ
Position,D
Number,#51
Export Date,2025-10-17 15:40:01

DATA SUMMARY
Total Contracts,4
Total Contract Details,13

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract,COL,2016-07-01,1,2000000,,"UFACap Percent : -%Signing Team: Colorado AvalancheSigning Date: Jul. 1, 2016"
Standard Contract (Extension),CBJ,2011-08-31,6,27000000,,"UFACap Percent : -%Signing Team: Columbus Blue JacketsSigning Date: Aug. 31, 2011"
Standard Contract (Extension),NYR,2008-02-17,4,11375000,,"UFACap Percent : -%Signing Team: New York RangersSigning Date: Feb. 17, 2008"
Standard Contract,NYR,2006-08-02,2,1975000,,"RFA (Arb)Cap Percent : -%Signing Team: New York RangersSigning Date: Aug. 2, 2006"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2016-17,-,"$2,000,000",2.7%,"$2,000,000",$0,$0,"$2,000,000","$2,000,000",-
2012-13,"M-NTC, NMC","$4,500,000",7.5%,"$4,500,000",$0,$0,"$4,000,000","$4,000,000",-
2013-14,"M-NTC, NMC","$4,500,000",7.0%,"$4,500,000",$0,$0,"$4,500,000","$4,500,000",-
2014-15,"M-NTC, NMC","$4,500,000",6.5%,"$4,500,000",$0,$0,"$4,750,000","$4,750,000",-
2015-16,"M-NTC, NMC","$4,500,000",6.3%,"$4,500,000",$0,$0,"$5,000,000","$5,000,000",-
2016-17,"M-NTC, NMC","$4,500,000",6.2%,"$4,500,000",$0,$0,"$4,750,000","$4,750,000",-
2017-18,"M-NTC, NMC","$4,500,000",6.0%,"$4,500,000",$0,$0,"$4,000,000","$4,000,000",-
2008-09,-,"$2,843,750",5.0%,"$2,843,750",$0,$0,"$2,250,000","$2,250,000",-
2009-10,-,"$2,843,750",5.0%,"$2,843,750",$0,$0,"$2,700,000","$2,700,000",-
2010-11,-,"$2,843,750",4.8%,"$2,843,750",$0,$0,"$3,000,000","$3,000,000",-
2011-12,-,"$2,843,750",4.4%,"$2,843,750",$0,$0,"$3,425,000","$3,425,000",-
2006-07,-,"$987,500",2.2%,"$987,500",$0,$0,"$950,000","$950,000",-
2007-08,-,"$987,500",2.0%,"$987,500",$0,$0,"$1,025,000","$1,025,000",-

