PLAYER CONTRACT SUMMARY
Player Name,Brian#2 Dumoulin
NHL Player ID,8475208
Official Name,Brian Dumoulin
Current Team,LAK
Position,D
Number,#2
Export Date,2025-10-16 16:34:17

DATA SUMMARY
Total Contracts,5
Total Contract Details,16

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract,LAK,2025-07-01,3,12000000,,"UFACap Percent : 4.2%Signing Team: Los Angeles KingsSigning Date: Jul. 01, 2025"
Standard Contract,SEA,2023-07-01,2,6300000,,"UFACap Percent : -%Signing Team: Seattle KrakenSigning Date: Jul. 1, 2023"
Standard Contract,PIT,2017-07-24,6,24600000,,"UFACap Percent : -%Signing Team: Pittsburgh PenguinsSigning Date: Jul. 24, 2017"
Standard Contract,PIT,2015-07-09,2,1600000,,"RFA (Arb)Cap Percent : -%Signing Team: Pittsburgh PenguinsSigning Date: Jul. 9, 2015"
Entry-Level Contract,CAR,2012-04-10,3,2700000,,"RFA (Arb)Cap Percent : -%Signing Team: Carolina HurricanesSigning Date: Apr. 10, 2012"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2025-26,M-NTC,"$4,000,000",4.2%,"$4,000,000",$0,"$3,225,000","$775,000","$4,000,000",-
2026-27,M-NTC,"$4,000,000",3.8%,"$4,000,000",$0,"$2,500,000","$1,500,000","$4,000,000",-
2027-28,M-NTC,"$4,000,000",3.5%,"$4,000,000",$0,$0,"$4,000,000","$4,000,000",-
2023-24,M-NTC,"$3,150,000",3.8%,"$3,150,000",$0,$0,"$3,300,000","$3,300,000",-
2024-25,M-NTC,"$3,150,000",3.6%,"$3,150,000",$0,$0,"$3,000,000","$3,000,000",-
2017-18,-,"$4,100,000",5.5%,"$4,100,000",$0,$0,"$4,100,000","$4,100,000",-
2018-19,-,"$4,100,000",5.2%,"$4,100,000",$0,$0,"$4,100,000","$4,100,000",-
2019-20,M-NTC,"$4,100,000",5.0%,"$4,100,000",$0,$0,"$4,100,000","$4,100,000",-
2020-21,M-NTC,"$4,100,000",5.0%,"$4,100,000",$0,$0,"$4,100,000","$4,100,000",-
2021-22,M-NTC,"$4,100,000",5.0%,"$4,100,000",$0,$0,"$4,100,000","$4,100,000",-
2022-23,M-NTC,"$4,100,000",5.0%,"$4,100,000",$0,$0,"$4,100,000","$4,100,000",-
2015-16,-,"$800,000",1.1%,"$800,000",$0,$0,"$800,000","$800,000",-
2016-17,-,"$800,000",1.1%,"$800,000",$0,$0,"$800,000","$800,000",-
2012-13,-,"$831,667",1.4%,"$900,000","$110,000","$90,000","$700,000","$790,000","$67,500"
2013-14,-,"$831,667",1.3%,"$900,000","$85,000","$90,000","$725,000","$815,000","$67,500"
2014-15,-,"$831,667",1.2%,"$900,000","$10,000","$90,000","$800,000","$890,000","$67,500"

