PLAYER CONTRACT SUMMARY
Player Name,Kyle#21 Palmieri
NHL Player ID,8475151
Official Name,Kyle Palmieri
Current Team,NYI
Position,C
Number,#21
Export Date,2025-10-16 16:39:01

DATA SUMMARY
Total Contracts,5
Total Contract Details,17

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract (Extension),NYI,2025-05-30,2,9500000,,"UFACap Percent : 5.0%Signing Team: New York IslandersSigning Date: May. 30, 2025"
Standard Contract,NYI,2021-09-01,4,20000000,,"UFACap Percent : -%Signing Team: New York IslandersSigning Date: Sep. 1, 2021"
Standard Contract,NJD,2016-07-07,5,23250000,,"UFACap Percent : -%Signing Team: New Jersey DevilsSigning Date: Jul. 7, 2016"
Standard Contract,ANA,2013-07-26,3,4400000,,"RFA (Arb)Cap Percent : -%Signing Team: Anaheim DucksSigning Date: Jul. 26, 2013"
Entry-Level Contract,ANA,2010-08-03,3,3075000,,"RFACap Percent : -%Signing Team: Anaheim DucksSigning Date: Aug. 3, 2010"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2025-26,NTC,"$4,750,000",5.0%,"$4,750,000",$0,$0,"$4,750,000","$4,750,000",-
2026-27,M-NTC,"$4,750,000",4.6%,"$4,750,000",$0,$0,"$4,750,000","$4,750,000",-
2021-22,NTC,"$5,000,000",6.1%,"$5,000,000",$0,$0,"$5,000,000","$5,000,000",-
2022-23,NTC,"$5,000,000",6.1%,"$5,000,000",$0,$0,"$5,000,000","$5,000,000",-
2023-24,M-NTC,"$5,000,000",6.0%,"$5,000,000",$0,$0,"$5,000,000","$5,000,000",-
2024-25,M-NTC,"$5,000,000",5.7%,"$5,000,000",$0,$0,"$5,000,000","$5,000,000",-
2016-17,-,"$2,325,000",3.2%,"$4,650,000",$0,$0,"$4,500,000","$4,500,000",-
2017-18,-,"$2,325,000",3.1%,"$4,650,000",$0,$0,"$4,500,000","$4,500,000",-
2018-19,M-NTC,"$2,325,000",2.9%,"$4,650,000",$0,$0,"$5,000,000","$5,000,000",-
2019-20,M-NTC,"$2,325,000",2.9%,"$4,650,000",$0,$0,"$5,000,000","$5,000,000",-
2020-21,M-NTC,"$2,325,000",2.9%,"$4,650,000",$0,$0,"$4,250,000","$4,250,000",-
2013-14,-,"$1,466,667",2.3%,"$1,466,667",$0,$0,"$1,350,000","$1,350,000",-
2014-15,-,"$1,466,667",2.1%,"$1,466,667",$0,$0,"$1,450,000","$1,450,000",-
2015-16,-,"$1,466,667",2.1%,"$1,466,667",$0,$0,"$1,600,000","$1,600,000",-
2010-11,-,"$900,000",1.5%,"$1,075,000","$175,000","$90,000","$810,000","$900,000","$67,500"
2011-12,-,"$900,000",1.4%,"$1,075,000","$175,000","$90,000","$810,000","$900,000","$67,500"
2012-13,-,"$900,000",1.5%,"$1,075,000","$175,000","$90,000","$810,000","$900,000","$67,500"

