PLAYER CONTRACT SUMMARY
Player Name,Jake#74 DeBrusk
NHL Player ID,8478498
Official Name,Jake DeBrusk
Current Team,VAN
Position,L
Number,#74
Export Date,2025-10-16 16:50:24

DATA SUMMARY
Total Contracts,4
Total Contract Details,16

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract,VAN,2024-07-01,7,38500000,,"UFACap Percent : 5.8%Signing Team: Vancouver CanucksSigning Date: Jul. 1, 2024"
Standard Contract (Extension),BOS,2022-03-21,2,8000000,,"UFACap Percent : -%Signing Team: Boston BruinsSigning Date: Mar. 21, 2022"
Standard Contract,BOS,2020-11-23,2,7350000,,"RFA (Arb)Cap Percent : -%Signing Team: Boston BruinsSigning Date: Nov. 23, 2020"
Entry-Level Contract,BOS,2015-11-12,3,4050000,,"RFACap Percent : -%Signing Team: Boston BruinsSigning Date: Nov. 12, 2015"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2024-25,NMC,"$5,500,000",6.3%,"$5,500,000",$0,"$4,000,000","$2,500,000","$6,500,000",-
2025-26,NMC,"$5,500,000",5.8%,"$5,500,000",$0,"$3,000,000","$3,000,000","$6,000,000",-
2026-27,NMC,"$5,500,000",5.3%,"$5,500,000",$0,$0,"$4,500,000","$4,500,000",-
2027-28,M-NTC,"$5,500,000",4.8%,"$5,500,000",$0,"$3,000,000","$3,000,000","$6,000,000",-
2028-29,M-NTC,"$5,500,000",4.5%,"$5,500,000",$0,"$2,000,000","$4,000,000","$6,000,000",-
2029-30,M-NTC,"$5,500,000",4.2%,"$5,500,000",$0,"$1,500,000","$3,250,000","$4,750,000",-
2030-31,M-NTC,"$5,500,000",4.0%,"$5,500,000",$0,"$1,500,000","$3,250,000","$4,750,000",-
2022-23,-,"$4,000,000",4.8%,"$4,000,000",$0,$0,"$4,000,000","$4,000,000",-
2023-24,-,"$4,000,000",4.8%,"$4,000,000",$0,$0,"$4,000,000","$4,000,000",-
2020-21,-,"$3,675,000",4.5%,"$3,675,000",$0,$0,"$2,500,000","$2,500,000",-
2021-22,-,"$3,675,000",4.5%,"$3,675,000",$0,$0,"$4,850,000","$4,850,000",-
2015-16,-,"$925,000",1.3%,"$1,350,000",$0,"$92,500",-,-,-
2016-17,-,"$894,167",1.2%,"$1,319,167",$0,"$92,500",-,-,-
2017-18,-,"$863,333",1.2%,"$1,288,333","$400,000","$92,500","$832,500","$925,000","$70,000"
2018-19,-,"$863,333",1.1%,"$1,288,333","$425,000",$0,"$832,500","$832,500","$70,000"
2019-20,-,"$863,333",1.1%,"$1,288,333","$450,000",$0,"$832,500","$832,500","$70,000"

