PLAYER CONTRACT SUMMARY
Player Name,Marcus#17 Foligno
NHL Player ID,8475220
Official Name,Marcus Foligno
Current Team,MIN
Position,L
Number,#17
Export Date,2025-10-16 16:34:35

DATA SUMMARY
Total Contracts,6
Total Contract Details,17

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract (Extension),MIN,2023-09-29,4,16000000,,"UFACap Percent : 4.2%Signing Team: Minnesota WildSigning Date: Sep. 29, 2023"
Standard Contract (Extension),MIN,2021-01-12,3,9300000,,"UFACap Percent : -%Signing Team: Minnesota WildSigning Date: Jan. 12, 2021"
Standard Contract,MIN,2017-09-14,4,11500000,,"UFACap Percent : -%Signing Team: Minnesota WildSigning Date: Sep. 14, 2017"
Standard Contract,BUF,2016-07-14,1,2250000,,"RFA (Arb)Cap Percent : -%Signing Team: Buffalo SabresSigning Date: Jul. 14, 2016"
Standard Contract,BUF,2014-07-01,2,3750000,,"RFA (Arb)Cap Percent : -%Signing Team: Buffalo SabresSigning Date: Jul. 1, 2014"
Entry-Level Contract,BUF,2011-05-26,3,2700000,,"RFACap Percent : -%Signing Team: Buffalo SabresSigning Date: May 26, 2011"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2024-25,NMC,"$4,000,000",4.5%,"$4,000,000",$0,$0,"$5,000,000","$5,000,000",-
2025-26,NMC,"$4,000,000",4.2%,"$4,000,000",$0,$0,"$4,500,000","$4,500,000",-
2026-27,M-NTC,"$4,000,000",3.8%,"$4,000,000",$0,$0,"$3,500,000","$3,500,000",-
2027-28,M-NTC,"$4,000,000",3.5%,"$4,000,000",$0,$0,"$3,000,000","$3,000,000",-
2021-22,-,"$3,100,000",3.8%,"$3,100,000",$0,$0,"$2,100,000","$2,100,000",-
2022-23,-,"$3,100,000",3.8%,"$3,100,000",$0,$0,"$3,100,000","$3,100,000",-
2023-24,NMC,"$3,100,000",3.7%,"$3,100,000",$0,$0,"$4,100,000","$4,100,000",-
2017-18,-,"$2,875,000",3.8%,"$2,875,000",$0,$0,"$2,000,000","$2,000,000",-
2018-19,-,"$2,875,000",3.6%,"$2,875,000",$0,$0,"$3,000,000","$3,000,000",-
2019-20,-,"$2,875,000",3.5%,"$2,875,000",$0,$0,"$3,500,000","$3,500,000",-
2020-21,-,"$2,875,000",3.5%,"$2,875,000",$0,$0,"$3,000,000","$3,000,000",-
2016-17,-,"$2,250,000",3.1%,"$2,250,000",$0,$0,"$2,250,000","$2,250,000",-
2014-15,-,"$1,875,000",2.7%,"$1,875,000",$0,$0,"$1,500,000","$1,500,000",-
2015-16,-,"$1,875,000",2.6%,"$1,875,000",$0,$0,"$2,250,000","$2,250,000",-
2011-12,-,"$826,667",1.3%,"$900,000","$110,000","$90,000","$700,000","$790,000","$67,500"
2012-13,-,"$826,667",1.4%,"$900,000","$110,000","$90,000","$700,000","$790,000","$67,500"
2013-14,-,"$826,667",1.3%,"$900,000",$0,"$90,000","$810,000","$900,000","$67,500"

