Player,Position,Team,ES IND XGFP20,ES ACT2XPF,SOO,SOOdiff,SOT%,ES OZ F/O Wins,ES OZ F/O Win %,ES DZ F/O Wins,ES DZ F/O Win %,ES ISF (P20 WOI),ES ISA (P20 WOI),ES ISF% (WOI),ES OZSTART %,ES XGFP20 (WOI),ES XGAP20 (WOI),XGF %,ES CORSIFOR%
"Alex Killorn","F","Anaheim",0.3907540786633749,-0.3907540786633749,29.807416860778286,-7.013026126964779,0.20087369110302877,2,1,0,0,3.0525289354305296,3.0525289354305296,0.5,0.5294117647058824,0.5252676461083534,0.9562038802415627,0.3545580436517197,0.5357142857142857
"Beckett Sennecke","F","Anaheim",1.062832931400148,0.15991008877511287,28.37027688286331,4.603724938523072,0.2595742302554091,0,0,0,0,3.668229060525783,4.890972080701044,0.42857142857142855,0.45454545454545453,1.5367240101609196,1.495275540542696,0.506835170804792,0.5
"Chris Kreider","F","Anaheim",0.16658084381176272,-0.16658084381176272,23.136101370280564,10.051959980444256,0.19161409911063226,0,0,0,0,3.815580286168516,3.815580286168516,0.5,0.6666666666666666,0.5021474497401651,1.0785527171978686,0.3176740663682426,0.717948717948718
"Cutter Gauthier","F","Anaheim",0.3723520764359548,-0.3723520764359548,29.568293933986936,2.8254004884052897,0.3163771286378906,1,1,0,0,3.4162080091099014,3.4162080091099014,0.5,0.4166666666666667,1.4451770928527026,1.1626550106554108,0.5541679968233455,0.55
"Frank Vatrano","F","Anaheim",0.08153760302171183,-0.08153760302171183,27.07799248317106,-5.564070315324495,0.24015716147512509,0,0,0,0,3.4444816533512,1.7222408266756,0.6666666666666666,0.47058823529411764,0.5735228493911652,0.5696361276484149,0.5016999917862761,0.56
"Leo Carlsson","F","Anaheim",0.24000489182390963,-0.24000489182390963,21.799596067496893,12.829579183171852,0.35738108323657514,4,0.4,0,0,3.7127436488019585,4.950324865069279,0.42857142857142855,0.5789473684210527,0.5457343947862227,1.1844578855711188,0.315418350308158,0.6744186046511628
"Mason McTavish","F","Anaheim",0.007251093457904466,-0.007251093457904466,28.219353203399386,0.9954761330134432,0.14266291274003737,3,0.5,1,0.3333333333333333,3.1259044862518106,3.1259044862518106,0.5,0.5,1.2357625431568515,1.0862409117511667,0.532196685816647,0.5476190476190477
"Mikael Granlund","F","Anaheim",0,0,27.589942582677793,-5.147044085675419,0.17166242099578244,2,0.3333333333333333,3,0.5,2.568401526772023,1.2842007633860115,0.6666666666666666,0.45454545454545453,0.5361917589634684,0.5777875190131729,0.481330101523407,0.6060606060606061
"Ross Johnston","F","Anaheim",0,0,19.051670255250915,6.3331867646978095,0.09314734441270493,0,0,0,0,0,0,0,0.2727272727272727,0.5036001751575566,0.5009457775451281,0.501321192726568,0.7222222222222222
"Ryan Poehling","F","Anaheim",0.320864526223155,-0.320864526223155,23.096756103454243,4.171925460993302,0.43436067688766256,1,0.3333333333333333,2,0.6666666666666666,0,0,0,0.3333333333333333,0.5045280428225185,0.5018687545650188,0.501321192726568,0.7368421052631579
"Sam Colangelo","F","Anaheim",0,0,17.031580841672493,8.641714814415199,0.1517160123402327,0,0,0,0,0,0,0,0.38461538461538464,0.4407773432713576,0.4782390644461978,0.4796185786998738,0.7727272727272727
"Troy Terry","F","Anaheim",0,0,24.907356033683175,10.270678288459214,0.279455455641003,0,0,0,0,4.213154404306775,1.4043848014355917,0.75,0.7222222222222222,0.5269561875127602,0.5251848148097013,0.5008417943503527,0.8125
"Casey Mittelstadt","F","Boston",0.17731202855771291,0.6087141723156498,21.213483650229268,9.060765361724483,0.35752799959511006,3,0.6,5,0.8333333333333334,1.5720524017467254,1.5720524017467254,0.5,0.2608695652173913,0.6776144741892036,0.7690090677949022,0.46841106516200237,0.4146341463414634
"David Pastrnak","F","Boston",0.21412479709649088,0.46478743463888406,19.195447097234066,6.218446064388775,0.3662731578579336,0,0,0,0,0.678912231735375,2.036736695206125,0.25,0.4166666666666667,0.769648147596647,0.6203151499828721,0.5537183240283479,0.47058823529411764
"Elias Lindholm","F","Boston",0.3238682128599329,-0.3238682128599329,19.128058138962057,6.4552882754432055,0.3252828948282322,9,0.9,7,0.7777777777777778,0.7135212272565112,2.1405636817695335,0.25,0.4166666666666667,0.7606302951191779,0.7227112479638172,0.5127816305463101,0.45454545454545453
"Fraser Minten","F","Boston",0.12985457900105826,-0.12985457900105826,26.811306387746065,-1.920325998464241,0.43647024353573116,2,0.5,4,0.4444444444444444,2.5667229127551896,2.5667229127551896,0.5,0.21739130434782608,0.9213121375539375,1.1196822472692078,0.45140356308906276,0.45098039215686275
"Marat Khusnutdinov","F","Boston",0.14497087473612702,-0.14497087473612702,22.488284452190772,-1.7218198790778254,0.4308002141353581,0,0,0,0,1.0634212625173556,1.0634212625173556,0.5,0.18181818181818182,0.6401271893856691,0.4033188726690826,0.6134741532543925,0.59375
