Player,Position,Team,ES IND XGFP20,ES ACT2XPF,SOO,SOOdiff,SOT%,ES OZ F/O Wins,ES OZ F/O Win %,ES DZ F/O Wins,ES DZ F/O Win %,ES ISF (P20 WOI),ES ISA (P20 WOI),ES ISF% (WOI),ES OZSTART %,ES XGFP20 (WOI),ES XGAP20 (WOI),XGF %,ES CORSIFOR%
"Alex Killorn","F","Anaheim",0.24522828026883894,0.06139523865689647,23.77464809950319,1.3448580351661024,0.22372431589061612,1,0.3333333333333333,0,0,2.3808414410704164,1.9659978566414802,0.5477178423236515,0.3152073732718894,1.0003588447618617,0.8374929312723761,0.5443087727784341,0.5186516853932585
"Brayden Tracey","F","Anaheim",0.3117294244279717,-0.3117294244279717,21.830969781975373,-0.38123718014307995,0.19889110632619877,0,0,0,0,2.1330805237897796,4.266161047579559,0.3333333333333333,0.09090909090909091,0.48381996753763074,1.9644688961223697,0.19761555701983535,0.29411764705882354
"Brock McGinn","F","Anaheim",0.21192032564915902,0.029284411611880796,23.674405436635947,-0.8924406980150362,0.24077812933824622,6,0.5,4,0.36363636363636365,1.7607945820055906,1.9296378980883184,0.477124183006536,0.22840409956076135,0.8225527998379795,0.8376027626221347,0.4954673034490053,0.4627450980392157
"Bryce Kindopp","F","Anaheim",0.5441837833077382,-0.5441837833077382,22.63718888535231,3.5283736631689373,0.5007658720058107,0,0,0,0,0,3.275705186533205,0,0.8571428571428571,0.5836276437500793,1.0867200703703326,0.3494048806822307,0.6363636363636364
"Carson Meyer","F","Anaheim",0.32422383552500594,-0.13474616231083286,21.818330379093982,-2.3275576335352723,0.2430619556383728,0,0,0,0,2.273732078570077,1.5158213857133849,0.6,0.24752475247524752,0.9934031883803932,0.853228005102091,0.5379542985554012,0.5410628019323671
"Chris Kreider","F","Anaheim",0.3500206579122278,0.03606918792482687,24.15872532073711,-1.2745041619317565,0.25374867069109996,36,0.36,6,0.6,2.316539075022328,1.8953501522909955,0.55,0.3148308759757155,0.9758574718551867,0.8063606879720563,0.5475521986319454,0.5144052044609665
"Danny O'Regan","F","Anaheim",0.14538249371297726,-0.14538249371297726,20.900467317874007,-1.8855787303987575,0.2829597307183151,4,0.5,7,0.5384615384615384,1.5894916938020867,4.371102157955739,0.26666666666666666,0.30612244897959184,0.5096354779686465,1.1442748261543163,0.30813973206297696,0.4117647058823529
"Derek Grant","F","Anaheim",0.2691721806127462,0.00221460586616088,24.116074643630675,-4.894560945663505,0.2162250702742422,37,0.43023255813953487,52,0.5473684210526316,2.0724081876571088,2.4671526043537013,0.45652173913043476,0.2635561160151324,0.8046780134529404,0.9849461469424923,0.44963519785916384,0.45186136071887034
"Dominik Simon","F","Anaheim",0.20947638271470245,-0.12489594476032731,21.947667692691333,-1.0481127351893864,0.2110358227575152,3,0.375,4,0.6666666666666666,1.8325761556781281,1.6634152797693778,0.5241935483870968,0.25636363636363635,0.8274139038911144,0.8016252489612554,0.5079152962298985,0.549889135254989
"Frank Vatrano","F","Anaheim",0.3287880871125198,0.016181584303868225,22.475369947064998,2.328285540242515,0.2319131936523569,5,0.3333333333333333,1,1,2.11581398468718,1.6788524008930883,0.5575757575757576,0.3702801461632156,0.9594576893335433,0.7274518098159874,0.5687665460519735,0.5474495848161328
