Player,Position,Team,ES IND XGFP20,ES ACT2XPF,SOO,SOOdiff,SOT%,ES ISF (P20 WOI),ES ISAg (P20 WOI),ES ISF% (WOI),ES P2SAg (P20 WOI),ES XGFP20 (WOI),ES XGAP20 (WOI),ES OPREB (P20 WOI),ES OddMRAg (P20),ES OZSTART %,XGF %,ES CORSIFOR%
"Drew Helleson","D","Anaheim",0.015325797536974413,-0.015325797536974413,30.980852196289284,-4.8422675326561775,0.08472666271333577,1.1073175232998065,3.3219525698994192,0.25,8.858540186398452,0.07635702739906365,1.0443118925874026,4.429270093199226,0,0.55,0.06813522355914517,0.3235294117647059
"Jackson Lacombe","D","Anaheim",0.06530279720759669,-0.06530279720759669,27.070078154252776,5.827926976073923,0.23233360416935692,1.910828025477699,1.910828025477699,0.5,3.821656050955398,1.0222603827952157,0.44821628642262357,0.9554140127388495,0,0.6153846153846154,0.6951898008276227,0.7380952380952381
"Jacob Trouba","D","Anaheim",0.015471095251919881,-0.015471095251919881,24.221849904538125,2.8934041681310436,0.042643603979737627,4.625168625939486,3.468876469454615,0.5714285714285714,4.625168625939486,0.9455853363502275,1.1130570448212802,4.625168625939486,0,0.17647058823529413,0.4593247205044545,0.6808510638297872
"Olen Zellweger","D","Anaheim",0.13910762764183798,-0.13910762764183798,24.86052262050339,2.493146976106982,0.19973501853499437,5.463485703879085,4.370788563103268,0.5555555555555556,4.370788563103268,1.1790571724132684,1.3073188559908837,4.370788563103268,1.092697140775817,0.35,0.4742071026038772,0.7037037037037037
"Pavel Mintyukov","D","Anaheim",0.007184372410584158,-0.007184372410584158,25.467136030406692,0.8803335613273077,0.04828280578543082,1.272129757235237,1.272129757235237,0.5,7.632778543411422,0.0850188372216168,0.9801466537085219,3.816389271705711,3.816389271705711,0.5,0.07981749122136453,0.3448275862068966
"Radko Gudas","D","Anaheim",0.00886200491569903,-0.00886200491569903,27.412848655275983,8.727524511724058,0.10395699128502629,3.7570444583594216,0,1,2.504696305572948,1.6003488787521616,0.37133291191097767,0,2.504696305572948,0.6666666666666666,0.8116669161984366,0.7878787878787878
"Andrew Peeke","D","Boston",0.1074572749661851,-0.1074572749661851,25.946386499950624,-3.2398047411221795,0.0822344285672147,1.8379537448307572,2.4506049931076763,0.42857142857142855,8.577117475876866,0.8727054860968387,1.0506467141843243,3.0632562413845954,0.6126512482769191,0.2222222222222222,0.4537419022731579,0.3950617283950617
"Charlie McAvoy","D","Boston",0.0609945598841652,-0.0609945598841652,23.344482717005317,4.097789594698797,0.09846688443049062,1.1114026828025871,1.1114026828025871,0.5,5.0013120726116425,0.8029019496137146,0.5806503805032563,0.5557013414012936,0.5557013414012936,0.3055555555555556,0.5803191770461145,0.49333333333333335
"Hampus Lindholm","D","Boston",0.028485691288096852,-0.028485691288096852,30.732753021245447,-5.834167844295419,0.012190533173157627,0,1.0362097749122128,0,9.325887974209914,0.7647929312126781,0.5415323492825632,1.0362097749122128,0,0.17857142857142858,0.58545367117349,0.4772727272727273
"Henri Jokiharju","D","Boston",0.08484518047788724,-0.08484518047788724,19.254756876329893,6.725438035171668,0.044705330635085805,2.8749860243734817,2.8749860243734817,0.5,5.174974843872267,0.9068100428466819,0.9137043143727577,0.5749972048746963,0.5749972048746963,0.25806451612903225,0.4981065044890374,0.44
"Mason Lohrei","D","Boston",0,0,18.84322178506146,7.8566235854676725,0.0762158751934372,0.6090649161689817,0.6090649161689817,0.5,3.65438949701389,0.5005874330637397,0.31666390659333865,0.6090649161689817,1.2181298323379635,0.2962962962962963,0.6125256806232804,0.45454545454545453
