# Chicago Blackhawks Goalies Comprehensive Analytics - Team-Internal Percentiles + Basic Stats + Zone Metrics
# Combines advanced analytics (40 metrics) with traditional stats (GP, W, L, GAA, SA, SV, SV%) and zone analytics (xG, Corsi, rebounds)
# Percentiles represent rankings within the CHI goalie group (not league-wide)
# Example: 0.85 = 85th percentile among CHI goalies = better than 85% of teammates
# Note: Zone analytics available for all 4 players
#
Player Name,Player Jersey Number,Player Current Team,Player ES TOI (Minutes),Player PP TOI (Minutes),Player SH TOI (Minutes),DZ True Turnover Rate,DZ True Turnover Rate (percentile),Dump Out to D2D Pass Ratio,Dump Out to D2D Pass Ratio (percentile),Dump-Out Success Rate,Dump-Out Success Rate (percentile),Inner Slot Save Percentage,Inner Slot Save Percentage (percentile),LPR's per 20,LPR's per 20 (percentile),No Rebound Percentage,No Rebound Percentage (percentile),Outlet Pass Success Rate,Outlet Pass Success Rate (percentile),Outlet Passes per 20,Outlet Passes per 20 (percentile),Outlet to D2D Pass Ratio,Outlet to D2D Pass Ratio (percentile),Rebound Recovery Percentage,Rebound Recovery Percentage (percentile),Save Percentage,Save Percentage (percentile),Slot Save Percentage,Slot Save Percentage (percentile),Stretch Passes per 20,Stretch Passes per 20 (percentile),Stretch to Outlet Pass Ratio,Stretch to Outlet Pass Ratio (percentile),SH Inner Slot Save Percentage,SH Inner Slot Save Percentage (percentile),SH Save Percentage,SH Save Percentage (percentile),SH Slot Save Percentage,SH Slot Save Percentage (percentile),Total TOI(sec),Total TOI(min),GP,W,L,OTL,GAA,SV%,AXGA,ISS%,TOI (sec),TOI (min),Total Games played,Total TOI/GP (sec),Total TOI/GP (min),Expected Goals For WOI,Actual to Expected Goals For WOI,Expected Goals Against WOI,Actual to Expected Goals Against WOI,Shot Attempts For WOI,Corsi Ratio,Shot Attempts Against WOI,Shots On Net For WOI,Shots On Net Ratio,Shots On Net Against WOI,Inner Slot Shots On Net For WOI,Inner Slot Shots On Net Against WOI,Inner Slot Shots On Net Corsi Ratio,Successful Pass to Slot For WOI,Successful Pass to Slot Against WOI,DZ Rebound Recovery Rate WOI,Successful OZ Rebound LPRs Against WOI,TOI Seconds with Puck in OZ,Percentage of Play in OZ,TOI Seconds with Puck in DZ,Percentage of Play in DZ,TOI Seconds with Puck in NZ,Percentage of Play in NZ
Arvid Söderblom,40,Chicago,1804.1,107.2,163.7,0.18092105263158,0.15,0.08695652173913,0.9625,0.35,0.7375,0.75247524752475,0.1625,3.1816594515795,0.2375,0.31749710312862,0.1125,0.64285714285714,0.5625,0.49886646453337,0.55,0.27950310559006,0.8375,0.48387096774194,0.0625,0.90271966527197,0.2125,0.84047619047619,0.5375,0.0,0.3625,0.0,0.3625,0.86842105263158,0.93827160493827,0.91666666666667,0.96296296296296,0.89855072463768,0.96296296296296,125793.76666666666,2096:34,36,10,18,7,3.1766279887212217,0.9014209591474244,0.0318730805411734,0.7647058823529411,125793.76666666666,2096:34,36,3494.271296296296,58:14,85.48134346463485,2.518656535365153,109.88626809540438,1.1137319045956249,1669,0.4372543882630338,2148,897,0.4434008897676718,1126,191,255,0.4282511210762332,367,624,0.4826589595375722,358,45406.33333333331,0.3609585318615414,52841.233333333344,0.4200624143273661,27546.199999999983,0.2189790538110922
Spencer Knight,30,Chicago,1887.7,139.2,150.6,0.21086956521739,0.0375,0.021459227467811,0.5125,0.15625,0.1625,0.84134615384615,0.9125,4.53473362266,0.7375,0.35232558139535,0.3,0.58914728682171,0.3,0.80523307318262,0.8625,0.32618025751073,0.9375,0.53500897666068,0.575,0.91880341880342,0.6125,0.85922330097087,0.7625,0.021190344031122,0.7,0.026315789473684,0.5875,0.81395348837209,0.79012345679012,0.83739837398374,0.33333333333333,0.81333333333333,0.59259259259259,54263.53333333333,904:24,15,5,8,2,3.184459053532575,0.9036144578313252,-0.3174124906786159,0.8703703703703703,132176.49999999997,2202:56,38,3478.3289473684204,57:58,100.61405401641969,-6.614054016419686,109.01894827955402,-9.018948279554024,1993,0.4927070457354759,2052,1065,0.4921441774491682,1099,234,259,0.4746450304259635,522,544,0.5184615384615384,313,51538.23333333329,0.3899197915917981,51222.43333333331,0.3875305620388898,29415.833333333303,0.2225496463693115
Drew Commesso,33,Chicago,57.3,6.0,8.0,0.0,1.0,0.0,0.075,0.0,0.0,0.4,0.0,3.1393219452169,0.1875,0.4375,0.9875,1.0,1.0,0.69762709893709,0.75,0.28571428571429,0.85,0.66666666666667,1.0,0.8,0.0,0.6,0.0,0.0,0.3625,0.0,0.3625,1.0,1.0,1.0,1.0,1.0,1.0,4281.833333333331,71:22,2,0,1,0,3.363045424467714,0.8571428571428571,0.2071664001385064,0.5714285714285714,4281.833333333331,71:22,2,2140.9166666666656,35:41,2.83552074682666,0.1644792531733401,3.7535966673167422,0.2464033326832577,65,0.4814814814814814,70,31,0.5254237288135594,28,5,7,0.4166666666666667,14,25,0.6153846153846154,5,1542.7999999999968,0.3603129500603318,1819.3999999999985,0.4249114475886495,919.633333333336,0.2147756023510185
Petr Mrazek,43,Detroit,1753.7,149.7,167.8,0.10804020100503,0.775,0.028571428571429,0.6375,0.47058823529412,0.925,0.78606965174129,0.425,4.1170410525636,0.5625,0.31584821428571,0.0875,0.64285714285714,0.5625,0.41056365067116,0.375,0.12857142857143,0.225,0.52691680261011,0.4375,0.91056910569106,0.3875,0.835,0.425,0.022809091703953,0.725,0.055555555555556,0.8,0.6875,0.23456790123457,0.85897435897436,0.53086419753086,0.78888888888889,0.39506172839506,110373.7333333333,1839:34,33,10,19,2,3.4573443198442155,0.8987583572110793,0.0674088857905897,0.7574468085106383,124807.2333333333,2080:07,38,3284.4008771929816,54:44,88.4638637052849,3.5361362947151065,114.93361857824492,1.066381421755068,1736,0.44139333841851,2197,910,0.4368698991838694,1173,191,260,0.4235033259423503,404,600,0.5190735694822888,353,45377.266666666714,0.3635788203514918,51734.49999999995,0.4145152377653323,27695.466666666623,0.2219059418831758
