Player,Position,Team,ES IND XGFP20,ES ACT2XPF,SOO,SOOdiff,SOT%,ES ISF (P20 WOI),ES ISAg (P20 WOI),ES ISF% (WOI),ES P2SAg (P20 WOI),ES XGFP20 (WOI),ES XGAP20 (WOI),ES OPREB (P20 WOI),ES OddMRAg (P20),ES OZSTART %,XGF %,ES CORSIFOR%
"Radko Gudas","D","Anaheim",0.01934480341860214,0.19708979725955975,22.55094565884828,7.64811776134075,0.058202480482271716,1.5150422047471332,3.0300844094942665,0.3333333333333333,3.4629536108505903,0.8220280888887143,0.8265254098521768,3.0300844094942665,1.2986076040689714,0.2261904761904762,0.49863597967342355,0.49122807017543857
"Patrik Nemeth","D","Arizona",0.023054254392418594,-0.023054254392418594,24.257342403119072,-2.388645986798318,0.03940331423705569,1.6291737291622082,2.073493837115538,0.44,3.1102407556733063,0.543587060578109,0.662977681490191,2.9621340530221967,0.2962134053022197,0.14457831325301204,0.4505245691551446,0.43373493975903615
"Anton Stralman","D","Boston",0.04792979503245059,-0.04792979503245059,22.537560765263432,6.582645097243966,0.04883386936438673,1.362715842202553,2.725431684405106,0.3333333333333333,4.088147526607659,0.6104017905037572,0.6548242454522348,2.725431684405106,0.9084772281350353,0.4069767441860465,0.4824448542449917,0.5798816568047337
"Charlie McAvoy","D","Boston",0.0713950966882022,0.026907275948786273,20.62489765450361,11.554281218664041,0.12001914229886927,3.2439782970206195,1.8677450801027808,0.6346153846153846,3.9320949054795387,1.1107909853938966,0.6591365888390944,3.0473735517466425,0.49151186318494233,0.39572192513368987,0.6275912085697997,0.5653923541247485
"Kevan Miller","D","Boston",0.04111477820598085,-0.04111477820598085,24.028687380231876,-5.098420661230087,0.040747921533850956,0.8599684678228455,0.8599684678228455,0.5,3.0098896373799593,0.4074469874505527,0.5613982114187754,2.5799054034685365,0,0.17543859649122806,0.42054911138131845,0.38
"Conor Timmins","D","Buffalo",0.10666598166788627,-0.10666598166788627,22.467096129528194,-1.1730875806035423,0.12169112860173811,2.2722969134633595,1.8935807612194664,0.5454545454545454,3.5978034463169863,0.9799770658786039,0.6391682977389769,2.651013065707253,0.37871615224389327,0.38571428571428573,0.6052434129132711,0.5141509433962265
"Jake Bean","D","Calgary",0.02441842034702332,-0.02441842034702332,22.66306204351893,2.533910734276575,0.079698429431162,2.2013791546327726,2.8787265868274714,0.43333333333333335,5.080105741460244,0.6203045120192004,1.0142478395568002,4.572095167314219,0.3386737160973496,0.4095238095238095,0.37949504120875416,0.47038327526132406
"MacKenzie Weegar","D","Calgary",0.0482441364062761,0.11604940138123784,25.521334935961836,4.666154777150618,0.1299929085167696,1.8072289156626535,1.9715224534501674,0.4782608695652174,3.943044906900335,0.7959576650815422,0.7880137761968617,3.121577217962765,0.49288061336254185,0.3790322580645161,0.5025075858938053,0.5875486381322957
"Tyson Barrie","D","Calgary",0.0361952158061845,-0.0361952158061845,18.685216635161325,9.518454066132067,0.09017793171518775,2.5061609790735546,0.7518482937220663,0.7692307692307693,3.007393174888265,1.0663959779791214,0.37038835130792486,2.0049287832588436,0.5012321958147109,0.45,0.7422101955331618,0.6341463414634146
"Jaccob Slavin","D","Carolina",0.03261619471606548,0.08378807732071825,22.77894410096908,5.668417539221804,0.07076178285111172,2.5608939848092422,1.746064080551756,0.5945945945945946,3.2593196170299445,0.6543297469302088,0.6128393991774185,1.6296598085149723,1.5132555364781886,0.36904761904761907,0.516371274458598,0.5733333333333334
