Player,Position,Team,ES IND XGFP20,ES ACT2XPF,SOO,SOOdiff,SOT%,ES OZ F/O Wins,ES OZ F/O Win %,ES DZ F/O Wins,ES DZ F/O Win %,ES ISF (P20 WOI),ES ISA (P20 WOI),ES ISF% (WOI),ES OZSTART %,ES XGFP20 (WOI),ES XGAP20 (WOI),XGF %,ES CORSIFOR%
"Alex Killorn","F","Anaheim",0.1758496542245417,0.17765388106922025,23.833217035211657,0.790523340595929,0.2114276916386079,0,0,0,0,2.1954430086665218,1.9907830671806597,0.5244444444444445,0.2968299711815562,0.8537644780892502,0.7959910992296342,0.5175096782983777,0.5072886297376094
"Brock McGinn","F","Anaheim",0.14011588423755383,0.10848847849278492,23.51489953295699,-4.476391822079098,0.22196530574617593,3,0.6,0,0,1.5413470489281005,1.9142535930236086,0.4460431654676259,0.1970310391363023,0.6106737625293394,0.760211666019283,0.4454593723239652,0.44788164088769333
"Carson Meyer","F","Anaheim",0.12492566622747561,-0.12492566622747561,20.830560743813976,-4.378066406620661,0.2282371736070851,0,0,0,0,2.2707394200363327,1.816591536029066,0.5555555555555556,0.29310344827586204,0.5998046697678954,0.8063840774191025,0.4265463444845304,0.4524714828897338
"Chris Kreider","F","Anaheim",0.33534622987498863,0.0690492710645891,23.622424799386586,1.0821695292573348,0.1992506590692948,29,0.48333333333333334,3,0.42857142857142855,2.2145467908595924,2.0219775046978885,0.5227272727272727,0.31197771587743733,0.9167959513668913,0.7853474449438514,0.5386126417750536,0.5196027182435965
"Derek Grant","F","Anaheim",0.17661354190554718,-0.061967268121753044,24.04065636809244,-7.94922671880682,0.23656398824944044,23,0.46,102,0.5862068965517241,1.9107712297299022,2.8279414200002555,0.4032258064516129,0.1672661870503597,0.734892576024264,1.0959540710975033,0.40139493778988644,0.3937007874015748
"Frank Vatrano","F","Anaheim",0.24460878143057216,0.004766543276881897,23.608189327920286,-5.362434901549194,0.25037823212225796,4,0.4444444444444444,2,0.6666666666666666,1.549689517824893,3.2240666980035133,0.3246268656716418,0.29604628736740596,0.6337694295797953,1.1536229713355424,0.35457766814675784,0.4207964601769911
"Glenn Gawdin","F","Anaheim",0.03303889551346766,-0.03303889551346766,18.173729756534318,-3.9751040856126343,0.17853988473511054,0,0,4,0.4444444444444444,0,1.8300587143837554,0,0.2222222222222222,0.18782905886145806,0.6826166456973704,0.21578492245723266,0.43478260869565216
"Jakob Silfverberg","F","Anaheim",0.11492116504293381,0.021830019342613312,23.64133763973237,-7.123247468267638,0.2521725910170263,4,0.36363636363636365,1,0.2,1.3675118438554712,2.3931457267470746,0.36363636363636365,0.18969072164948453,0.5552776113959423,0.9764059522043623,0.36252762946070427,0.40024183796856105
"Jansen Harkins","F","Anaheim",0.15475362966916206,0.09883178635180098,21.396273887947178,-1.7084034684591087,0.22127695806284753,1,0.2,1,1,1.9441548561607167,1.6905694401397535,0.5348837209302325,0.19523809523809524,0.7425672381422818,0.6136618168005094,0.5475234699005951,0.5365853658536586
"Mason McTavish","F","Anaheim",0.19310456836702536,0.003021933226502536,23.06125218677123,-3.5047765672718447,0.2843851092494674,70,0.4166666666666667,114,0.46153846153846156,1.961265015935279,2.6673204216719792,0.423728813559322,0.2873051224944321,0.6964442621654878,0.9884048792341562,0.41335704488470415,0.4290171606864275
"Matthew Phillips","F","Anaheim",0,0,22.288776774272552,-4.990399273344955,0.13541108594595963,0,0,0,0,0,0,0,0.2,0.11949900207403016,0.06147229878509501,0.6603201806404246,0.6111111111111112
"Mikael Granlund","F","Anaheim",0.17810044470076736,-0.04978891244721968,23.128642150235375,1.8153646305274773,0.23256835445991722,52,0.49056603773584906,49,0.5212765957446809,2.327937799457222,2.1812960483103105,0.516260162601626,0.35477386934673366,0.8719359573264818,0.9457175762603348,0.47970415770373515,0.48517520215633425
"Nikita Nesterenko","F","Anaheim",0.286842338044826,-0.11278298380503028,22.93891116137559,-5.244051564608614,0.27100637336687217,0,0,0,0,1.3924748339183657,2.6108903135969355,0.34782608695652173,0.31958762886597936,0.6090436634545173,1.1779771104196919,0.34081509983464175,0.42424242424242425
"Ross Johnston","F","Anaheim",0.007749465014002149,-0.007749465014002149,21.70125574107735,-6.732818829768431,0.09430071119698107,0,0,0,0,0.8049261480259187,1.4488670664466536,0.35714285714285715,0.19753086419753085,0.34852305182021953,0.8389971567457354,0.2934881017655226,0.37073170731707317
"Ryan Poehling","F","Anaheim",0.19894198280341527,-0.03608897912678249,22.916774373240205,-1.7699190970621348,0.277819727077229,25,0.45454545454545453,61,0.5446428571428571,1.709956538604644,1.5063902840088532,0.5316455696202531,0.1687041564792176,0.7624022965883764,0.7273049760157675,0.511779938655752,0.5079533404029692
"Ryan Strome","F","Anaheim",0.15000477092012163,0.0352805778748686,23.47658046094509,-3.096987332213576,0.25525048513941173,132,0.44594594594594594,122,0.45185185185185184,1.6507240165371857,3.2340715426034663,0.33793103448275863,0.3685121107266436,0.7645883765592835,1.178613907097846,0.39346823693533295,0.4265070189925681
"Troy Terry","F","Anaheim",0.2329774212644345,0.06846610905305164,23.03670830454146,0.49516607231721066,0.36198338426230653,0,0,0,0,1.7200013200468327,2.730723745228992,0.38645418326693226,0.38360323886639675,0.8091559419971361,1.0727464257616315,0.4299670141553582,0.49051365108745953
"Adam Ruzicka","F","Arizona",0.15401640855594564,0.029681897592589754,21.970631441677916,-1.3542903243016788,0.22942421834775617,29,0.43283582089552236,24,0.5454545454545454,1.6532847553368186,1.6532847553368186,0.5,0.36585365853658536,0.6784829845705262,0.6543449304011645,0.5090552028128381,0.57
"Brett Ritchie","F","Arizona",0.16304609840439144,0.1619454100640071,22.79744054860329,-4.750942947765117,0.19508482165702773,2,0.6666666666666666,1,1,1.340589972432144,1.787453296576192,0.42857142857142855,0.34382566585956414,0.5872238560554168,0.7408684569320083,0.4421559031047391,0.5270718232044199
"Jean-Sebastien Dea","F","Arizona",0.08923386061656967,-0.08923386061656967,24.586385530382096,-9.327592727443967,0.25467041577545996,1,1,1,0.5,1.060008244508565,3.1800247335256953,0.25,0.11428571428571428,0.42945714298058396,1.3421525494032864,0.2424106984889591,0.323943661971831
"Milos Kelemen","F","Arizona",0.2368431507504255,-0.04810356419497536,21.071644749832284,-5.309718775790544,0.24497676836949286,2,1,0,0,0.7549583462218006,2.453614625220852,0.23529411764705882,0.23157894736842105,0.3588132557802025,0.9049611450249158,0.28392192115270876,0.42424242424242425
"Nathan Smith","F","Arizona",0.023730999123825057,-0.023730999123825057,22.18363491329762,-8.44387355316673,0.24099520072010355,2,0.5,1,0.16666666666666666,0.6743088334457179,2.0229265003371535,0.25,0.23809523809523808,0.18463334974858575,0.5434140869474698,0.25360071396785405,0.4
"Zack Kassian","F","Arizona",0.13247785870221088,-0.04686050406442578,21.997588443659236,-6.677465340421513,0.2201088611840306,0,0,2,0.5,1.155834287610099,3.1678421215980492,0.26732673267326734,0.21204188481675393,0.4897169666071158,1.0722934674582216,0.31351709049251547,0.38228155339805825
"Alex Steeves","F","Boston",0.3324216986685965,-0.3324216986685965,20.7269313091274,-3.289359011268186,0.16991606262582312,0,0,0,0,0.8593526210254939,4.29676310512747,0.16666666666666666,0.29411764705882354,0.9044291487188255,1.3038306978571996,0.40956645121323504,0.4
"Casey Mittelstadt","F","Boston",0.1812551046962884,-0.014293765006743663,23.30434737346577,-0.6241694371995191,0.2633299226214028,104,0.45021645021645024,90,0.4368932038834951,1.5768570970679223,2.7084839549637256,0.36796536796536794,0.3634517766497462,0.8320228729183632,0.993313406662472,0.45581895359545826,0.5134860050890585
"David Krejci","F","Boston",0.19463218329174395,0.04544917761389631,23.308579371391616,3.7412197249496657,0.24969560890242723,129,0.4725274725274725,101,0.48792270531400966,1.9606644473960622,1.7806034267168318,0.5240641711229946,0.4380475594493116,0.9011100022720915,0.865841210893696,0.5099801259694108,0.4712401055408971
"David Pastrnak","F","Boston",0.4300299375979668,0.13848586766782325,23.503830342824173,5.335651953915782,0.32952703810477346,3,0.21428571428571427,1,0.5,2.431984278081435,1.7055474157973702,0.5877862595419847,0.4985835694050991,1.0568636591847451,0.7516844823446982,0.5843713169232987,0.5198201879852881
"Elias Lindholm","F","Boston",0.22684199067085298,-0.036886118475274364,22.84296223081135,1.3268801566770978,0.28566114885236854,219,0.5264423076923077,212,0.5921787709497207,2.1085101813709226,1.8425719602971125,0.5336538461538461,0.3776282590412111,0.9374483292250818,0.738455414866016,0.5593688375781352,0.5649257307139435
"Jakub Lauko","F","Boston",0.23193436223625025,0.1836068802320649,22.304264170440423,-3.666613783487725,0.2230726402769889,0,0,0,0,1.1427384167878667,1.454394348639103,0.44,0.07222222222222222,0.5250486313111334,0.6067533748393307,0.4639050191269341,0.41916167664670656
"Jayson Megna","F","Boston",0.10368950162497231,-0.023242933788403957,22.69044456983616,-6.946892788752058,0.21299834249909028,27,0.5094339622641509,62,0.543859649122807,1.608931356731367,2.3731737511787663,0.40404040404040403,0.2559241706161137,0.6334066958509599,1.0024350901343178,0.387205352789943,0.37124463519313305
"Jeffrey Truchon-Viel","F","Boston",0.2929669762761712,-0.2929669762761712,26.259053367164356,-7.25326006917731,0.24311834088062126,0,0,0,0,3.3050263943080154,1.6525131971540077,0.6666666666666666,0.22727272727272727,0.9846785607443579,1.344114541889884,0.4228278414387809,0.375
"Mark Kastelic","F","Boston",0.27813531813411174,-0.01428887676298966,21.837360718255574,-1.9602932314090102,0.3149584505678846,40,0.547945205479452,151,0.6213991769547325,1.8092327408305513,1.3192322068556104,0.5783132530120482,0.16477272727272727,0.7588349321678173,0.642538978790769,0.5414935487479918,0.4824120603015075
"Matej Blumel","F","Boston",0.35772765952694346,-0.007543326384914323,20.73375907569898,1.1694498471422667,0.25843613405998195,0,0,0,0,3.8520276645623204,3.5018433314202912,0.5238095238095238,0.4807692307692308,0.9597197830139713,0.8953526629250597,0.5173489505032051,0.49056603773584906
"Mikey Eyssimont","F","Boston",0.2838502972867205,-0.12276104757779983,22.15268448525,0.8220264589552635,0.25595674292670945,5,0.35714285714285715,4,0.5714285714285714,2.480774445517379,1.9652888464488325,0.5579710144927537,0.3079526226734349,0.8663237993198702,0.7233044330055004,0.5449851617523034,0.5509372453137734
"Morgan Geekie","F","Boston",0.21333942071605055,0.028621470674594477,21.52307191430806,-0.3827451060671945,0.23810685450252334,75,0.4437869822485207,93,0.510989010989011,2.026422465396652,2.510344248177942,0.44666666666666666,0.3451178451178451,0.800952783451403,0.8456807479702125,0.4864183609572818,0.49212924606462305
"Oliver Wahlstrom","F","Boston",0.19893113857266584,0.11134548165306038,22.147054169025537,2.0627380039908485,0.2668175963071193,3,0.2727272727272727,1,0.3333333333333333,1.447957561053389,2.0685108015048415,0.4117647058823529,0.5609756097560976,0.6337215475260433,0.6538079807213184,0.4921996223175488,0.5140939597315436
"Oskar Steen","F","Boston",0.3510645295804688,0.38068740651319455,23.197870651246028,1.5218296182094877,0.37852252953797877,0,0,0,0,3.6587596804683167,1.4635038721873266,0.7142857142857143,0.23529411764705882,1.1334463774965278,0.682386912315646,0.6242017832010169,0.62
"Patrice Bergeron","F","Boston",0.29789937152230395,0.01761167749934897,24.534830581278918,5.941059244694429,0.29898809043919605,321,0.6196911196911197,249,0.6501305483028721,2.608224671912331,1.6406574549125952,0.6138613861386139,0.45867768595041325,0.9986996546099279,0.6082870079838175,0.6214735180178682,0.5916069600818833
"Patrick Brown","F","Boston",0.10654572472146223,-0.00881188293083344,22.396108400576153,-6.246855702799252,0.2191233625348331,37,0.5692307692307692,82,0.5815602836879432,1.368273785068803,1.6614753104406892,0.45161290322580644,0.214,0.5282056181853962,0.751937102098058,0.4126146325844347,0.46741154562383613
