Player,Position,Team,ES IND XGFP20,ES ACT2XPF,SOO,SOOdiff,SOT%,ES OZ F/O Wins,ES OZ F/O Win %,ES DZ F/O Wins,ES DZ F/O Win %,ES ISF (P20 WOI),ES ISA (P20 WOI),ES ISF% (WOI),ES OZSTART %,ES XGFP20 (WOI),ES XGAP20 (WOI),XGF %,ES CORSIFOR%
"Alex Killorn","F","Anaheim",0.1611386958635277,-0.1611386958635277,26.58029781008514,-6.983010030033035,0.26895576776746744,2,0.6666666666666666,0,0,1.9971739336168104,1.7622122943677738,0.53125,0.22535211267605634,0.8599743844388159,0.8823554978434354,0.49357724572361045,0.4783861671469741
"Brock McGinn","F","Anaheim",0.2626719080667215,-0.04398777906738382,23.715715103651178,0.13169291351543733,0.24639780084628174,0,0,1,1,2.186841289993377,1.530788902995364,0.5882352941176471,0.1917808219178082,0.8054196178037258,0.9605525003364284,0.45607719936822055,0.42780748663101603
"Chris Kreider","F","Anaheim",0.19084158529878556,0.2307073729288351,25.930330848068515,-4.458289049516733,0.22225653654260163,1,0.1111111111111111,1,0.5,1.5456795135012757,2.8103263881841376,0.3548387096774194,0.2871287128712871,0.6714932111303861,1.256681943106987,0.3482532225636801,0.4908485856905158
"Frank Vatrano","F","Anaheim",0.1364150947023133,0.08623455988148661,25.362874689476357,-4.16018469388591,0.2182777932688836,0,0,0,0,1.4101144790307327,3.2655282672290653,0.30158730158730157,0.29118773946360155,0.5919806831237173,1.35580607541074,0.303924790806737,0.4599659284497445
"Mikael Granlund","F","Anaheim",0.07355117247546401,-0.07355117247546401,35.0644529176319,-12.641089644597646,0.26591764650986965,11,0.44,10,0.5555555555555556,0.962215233292649,1.2829536443901985,0.42857142857142855,0.3717948717948718,0.6053370502217451,0.8986442196189273,0.40248975327057956,0.4267515923566879
"Ryan Strome","F","Anaheim",0.2683243892779331,-0.19460525916366844,25.574926246812375,2.3899004330145606,0.3222765539446904,15,0.3191489361702128,24,0.5,1.8429782528566172,3.1699225949133814,0.36764705882352944,0.42127659574468085,0.8078167248287966,1.1805225047669072,0.4062771144906963,0.4488734835355286
"Brett Ritchie","F","Arizona",0.31218240514857937,0.38194068601292086,17.821669872021477,-2.663118741682208,0.17282087949193448,2,0.4,0,0,0.6941230911615003,1.7353077279037505,0.2857142857142857,0.4772727272727273,0.6791082460692697,0.7691567573844638,0.4689115903855814,0.6428571428571429
"Zack Kassian","F","Arizona",0.2801980722784279,0.028984654713224357,22.632685828903785,-3.590371160850924,0.16514335055169388,0,0,0,0,2.318870452437392,2.1642790889415657,0.5172413793103449,0.2824427480916031,0.7305716185382394,0.9757293397653826,0.4281610550489067,0.4524714828897338
"David Pastrnak","F","Boston",0.3844897038163548,0.014380164888980126,22.233585305644613,3.4079149105397555,0.29633347287710704,1,0.5,0,0,2.991524015290012,1.1966096061160048,0.7142857142857143,0.5,1.1515338362026042,0.8321462631552486,0.580503800272722,0.5789473684210527
"Elias Lindholm","F","Boston",0.31746278539579326,0.020123721146508053,21.38734219495304,11.392874310714909,0.27235742995955714,34,0.5666666666666667,22,0.4782608695652174,2.58816321682431,2.925749723366611,0.46938775510204084,0.3668639053254438,1.2020313835072995,1.3740417227654935,0.46661384747984347,0.5753768844221105
"Patrice Bergeron","F","Boston",0.5553604459155115,-0.08742081012852863,22.113276824359172,2.797556127392805,0.36787177062922854,29,0.5272727272727272,13,0.52,3.7435170862958627,1.1698490894674571,0.7619047619047619,0.5178571428571429,1.2686498844457015,0.5689315761560079,0.6903910991952904,0.5979381443298969
"Tanner Jeannot","F","Boston",0.11958256255674708,-0.11958256255674708,29.394604104154997,-11.462045692504322,0.22967674150408912,0,0,1,1,1.5722583744595355,1.5722583744595355,0.5,0.19230769230769232,0.544339785498045,1.152016929215632,0.3208875708608979,0.35714285714285715
