player_name,player_id,position,roster_status,dead_cap,jersey_number,age,birth_date,birth_country,height_inches,weight_pounds,shoots_catches,drafted_by,draft_year,draft_round,draft_overall,must_sign_date,headshot
"Acciari, Noel",8478569,"RW,C",roster,,,33,1991-12-01,USA,70,209,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PIT/8478569.png
"Blomqvist, Joel",8482446,G,roster,,,23,2002-01-10,FIN,75,204,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PIT/8482446.png
"Brazeau, Justin",8479638,"RW,LW",roster,,,27,1998-02-02,CAN,77,220,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PIT/8479638.png
"Brunicke, Harrison",8484839,RD,roster,,,19,2006-05-08,ZAF,75,201,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PIT/8484839.png
"Clifton, Connor",8477365,RD,roster,,,30,1995-04-28,USA,71,190,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PIT/8477365.png
"Crosby, Sidney",8471675,"C,LW",roster,,,38,1987-08-07,CAN,71,200,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PIT/8471675.png
"Dewar, Connor",8480980,"LW,RW,C",roster,,,26,1999-06-26,CAN,70,183,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PIT/8480980.png
"Dumba, Mathew",8476856,RD,roster,,,31,1994-07-25,CAN,72,181,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PIT/8476856.png
"Graves, Ryan",8477435,"LD,RD",roster,Yes,,30,1995-05-21,CAN,77,220,L,,,,,,https://assets.nhle.com/mugs/nhl/20182019/COL/8477435.png
"Hallander, Filip",8480842,C,roster,,,25,2000-06-29,SWE,73,190,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PIT/8480842.png
"Hayes, Kevin",8475763,"C,RW",roster,,,33,1992-05-08,USA,77,216,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PIT/8475763.png
"Heinen, Danton",8478046,"LW,RW",roster,Yes,,30,1995-07-05,CAN,73,188,L,,,,,,https://assets.nhle.com/mugs/nhl/20162017/BOS/8478046.png
"Howe, Tanner",,LW,roster,,,19,,,,,,,,,,,
"Jarry, Tristan",8477465,G,roster,,,30,1995-04-29,CAN,74,194,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PIT/8477465.png
"Johnson, Jack",8471677,"LD,RD",roster,Yes,,38,1987-01-13,USA,73,227,L,,,,,,https://assets.nhle.com/mugs/nhl/20152016/CBJ/8471677.png
"Jones, Caleb",8478452,"LD,RD",roster,,,28,1997-06-06,USA,73,194,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PIT/8478452.png
"Karlsson, Erik",8474578,"RD,LD",roster,,,35,1990-05-31,SWE,72,190,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PIT/8474578.png
"Kindel, Benjamin",,C,roster,,,18,,,,,,,,,,,
"Letang, Kris",8471724,"RD,LD",roster,,,38,1987-04-24,CAN,72,201,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PIT/8471724.png
"Lizotte, Blake",8481481,"C,RW",roster,,,27,1997-12-13,USA,69,170,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PIT/8481481.png
"Malkin, Evgeni",8471215,C,roster,,,39,1986-07-31,RUS,75,195,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PIT/8471215.png
"Mantha, Anthony",8477511,RW,roster,,,31,1994-09-16,CAN,77,234,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PIT/8477511.png
"McGroarty, Rutger",8483487,RW,roster,,,21,2004-03-30,USA,73,203,L,,,,,,https://assets.nhle.com/mugs/nhl/20242025/PIT/8483487.png
"Novak, Tommy",8478438,"C,LW,RW",roster,,,28,1997-04-28,USA,73,179,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PIT/8478438.png
"Rakell, Rickard",8476483,RW,roster,,,32,1993-05-05,SWE,73,195,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PIT/8476483.png
"Rust, Bryan",8475810,"LW,RW",roster,,,33,1992-05-11,USA,71,192,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PIT/8475810.png
"Shea, Ryan",8478854,LD,roster,,,28,1997-02-11,USA,73,220,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PIT/8478854.png
"Silovs, Arturs",8481668,G,roster,,,24,2001-03-22,LVA,76,203,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PIT/8481668.png
"St. Ivany, Jack",,RD,roster,,,26,,,,,,,,,,,
