player_name,player_id,position,roster_status,dead_cap,jersey_number,age,birth_date,birth_country,height_inches,weight_pounds,shoots_catches,drafted_by,draft_year,draft_round,draft_overall,must_sign_date,headshot
"Bains, Arshdeep",8483395,LW,roster,,,24,2001-01-09,CAN,72,184,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/VAN/8483395.png
"Blueger, Teddy",8476927,C,roster,,,31,1994-08-15,LVA,72,185,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/VAN/8476927.png
"Boeser, Brock",8478444,RW,roster,,,28,1997-02-25,USA,73,208,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/VAN/8478444.png
"Brisebois, Guillaume",8478465,"LD,RD",roster,,,28,1997-07-21,CAN,74,175,L,,,,,,https://assets.nhle.com/mugs/nhl/20182019/VAN/8478465.png
"Chytil, Filip",8480078,C,roster,,,26,1999-09-05,CZE,74,204,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/VAN/8480078.png
"Cootes, Braeden",8485385,C,roster,,,18,2007-02-09,CAN,71,183,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/VAN/8485385.png
"DeBrusk, Jake",8478498,"LW,RW",roster,,,29,1996-10-17,CAN,72,197,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/VAN/8478498.png
"Demko, Thatcher",8477967,G,roster,,,29,1995-12-08,USA,76,192,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/VAN/8477967.png
"Ekman-Larsson, Oliver",8475171,"LD,RD",roster,Yes,,34,1991-07-17,SWE,74,200,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/TOR/8475171.png
"Forbort, Derek",8475762,"LD,RD",roster,,,33,1992-03-04,USA,76,208,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/VAN/8475762.png
"Garland, Conor",8478856,RW,roster,,,29,1996-03-11,USA,70,165,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/VAN/8478856.png
"Hoglander, Nils",8481535,"LW,RW",roster,,,24,2000-12-20,SWE,69,185,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/VAN/8481535.png
"Hronek, Filip",8479425,RD,roster,,,27,1997-11-02,CZE,72,190,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/VAN/8479425.png
"Hughes, Quinn",8480800,LD,roster,,,26,1999-10-14,USA,70,180,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/VAN/8480800.png
"Joseph, Pierre-Olivier",,"LD,RD",roster,,,26,,,,,,,,,,,
"Kane, Evander",8475169,LW,roster,,,34,1991-08-02,CAN,74,210,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/VAN/8475169.png
"Karlsson, Linus",8481024,"RW,LW,C",roster,,,25,1999-11-16,SWE,73,178,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/VAN/8481024.png
"Lankinen, Kevin",8480947,G,roster,,,30,1995-04-28,FIN,74,190,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/VAN/8480947.png
"Lekkerimaki, Jonathan",,RW,roster,,,21,,,,,,,,,,,
"Mancini, Victor",8483768,RD,roster,,,23,2002-05-26,USA,75,229,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/VAN/8483768.png
"Mikheyev, Ilya",8481624,RW,roster,Yes,,31,1994-10-10,RUS,74,192,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CHI/8481624.png
"Myers, Tyler",8474574,RD,roster,,,35,1990-02-01,USA,80,229,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/VAN/8474574.png
"O'Connor, Drew",8482055,LW,roster,,,27,1998-06-09,USA,75,200,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/VAN/8482055.png
"Pettersson, Elias",8483678,"LD,RD",roster,,,21,2004-02-16,SWE,74,185,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/VAN/8483678.png
"Pettersson, Marcus",8477969,LD,roster,,,29,1996-05-08,SWE,75,177,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/VAN/8477969.png
"Raty, Aatu",8482691,C,roster,,,22,2002-11-14,FIN,74,190,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/VAN/8482691.png
