player_name,player_id,position,roster_status,dead_cap,jersey_number,age,birth_date,birth_country,height_inches,weight_pounds,shoots_catches,drafted_by,draft_year,draft_round,draft_overall,must_sign_date,headshot
"Binnington, Jordan",8476412,G,roster,,,32,1993-07-11,CAN,74,172,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/STL/8476412.png
"Bjugstad, Nick",8475760,"RW,C",roster,,,33,1992-07-17,USA,78,209,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/STL/8475760.png
"Broberg, Philip",8481598,"LD,RD",roster,,,24,2001-06-25,SWE,75,199,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/STL/8481598.png
"Buchnevich, Pavel",8477402,"RW,LW,C",roster,,,30,1995-04-17,RUS,73,196,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/STL/8477402.png
"Dean, Zach",,C,roster,,,22,,,,,,,,,,,
"Faulk, Justin",8475753,RD,roster,,,33,1992-03-20,USA,72,214,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/STL/8475753.png
"Fowler, Cam",8475764,"LD,RD",roster,,,33,1991-12-05,CAN,74,215,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/STL/8475764.png
"Hofer, Joel",8480981,G,roster,,,25,2000-07-30,CAN,77,179,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/STL/8480981.png
"Holloway, Dylan",8482077,LW,roster,,,24,2001-09-23,CAN,73,203,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/STL/8482077.png
"Joseph, Mathieu",8478472,RW,roster,,,28,1997-02-09,CAN,73,187,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/STL/8478472.png
"Kessel, Matthew",8482516,RD,roster,,,25,2000-06-23,USA,74,205,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/STL/8482516.png
"Krug, Torey",8476792,LD,roster,,,34,1991-04-12,USA,69,194,L,,,,,,https://assets.nhle.com/mugs/nhl/20152016/BOS/8476792.png
"Kyrou, Jordan",8479385,RW,roster,,,27,1998-05-05,CAN,73,196,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/STL/8479385.png
"Mailloux, Logan",8482733,RD,roster,,,22,2003-04-15,CAN,75,212,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/STL/8482733.png
"Neighbours, Jake",8482089,"LW,RW",roster,,,23,2002-03-29,CAN,72,201,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/STL/8482089.png
"Parayko, Colton",8476892,RD,roster,,,32,1993-05-12,CAN,78,228,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/STL/8476892.png
