player_name,player_id,position,roster_status,dead_cap,jersey_number,age,birth_date,birth_country,height_inches,weight_pounds,shoots_catches,drafted_by,draft_year,draft_round,draft_overall,must_sign_date,headshot
"Aston-Reese, Zach",8479944,"LW,RW,C",roster,,,31,1994-08-10,USA,73,205,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8479944.png
"Boqvist, Adam",8480871,"RD,LD",roster,Yes,,25,2000-08-15,SWE,72,182,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYI/8480871.png
"Chinakhov, Yegor",8482475,"RW,LW",roster,,,24,2001-02-01,RUS,73,204,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8482475.png
"Christiansen, Jake",8481161,"LD,RD",roster,,,26,1999-09-12,CAN,72,193,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8481161.png
"Coyle, Charlie",8475745,"C,RW",roster,,,33,1992-03-02,USA,75,223,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8475745.png
"Fabbro, Dante",8479371,RD,roster,,,27,1998-06-20,CAN,72,189,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8479371.png
"Fantilli, Adam",8484166,C,roster,,,21,2004-10-12,CAN,74,194,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8484166.png
"Fedotov, Ivan",8478905,G,roster,Yes,,28,1996-11-28,RUS,79,214,L,,,,,,https://assets.nhle.com/mugs/nhl/20232024/PHI/8478905.png
"Greaves, Jet",8482982,G,roster,,,24,2001-03-30,CAN,72,184,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8482982.png
"Gudbranson, Erik",8475790,RD,roster,,,33,1992-01-07,CAN,77,222,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8475790.png
"Jenner, Boone",8476432,"LW,C",roster,,,32,1993-06-15,CAN,74,203,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8476432.png
"Johnson, Kent",8482660,"RW,LW,C",roster,,,22,2002-10-18,CAN,72,175,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8482660.png
"Lundestrom, Isac",8480806,C,roster,,,25,1999-11-06,SWE,72,193,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8480806.png
"Marchenko, Kirill",8480893,RW,roster,,,25,2000-07-21,RUS,75,197,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8480893.png
"Marrelli, Luca",,RD,roster,,,20,,,,,,,,,,,
"Mateychuk, Denton",8483485,"RD,LD",roster,,,21,2004-07-12,CAN,71,188,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8483485.png
"Merzlikins, Elvis",8478007,G,roster,,,31,1994-04-13,LVA,75,183,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8478007.png
"Monahan, Sean",8477497,C,roster,,,31,1994-10-12,CAN,74,196,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8477497.png
