player_name,player_id,position,roster_status,dead_cap,jersey_number,age,birth_date,birth_country,height_inches,weight_pounds,shoots_catches,drafted_by,draft_year,draft_round,draft_overall,must_sign_date,headshot
"Arvidsson, Viktor",8478042,LW,roster,,,32,1993-04-08,SWE,70,185,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/BOS/8478042.png
"Beecher, John",8481556,"C,RW",roster,,,24,2001-04-05,USA,75,216,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/BOS/8481556.png
"Carlo, Brandon",8478443,RD,roster,Yes,,28,1996-11-26,USA,78,218,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/TOR/8478443.png
"Eyssimont, Michael",8479591,"LW,RW",roster,,,29,1996-09-09,USA,72,180,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/BOS/8479591.png
"Geekie, Morgan",8479987,"LW,RW",roster,,,27,1998-07-20,CAN,75,200,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/BOS/8479987.png
"Harris, Jordan",8480887,"RD,LD",roster,,,25,2000-07-07,USA,71,189,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/BOS/8480887.png
"Jeannot, Tanner",8479661,"LW,RW",roster,,,28,1997-05-29,CAN,74,208,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/BOS/8479661.png
"Jokiharju, Henri",8480035,RD,roster,,,26,1999-06-17,FIN,72,200,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/BOS/8480035.png
"Kastelic, Mark",8480355,C,roster,,,26,1999-03-11,USA,75,233,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/BOS/8480355.png
"Khusnutdinov, Marat",8482177,"C,LW,RW",roster,,,23,2002-07-17,RUS,71,176,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/BOS/8482177.png
"Korpisalo, Joonas",8476914,G,roster,,,31,1994-04-28,FIN,75,193,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/BOS/8476914.png
"Kuraly, Sean",8476374,"C,RW",roster,,,32,1993-01-20,USA,74,213,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/BOS/8476374.png
"Lindholm, Elias",8477496,"C,RW",roster,,,30,1994-12-02,SWE,73,202,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/BOS/8477496.png
"Lindholm, Hampus",8476854,LD,roster,,,31,1994-01-20,SWE,76,215,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/BOS/8476854.png
"Lohrei, Mason",8482511,"LD,RD",roster,,,24,2001-01-17,USA,77,211,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/BOS/8482511.png
"McAvoy, Charlie",8479325,RD,roster,,,27,1997-12-21,USA,73,209,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/BOS/8479325.png
"Minten, Fraser",8483489,C,roster,,,21,2004-07-05,CAN,74,204,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/BOS/8483489.png
"Mittelstadt, Casey",8479999,C,roster,,,26,1998-11-22,USA,73,195,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/BOS/8479999.png
"Pastrnak, David",8477956,RW,roster,,,29,1996-05-25,CZE,73,195,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/BOS/8477956.png
