player_name,player_id,position,roster_status,dead_cap,jersey_number,age,birth_date,birth_country,height_inches,weight_pounds,shoots_catches,drafted_by,draft_year,draft_round,draft_overall,must_sign_date,headshot
"Annunen, Justus",8481020,G,roster,,,25,2000-03-11,FIN,76,210,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8481020.png
"Barron, Justin",8482111,"RD,LD",roster,,,23,2001-11-15,CAN,74,201,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8482111.png
"Blankenburg, Nick",8483565,"RD,LD",roster,,,27,1998-05-12,USA,69,177,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8483565.png
"Bunting, Michael",8478047,"LW,RW",roster,,,30,1995-09-17,CAN,72,192,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8478047.png
"Duchene, Matt",8475168,"C,RW",roster,Yes,,34,1991-01-16,CAN,71,195,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/DAL/8475168.png
"Ekholm, Mattias",8475218,"LD,RD",roster,Yes,,35,1990-05-24,SWE,76,215,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/EDM/8475218.png
"Evangelista, Luke",8482146,"RW,LW",roster,,,23,2002-02-21,CAN,72,183,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8482146.png
"Forsberg, Filip",8476887,LW,roster,,,31,1994-08-13,SWE,73,205,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8476887.png
"Hague, Nicolas",8479980,"LD,RD",roster,,,26,1998-12-05,CAN,78,230,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8479980.png
"Haula, Erik",8475287,"C,LW",roster,,,34,1991-03-23,FIN,71,191,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8475287.png
"Josi, Roman",8474600,"LD,RD",roster,,,35,1990-06-01,CHE,73,201,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8474600.png
"Jost, Tyson",8479370,"RW,C,LW",roster,,,27,1998-03-14,CAN,71,187,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8479370.png
"Marchessault, Jonathan",8476539,"RW,C",roster,,,34,1990-12-27,CAN,69,183,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8476539.png
"Martin, Brady",8485405,C,roster,,,18,2007-03-16,CAN,72,185,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8485405.png
"McCarron, Michael",8477446,"C,RW",roster,,,30,1995-03-07,USA,78,232,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8477446.png
"O'Reilly, Ryan",8475158,C,roster,,,34,1991-02-07,CAN,73,207,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8475158.png
"Perbix, Nick",8480246,RD,roster,,,27,1998-06-15,USA,74,191,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8480246.png
"Saros, Juuse",8477424,G,roster,,,30,1995-04-19,FIN,71,180,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8477424.png
"Sissons, Colton",8476925,"C,LW,RW",roster,Yes,,31,1993-11-05,CAN,73,200,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/VGK/8476925.png
"Skjei, Brady",8476869,LD,roster,,,31,1994-03-26,USA,75,210,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8476869.png
"Smith, Cole",8482062,RW,roster,,,29,1995-10-28,USA,75,195,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8482062.png
"Stamkos, Steven",8474564,"C,LW,RW",roster,,,35,1990-02-07,CAN,72,182,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8474564.png
"Stastney, Spencer",8481056,"LD,RD",roster,,,25,2000-01-04,USA,72,184,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8481056.png
"Svechkov, Fedor",8482768,"C,LW",roster,,,22,2003-04-05,RUS,72,187,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8482768.png
"Turris, Kyle",8474068,"C,RW",roster,Yes,,36,1989-08-14,CAN,73,190,R,,,,,,https://assets.nhle.com/mugs/nhl/20152016/OTT/8474068.png
"Wiesblatt, Ozzy",8482103,RW,roster,,,23,2002-03-09,CAN,70,183,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8482103.png
"Wilsby, Adam",8482482,LD,roster,,,25,2000-08-07,SWE,73,188,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8482482.png
"Chrona, Magnus",,G,non_roster,,,25,,,,,,,,,,,
"Edstrom, David",,C,non_roster,,,20,,,,,,,,,,,
"Englund, Andreas",8477971,"RD,LD",non_roster,,,29,1996-01-21,SWE,75,189,L,,,,,,https://assets.nhle.com/mugs/nhl/20162017/OTT/8477971.png
"Gibson, Andrew",,RD,non_roster,,,20,,,,,,,,,,,
"Gojsic, Hiroki",,RW,non_roster,,,19,,,,,,,,,,,
"Gravel, Kevin",8475857,"RD,LD",non_roster,,,33,1992-03-06,USA,76,205,L,,,,,,https://assets.nhle.com/mugs/nhl/20152016/LAK/8475857.png
"Kemell, Joakim",8483465,RW,non_roster,,,21,2004-04-27,FIN,71,182,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NSH/8483465.png
"L'Heureux, Zachary",8482742,LW,non_roster,,,22,2003-05-15,CAN,71,197,L,,,,,,https://assets.nhle.com/mugs/nhl/20242025/NSH/8482742.png
"Lind, Kalan",,LW,non_roster,,,20,,,,,,,,,,,
"Lucchini, Jacob",8481422,C,non_roster,,,30,1995-05-09,CAN,72,180,L,,,,,,https://assets.nhle.com/mugs/nhl/20222023/OTT/8481422.png
"Matier, Jack",,RD,non_roster,,,22,,,,,,,,,,,
"Molendyk, Tanner",,LD,non_roster,,,20,,,,,,,,,,,
"Murray, Matt",8483575,G,non_roster,,,27,1998-02-02,CAN,73,200,L,,,,,,https://assets.nhle.com/mugs/nhl/20222023/DAL/8483575.png
"Mutter, Navrin",,LW,non_roster,,,24,,,,,,,,,,,
"O'Hara, Cole",,RW,non_roster,,,23,,,,,,,,,,,
"Oesterle, Jordan",8477851,"LD,RD",non_roster,,,33,1992-06-25,USA,72,187,L,,,,,,https://assets.nhle.com/mugs/nhl/20152016/EDM/8477851.png
"Roest, Austin",,RW,non_roster,,,21,,,,,,,,,,,
"Rolston, Ryder",,RW,non_roster,,,23,,,,,,,,,,,
"Schaefer, Reid",,LW,non_roster,,,22,,,,,,,,,,,
"Ufko, Ryan",,RD,non_roster,,,22,,,,,,,,,,,
"Willis, Joey",,C,non_roster,,,20,,,,,,,,,,,
"Wood, Matthew",8484241,RW,non_roster,,,20,2005-02-06,CAN,77,205,R,,,,,,https://assets.nhle.com/mugs/nhl/20242025/NSH/8484241.png
"Chystyakov, Semyon",,LD,unsigned,,,24,,,,,,NSH,2019,4,117,-,
"Fink, Aiden",,RW,unsigned,,,20,,,,,,NSH,2023,7,218,"Aug. 15, 2027",
"Gustafsson, Viggo",,LD,unsigned,,,19,,,,,,NSH,2024,3,77,"Jun. 1, 2028",
"Huang, Alex",,D,unsigned,,,18,,,,,,NSH,2025,4,122,"Jun. 1, 2027",
"Ingram, Adam",,C,unsigned,,,22,,,,,,NSH,2022,3,82,"Aug. 15, 2026",
"Ivankovic, Jack",,G,unsigned,,,18,,,,,,NSH,2025,2,58,"Jun. 1, 2027",
"Kulonummi, Kasper",,RD,unsigned,,,21,,,,,,NSH,2022,3,84,"Jun. 1, 2026",
"Lee, Ryker",,RW,unsigned,,,18,,,,,,NSH,2025,1,26,"Aug. 15, 2029",
"Marques, Miguel",,RW,unsigned,,,19,,,,,,NSH,2024,3,87,"Jun. 1, 2026",
"Milota, Jakub",,G,unsigned,,,19,,,,,,NSH,2024,4,99,"Jun. 1, 2026",
"Muzzatti, Sutter",,C,unsigned,,,22,,,,,,NSH,2023,5,143,"Aug. 15, 2026",
"Nieminen, Daniel",,D,unsigned,,,19,,,,,,NSH,2025,6,163,"Jun. 1, 2029",
"Nilsson, Felix",,C,unsigned,,,20,,,,,,NSH,2023,2,43,"Jun. 1, 2027",
"Norringer, Viktor",,LW,unsigned,,,19,,,,,,NSH,2024,4,127,"Jun. 1, 2028",
"Pahlsson, Erik",,C,unsigned,,,21,,,,,,NSH,2024,7,213,"Aug. 15, 2028",
"Reid, Cameron",,LD,unsigned,,,18,,,,,,NSH,2025,1,21,"Jun. 1, 2027",
"Rombach, Jacob",,LD,unsigned,,,18,,,,,,NSH,2025,2,35,"Aug. 15, 2029",
"Stiga, Teddy",,C,unsigned,,,19,,,,,,NSH,2024,2,55,"Aug. 15, 2028",
"Strinden, Ben",,C,unsigned,,,23,,,,,,NSH,2022,7,210,"Aug. 15, 2026",
"Surin, Egor",,C,unsigned,,,19,,,,,,NSH,2024,1,22,-,
"Volkov, Konstantin",,G,unsigned,,,28,,,,,,NSH,2016,6,168,-,
