player_name,player_id,position,roster_status,dead_cap,jersey_number,age,birth_date,birth_country,height_inches,weight_pounds,shoots_catches,drafted_by,draft_year,draft_round,draft_overall,must_sign_date,headshot
"Abdelkader, Justin",8471716,"LW,RW",roster,Yes,,38,1987-02-25,USA,74,213,L,,,,,,https://assets.nhle.com/mugs/nhl/20152016/DET/8471716.png
"Appleton, Mason",8478891,"LW,RW,C",roster,,,29,1996-01-15,USA,75,197,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/DET/8478891.png
"Berggren, Jonatan",8481013,"RW,LW",roster,,,25,2000-07-16,SWE,71,197,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/DET/8481013.png
"Bernard-Docker, Jacob",8480879,RD,roster,,,25,2000-06-30,CAN,72,190,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/DET/8480879.png
"Brandsegg-Nygard, Michael",,RW,roster,,,20,,,,,,,,,,,
"Buium, Shai",,LD,roster,,,22,,,,,,,,,,,
"Chiarot, Ben",8475279,LD,roster,,,34,1991-05-09,CAN,75,232,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/DET/8475279.png
"Compher, J.T.",8477456,"C,LW",roster,,,30,1995-04-08,USA,72,190,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/DET/8477456.png
"Copp, Andrew",8477429,C,roster,,,31,1994-07-08,USA,73,199,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/DET/8477429.png
"Danielson, Nate",,C,roster,,,21,,,,,,,,,,,
"DeBrincat, Alex",8479337,"RW,LW",roster,,,27,1997-12-18,USA,68,178,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/DET/8479337.png
"Edvinsson, Simon",8482762,LD,roster,,,22,2003-02-05,SWE,78,209,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/DET/8482762.png
"Finnie, Emmitt",8484471,C,roster,,,20,2005-06-27,CAN,73,195,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/DET/8484471.png
"Gibson, John",8476434,G,roster,,,32,1993-07-14,USA,74,210,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/DET/8476434.png
"Gustafsson, Erik",8476979,"LD,RD",roster,Yes,,33,1992-03-14,SWE,72,197,L,,,,,,https://assets.nhle.com/mugs/nhl/20152016/CHI/8476979.png
"Hamonic, Travis",8474612,RD,roster,,,35,1990-08-16,CAN,73,200,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/DET/8474612.png
"Holl, Justin",8475718,RD,roster,Yes,,33,1992-01-30,USA,75,197,R,,,,,,https://assets.nhle.com/mugs/nhl/20172018/TOR/8475718.png
"Johansson, Albert",8481607,"RD,LD",roster,,,24,2001-01-04,SWE,72,168,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/DET/8481607.png
"Kane, Patrick",8474141,"LW,RW",roster,,,36,1988-11-19,USA,70,177,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/DET/8474141.png
"Kasper, Marco",8483464,C,roster,,,21,2004-04-08,AUT,73,183,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/DET/8483464.png
"Larkin, Dylan",8477946,"C,RW",roster,,,29,1996-07-30,USA,73,198,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/DET/8477946.png
"Rasmussen, Michael",8479992,"LW,C,RW",roster,,,26,1999-04-17,CAN,78,211,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/DET/8479992.png
"Raymond, Lucas",8482078,"LW,RW",roster,,,23,2002-03-28,SWE,71,176,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/DET/8482078.png
"Sandin-Pellikka , Axel",8484223,RD,roster,,,20,2005-03-11,SWE,72,186,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/DET/8484223.png
"Seider, Moritz",8481542,RD,roster,,,24,2001-04-06,DEU,76,204,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/DET/8481542.png
"Soderblom, Elmer",8481725,LW,roster,,,24,2001-07-05,SWE,80,246,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/DET/8481725.png
"Talbot, Cam",8475660,G,roster,,,38,1987-07-05,CAN,76,201,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/DET/8475660.png
"van Riemsdyk, James",8474037,LW,roster,,,36,1989-05-04,USA,75,208,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/DET/8474037.png
"Bear, Carter",,LW,non_roster,,,18,,,,,,,,,,,
"Becher, Ondrej",,C,non_roster,,,21,,,,,,,,,,,
"Cossa, Sebastian",,G,non_roster,,,22,,,,,,,,,,,
"Doucet, Alexandre",,LW,non_roster,,,23,,,,,,,,,,,
"Dries, Sheldon",8480326,C,non_roster,,,31,1994-04-23,USA,69,180,L,,,,,,https://assets.nhle.com/mugs/nhl/20182019/COL/8480326.png
"Gustafsson, Erik",8476979,"LD,RD",non_roster,,,33,1992-03-14,SWE,72,197,L,,,,,,https://assets.nhle.com/mugs/nhl/20152016/CHI/8476979.png
"Gylander, Carter",,G,non_roster,,,24,,,,,,,,,,,
"Holl, Justin",8475718,RD,non_roster,,,33,1992-01-30,USA,75,197,R,,,,,,https://assets.nhle.com/mugs/nhl/20172018/TOR/8475718.png
"Johansson, Anton",,RD,non_roster,,,21,,,,,,,,,,,
"Kiiskinen, Jesse",,RW,non_roster,,,20,,,,,,,,,,,
"Lagesson, William",8478021,"LD,RD",non_roster,,,29,1996-02-22,SWE,74,207,L,,,,,,https://assets.nhle.com/mugs/nhl/20192020/EDM/8478021.png
"Leonard, John",8481077,LW,non_roster,,,27,1998-08-07,USA,71,196,L,,,,,,https://assets.nhle.com/mugs/nhl/20202021/SJS/8481077.png
"Lombardi, Amadeus",,C,non_roster,,,22,,,,,,,,,,,
"Mazur, Carter",8482802,LW,non_roster,,,23,2002-03-28,USA,72,170,R,,,,,,https://assets.nhle.com/mugs/nhl/20242025/DET/8482802.png
"Mitchell, Ian",8480070,RD,non_roster,,,26,1999-01-18,CAN,71,193,R,,,,,,https://assets.nhle.com/mugs/nhl/20202021/CHI/8480070.png
"Postava, Michal",,G,non_roster,,,23,,,,,,,,,,,
"Rychlovsky, Jakub",,LW,non_roster,,,24,,,,,,,,,,,
"Shine, Dominik",,RW,non_roster,,,32,,,,,,,,,,,
"Tralmaks, Eduards",,RW,non_roster,,,28,,,,,,,,,,,
"Tuomisto, Antti",,RD,non_roster,,,24,,,,,,,,,,,
"Wallinder, William",,LD,non_roster,,,23,,,,,,,,,,,
"Watson, Austin",8475766,LW,non_roster,,,33,1992-01-13,USA,76,204,R,,,,,,https://assets.nhle.com/mugs/nhl/20152016/NSH/8475766.png
"Ali, Brennan",,C,unsigned,,,21,,,,,,DET,2022,7,212,"Aug. 15, 2027",
"Augustine, Trey",,G,unsigned,,,20,,,,,,DET,2023,2,41,"Aug. 15, 2027",
"Baker, Austin",,LW,unsigned,,,19,,,,,,DET,2024,7,203,"Aug. 15, 2028",
"Bicker, Kevin",,LW,unsigned,,,20,,,,,,DET,2023,5,147,"Jun. 1, 2027",
"Buchelnikov, Dmitri",,LW,unsigned,,,22,,,,,,DET,2022,2,52,-,
"Cleveland, Brady",,LD,unsigned,,,20,,,,,,DET,2023,2,47,"Aug. 15, 2027",
"Dower Nilsson, Noah",,LW,unsigned,,,20,,,,,,DET,2023,3,73,"Jun. 1, 2027",
"Draper, Kienan",,RW,unsigned,,,23,,,,,,DET,2020,7,187,"Aug. 15, 2026",
"Forslund, Charlie",,LW,unsigned,,,19,,,,,,DET,2024,6,176,"Jun. 1, 2028",
"Genborg, Eddie",,RW,unsigned,,,18,,,,,,DET,2025,2,44,"Jun. 1, 2029",
"Guimond, Rudy",,G,unsigned,,,20,,,,,,DET,2023,6,169,"Aug. 15, 2029",
"James, Dylan",,LW,unsigned,,,22,,,,,,DET,2022,2,40,"Aug. 15, 2026",
"Keenan, Larry",,LD,unsigned,,,20,,,,,,DET,2023,4,117,"Aug. 15, 2028",
"Kilpinen, Maximilian",,LW,unsigned,,,21,,,,,,DET,2022,4,129,"Jun. 1, 2026",
"Mehlenbacher, Owen",,C,unsigned,,,21,,,,,,DET,2022,7,201,"Aug. 15, 2027",
"Miller, Landon",,G,unsigned,,,19,,,,,,DET,2024,4,126,"Jun. 1, 2026",
"Murphy, Will",,D,unsigned,,,18,,,,,,DET,2025,6,172,"Jun. 1, 2027",
"Phelan, Jack",,RD,unsigned,,,21,,,,,,DET,2023,5,137,"Aug. 15, 2028",
"Plante, Max",,LW,unsigned,,,19,,,,,,DET,2024,2,47,"Aug. 15, 2029",
