player_name,player_id,position,roster_status,dead_cap,jersey_number,age,birth_date,birth_country,height_inches,weight_pounds,shoots_catches,drafted_by,draft_year,draft_round,draft_overall,must_sign_date,headshot
"Allen, Jake",8474596,G,roster,,,35,1990-08-07,CAN,74,195,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NJD/8474596.png
"Bratt, Jesper",8479407,"RW,LW",roster,,,27,1998-07-30,SWE,70,175,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NJD/8479407.png
"Brown, Connor",8477015,"RW,LW",roster,,,31,1994-01-14,CAN,72,181,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NJD/8477015.png
"Casey, Seamus",8483429,RD,roster,,,21,2004-01-08,USA,70,162,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NJD/8483429.png
"Cholowski, Dennis",8479395,"LD,RD",roster,,,27,1998-02-15,CAN,74,210,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NJD/8479395.png
"Cotter, Paul",8481032,"LW,RW",roster,,,25,1999-11-16,USA,74,212,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NJD/8481032.png
"Dadonov, Evgenii",8474149,"RW,LW",roster,,,36,1989-03-12,RUS,71,189,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NJD/8474149.png
"Daws, Nico",8482076,G,roster,,,24,2000-12-22,DEU,76,205,L,,,,,,https://assets.nhle.com/mugs/nhl/20212022/NJD/8482076.png
"Dillon, Brenden",8475455,LD,roster,,,34,1990-11-13,CAN,76,224,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NJD/8475455.png
"Glass, Cody",8479996,"C,RW",roster,,,26,1999-04-01,CAN,75,206,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NJD/8479996.png
"Glendening, Luke",8476822,C,roster,,,36,1989-04-28,USA,71,190,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NJD/8476822.png
"Gritsyuk, Arseni",8481721,RW,roster,,,24,2001-03-15,RUS,72,195,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NJD/8481721.png
"Halonen, Brian",8483531,LW,roster,,,26,1999-01-11,USA,72,207,R,,,,,,https://assets.nhle.com/mugs/nhl/20242025/NJD/8483531.png
"Hamilton, Dougie",8476462,RD,roster,,,32,1993-06-17,CAN,78,230,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NJD/8476462.png
"Hischier, Nico",8480002,C,roster,,,26,1999-01-04,CHE,73,175,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NJD/8480002.png
"Hughes, Jack",8481559,C,roster,,,24,2001-05-14,USA,71,175,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NJD/8481559.png
