player_name,player_id,position,roster_status,dead_cap,jersey_number,age,birth_date,birth_country,height_inches,weight_pounds,shoots_catches,drafted_by,draft_year,draft_round,draft_overall,must_sign_date,headshot
"Moverare, Jacob",8479421,LD,roster,,,27,1998-08-31,SWE,75,210,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/LAK/8479421.png
"Perry, Corey",8470621,"RW,LW",roster,,,40,1985-05-16,CAN,75,208,R,,,,,,https://assets.nhle.com/mugs/nhl/20152016/ANA/8470621.png
"Turcotte, Alex",8481532,"LW,RW,C",roster,,,24,2001-02-26,USA,71,185,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/LAK/8481532.png
"Bolduc, Samuel",8481541,"LD,RD",non_roster,,,24,2000-12-09,CAN,76,220,L,,,,,,https://assets.nhle.com/mugs/nhl/20222023/NYI/8481541.png
"Brown, Logan",8479366,C,non_roster,,,27,1998-03-05,USA,78,218,L,,,,,,https://assets.nhle.com/mugs/nhl/20172018/OTT/8479366.png
"Chromiak, Martin",,RW,non_roster,,,23,,,,,,,,,,,
"Connors, Kenny",,C,non_roster,,,22,,,,,,,,,,,
"Dvorak, Jakub",,LD,non_roster,,,20,,,,,,,,,,,
"Gawdin, Glenn",8478446,C,non_roster,,,28,1997-03-25,CAN,73,191,R,,,,,,https://assets.nhle.com/mugs/nhl/20202021/CGY/8478446.png
"George, Carter",8484857,G,non_roster,,,19,2006-05-20,CAN,73,196,L,,,,,,https://assets.nhle.com/mugs/nhl/20242025/LAK/8484857.png
"Greentree, Liam",,RW,non_roster,,,19,,,,,,,,,,,
"Guttman, Cole",8480252,C,non_roster,,,26,1999-04-06,USA,69,167,R,,,,,,https://assets.nhle.com/mugs/nhl/20222023/CHI/8480252.png
"Hicketts, Joe",8478176,LD,non_roster,,,29,1996-05-04,CAN,68,176,L,,,,,,https://assets.nhle.com/mugs/nhl/20172018/DET/8478176.png
"Jamsen, Aatu",,RW,non_roster,,,23,,,,,,,,,,,
"Kirsanov, Kirill",,LD,non_roster,,,23,,,,,,,,,,,
"Lawrence, Kaleb",,C,non_roster,,,22,,,,,,,,,,,
"Lee, Andre",8475314,"LW,RW",non_roster,,,25,1990-07-03,USA,75,235,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYI/8475314.png
"Pinelli, Francesco",8482748,C,non_roster,,,22,2003-04-11,CAN,72,185,L,,,,,,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482748.png
"Portillo, Erik",,G,non_roster,,,25,,,,,,,,,,,
"Salin, Otto",,RD,non_roster,,,21,,,,,,,,,,,
"Thomas, Akil",8480851,"RW,LW,C",non_roster,,,25,2000-01-02,CAN,72,195,R,,,,,,https://assets.nhle.com/mugs/nhl/20242025/LAK/8480851.png
"Ward, Taylor",8483406,RW,non_roster,,,27,1998-03-31,CAN,74,207,R,,,,,,https://assets.nhle.com/mugs/nhl/20242025/LAK/8483406.png
"Woolley, Jared",,LD,non_roster,,,19,,,,,,,,,,,
"Wright, Jared",,RW,non_roster,,,22,,,,,,,,,,,
"Ziemmer, Koehn",,RW,non_roster,,,20,,,,,,,,,,,
"Brzustewicz, Henry",,RD,unsigned,,,18,,,,,,LAK,2025,1,31,"Jun. 1, 2027",
"Chovan, Jan",,C,unsigned,,,18,,,,,,LAK,2025,6,184,"Jun. 1, 2029",
"Cihar, Vojtech",,LW,unsigned,,,18,,,,,,LAK,2025,2,59,"Jun. 1, 2029",
"Conmy, Ryan",,RW,unsigned,,,20,,,,,,LAK,2023,6,182,"Aug. 15, 2027",
"Epperson, Kristian",,LW,unsigned,,,19,,,,,,LAK,2025,3,88,"Jun. 1, 2027",
"Herrington, Caeden",,D,unsigned,,,19,,,,,,LAK,2025,4,120,"Aug. 15, 2029",
"Lombardi, Jimmy",,C,unsigned,,,18,,,,,,LAK,2025,4,125,"Jun. 1, 2027",
"McMorrow, Brendan",,C,unsigned,,,19,,,,,,LAK,2025,7,196,"Aug. 15, 2029",
"Reeder, James",,RW,unsigned,,,20,,,,,,LAK,2024,7,198,"Aug. 15, 2029",
"Rimpinen, Petteri",,G,unsigned,,,19,,,,,,LAK,2025,5,152,"Jun. 1, 2029",
"Shafigullin, Bulat",,LW,unsigned,,,25,,,,,,LAK,2018,3,82,-,
"Sharpe, Will",,D,unsigned,,,18,,,,,,LAK,2025,7,216,"Jun. 1, 2027",
"Slukynsky, Hampton",,G,unsigned,,,20,,,,,,LAK,2023,4,118,"Aug. 15, 2028",
"Sparkes, Jack",,RD,unsigned,,,21,,,,,,LAK,2022,6,180,"Aug. 15, 2028",
