player_name,player_id,position,roster_status,dead_cap,jersey_number,age,birth_date,birth_country,height_inches,weight_pounds,shoots_catches,drafted_by,draft_year,draft_round,draft_overall,must_sign_date,headshot
"Abols, Rodrigo",8479022,"C,LW",roster,,,29,1996-01-05,LVA,76,206,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PHI/8479022.png
"Atkinson, Cam",8474715,"RW,LW",roster,Yes,,36,1989-06-05,USA,68,176,R,,,,,,https://assets.nhle.com/mugs/nhl/20152016/CBJ/8474715.png
"Bonk, Oliver",,RD,roster,,,20,,,,,,,,,,,
"Brink, Bobby",8481553,RW,roster,,,24,2001-07-08,USA,68,166,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PHI/8481553.png
"Cates, Noah",8480220,C,roster,,,26,1999-02-05,USA,73,165,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PHI/8480220.png
"Couturier, Sean",8476461,C,roster,,,32,1992-12-07,USA,75,211,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PHI/8476461.png
"Deslauriers, Nicolas",8475235,"LW,RW",roster,,,34,1991-02-22,CAN,73,220,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PHI/8475235.png
"Drysdale, Jamie",8482142,RD,roster,,,23,2002-04-08,CAN,71,183,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PHI/8482142.png
"Dvorak, Christian",8477989,C,roster,,,29,1996-02-02,USA,73,193,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PHI/8477989.png
"Ersson, Samuel",8481035,G,roster,,,25,1999-10-20,SWE,74,176,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PHI/8481035.png
"Foerster, Tyson",8482159,"LW,RW",roster,,,23,2002-01-18,CAN,74,194,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PHI/8482159.png
"Gilbert, Dennis",8478502,"LD,RD",roster,,,28,1996-10-30,USA,74,216,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PHI/8478502.png
"Ginning, Adam",8480874,"RD,LD",roster,,,25,2000-01-13,SWE,75,196,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PHI/8480874.png
"Grebenkin, Nikita",8483733,RW,roster,,,22,2003-05-02,RUS,74,195,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PHI/8483733.png
"Grundstrom, Carl",8479336,RW,roster,Yes,,27,1997-12-01,SWE,72,195,L,,,,,,https://assets.nhle.com/mugs/nhl/20182019/LAK/8479336.png
"Hathaway, Garnet",8477903,RW,roster,,,33,1991-11-23,USA,75,208,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PHI/8477903.png
"Hayes, Kevin",8475763,"C,RW",roster,Yes,,33,1992-05-08,USA,77,216,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PIT/8475763.png
"Juulsen, Noah",8478454,RD,roster,,,28,1997-04-02,CAN,74,201,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PHI/8478454.png
"Konecny, Travis",8478439,"RW,LW",roster,,,28,1997-03-11,CAN,70,175,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PHI/8478439.png
"Laughton, Scott",8476872,"C,LW,RW",roster,Yes,,31,1994-05-30,CAN,73,190,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/TOR/8476872.png
"Luchanko, Jett",8484779,C,roster,,,19,2006-08-21,CAN,71,180,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PHI/8484779.png
"Michkov, Matvei",8484387,"LW,RW",roster,,,20,2004-12-09,RUS,70,172,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PHI/8484387.png
"Ristolainen, Rasmus",8477499,RD,roster,,,30,1994-10-27,FIN,76,221,R,,,,,,https://assets.nhle.com/mugs/nhl/20152016/BUF/8477499.png
"Samson, Ethan",,RD,roster,,,22,,,,,,,,,,,
"Sanheim, Travis",8477948,"LD,RD",roster,,,29,1996-03-29,CAN,75,181,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PHI/8477948.png
"Seeler, Nick",8476372,"LD,RD",roster,,,32,1993-06-03,USA,74,201,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PHI/8476372.png
"Tippett, Owen",8480015,"RW,LW",roster,,,26,1999-02-16,CAN,73,207,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/PHI/8480015.png
