player_name,player_id,position,roster_status,dead_cap,jersey_number,age,birth_date,birth_country,height_inches,weight_pounds,shoots_catches,drafted_by,draft_year,draft_round,draft_overall,must_sign_date,headshot
"Bjorkstrand, Oliver",8477416,"RW,LW",roster,,,30,1995-04-10,DNK,72,175,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/TBL/8477416.png
"Cernak, Erik",8478416,"RD,LD",roster,,,28,1997-05-28,SVK,76,224,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/TBL/8478416.png
"Chaffee, Mitchell",8482070,RW,roster,,,27,1998-01-26,USA,73,201,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/TBL/8482070.png
"Cirelli, Anthony",8478519,C,roster,,,28,1997-07-15,CAN,72,189,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/TBL/8478519.png
"Crozier, Maxwell",8481719,RD,roster,,,25,2000-04-19,CAN,75,204,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/TBL/8481719.png
"Douglas, Curtis",8480876,C,roster,,,25,2000-03-06,CAN,81,242,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/TBL/8480876.png
"Finley, Jack",8482090,C,roster,,,23,2002-09-02,USA,78,227,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/TBL/8482090.png
"Geekie, Conor",8483447,"RW,C,LW",roster,,,21,2004-05-05,CAN,76,212,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/TBL/8483447.png
"Girgensons, Zemgus",8476878,"RW,LW",roster,,,31,1994-01-05,LVA,74,200,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/TBL/8476878.png
"Goncalves, Gage",8482201,"LW,RW,C",roster,,,24,2001-01-16,CAN,73,184,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/TBL/8482201.png
"Gourde, Yanni",8476826,"C,RW",roster,,,33,1991-12-15,CAN,69,174,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/TBL/8476826.png
"Guentzel, Jake",8477404,"LW,RW,C",roster,,,31,1994-10-06,USA,71,180,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/TBL/8477404.png
"Hagel, Brandon",8479542,"LW,RW",roster,,,27,1998-08-27,CAN,74,179,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/TBL/8479542.png
"Hedman, Victor",8475167,"LD,RD",roster,,,34,1990-12-18,SWE,79,244,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/TBL/8475167.png
"Holmberg, Pontus",8480995,"RW,C",roster,,,26,1999-03-09,SWE,72,202,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/TBL/8480995.png
"Huuhtanen, Niko",,RW,roster,,,22,,,,,,,,,,,
"Johansson, Jonas",8477992,G,roster,,,30,1995-09-19,SWE,77,220,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/TBL/8477992.png
"Kucherov, Nikita",8476453,RW,roster,,,32,1993-06-17,RUS,71,181,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/TBL/8476453.png
"Lecavalier, Vincent",8467329,C,roster,Yes,,45,1980-04-21,CAN,76,215,L,,,,,,https://assets.nhle.com/mugs/nhl/20152016/LAK/8467329.png
"Lilleberg, Emil",8482929,LD,roster,,,24,2001-02-02,NOR,75,208,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/TBL/8482929.png
