player_name,player_id,position,roster_status,dead_cap,jersey_number,age,birth_date,birth_country,height_inches,weight_pounds,shoots_catches,drafted_by,draft_year,draft_round,draft_overall,must_sign_date,headshot
"Andersson, Rasmus",8478397,RD,roster,,,28,1996-10-27,SWE,73,202,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CGY/8478397.png
"Backlund, Mikael",8474150,C,roster,,,36,1989-03-17,SWE,72,206,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CGY/8474150.png
"Bahl, Kevin",8480860,"LD,RD",roster,,,25,2000-06-27,CAN,78,230,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CGY/8480860.png
"Bean, Jake",8479402,LD,roster,,,27,1998-06-09,CAN,73,196,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CGY/8479402.png
"Coleman, Blake",8476399,"LW,RW",roster,,,33,1991-11-28,USA,71,199,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CGY/8476399.png
"Cooley, Devin",8482445,G,roster,,,28,1997-05-25,USA,77,192,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CGY/8482445.png
"Coronato, Matt",8482679,RW,roster,,,22,2002-11-14,USA,70,183,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CGY/8482679.png
"Farabee, Joel",8480797,LW,roster,,,25,2000-02-25,USA,72,183,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CGY/8480797.png
"Frost, Morgan",8480028,C,roster,,,26,1999-05-14,CAN,71,170,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CGY/8480028.png
"Hanley, Joel",8477810,"LD,RD",roster,,,34,1991-06-08,CAN,71,190,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CGY/8477810.png
"Honzek, Samuel",8484180,LW,roster,,,20,2004-11-12,SVK,76,186,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CGY/8484180.png
"Huberdeau, Jonathan",8476456,"LW,RW",roster,,,32,1993-06-04,CAN,73,200,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CGY/8476456.png
"Kadri, Nazem",8475172,C,roster,,,35,1990-10-06,CAN,72,185,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CGY/8475172.png
"Kirkland, Justin",8477993,"RW,C",roster,,,29,1996-08-02,CAN,75,183,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CGY/8477993.png
"Klapka, Adam",8483609,RW,roster,,,25,2000-09-14,CZE,80,235,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CGY/8483609.png
"Lomberg, Ryan",8479066,LW,roster,,,30,1994-12-09,CAN,69,187,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CGY/8479066.png
"Markstrom, Jacob",8474593,G,roster,Yes,,35,1990-01-31,SWE,78,207,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NJD/8474593.png
"Miromanov, Daniil",8482624,RD,roster,,,28,1997-07-11,RUS,76,200,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CGY/8482624.png
"Pachal, Brayden",8481167,RD,roster,,,26,1999-08-23,CAN,74,203,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CGY/8481167.png
"Parekh, Zayne",8484768,RD,roster,,,19,2006-02-15,CAN,72,179,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CGY/8484768.png
"Pospisil, Martin",8481028,"RW,LW,C",roster,,,25,1999-11-19,SVK,74,173,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CGY/8481028.png
"Sharangovich, Yegor",8481068,"C,RW,LW",roster,,,27,1998-06-06,BLR,74,196,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CGY/8481068.png
"Weegar, MacKenzie",8477346,"RD,LD",roster,,,31,1994-01-07,CAN,72,206,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CGY/8477346.png
"Wolf, Dustin",8481692,G,roster,,,24,2001-04-16,USA,72,166,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/CGY/8481692.png
