player_name,player_id,position,roster_status,dead_cap,jersey_number,age,birth_date,birth_country,height_inches,weight_pounds,shoots_catches,drafted_by,draft_year,draft_round,draft_overall,must_sign_date,headshot
"Borgen, Will",8478840,RD,roster,,,28,1996-12-19,USA,75,204,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYR/8478840.png
"Brodzinski, Jonny",8477380,"RW,C,LW",roster,,,32,1993-06-19,USA,72,212,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYR/8477380.png
"Carrick, Sam",8475842,C,roster,,,33,1992-02-04,CAN,72,200,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYR/8475842.png
"Cuylle, Will",8482157,"LW,RW",roster,,,23,2002-02-05,CAN,75,211,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYR/8482157.png
"Edstrom, Adam",8481726,"RW,LW,C",roster,,,25,2000-10-12,SWE,79,234,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYR/8481726.png
"Fox, Adam",8479323,RD,roster,,,27,1998-02-17,USA,71,182,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYR/8479323.png
"Gavrikov, Vladislav",8478882,"RD,LD",roster,,,29,1995-11-21,RUS,75,221,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYR/8478882.png
"Laba, Noah",8483690,C,roster,,,22,2003-08-04,USA,75,214,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYR/8483690.png
"Lafrenière, Alexis",8482109,LW,roster,,,24,2001-10-11,CAN,73,195,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYR/8482109.png
"Miller, J.T.",8476468,C,roster,,,32,1993-03-14,USA,73,218,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYR/8476468.png
"Morrow, Scott",8482666,RD,roster,,,22,2002-11-01,USA,74,195,R,,,,,,https://assets.nhle.com/mugs/nhl/20232024/CAR/8482666.png
"Panarin, Artemi",8478550,"RW,LW",roster,,,33,1991-10-30,RUS,72,173,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYR/8478550.png
"Parssinen, Juuso",8481704,"C,RW,LW",roster,,,24,2001-02-01,FIN,75,212,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYR/8481704.png
"Quick, Jonathan",8471734,G,roster,,,39,1986-01-21,USA,73,220,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYR/8471734.png
"Raddysh, Taylor",8479390,"RW,LW",roster,,,27,1998-02-18,CAN,75,198,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYR/8479390.png
"Rempe, Matt",8482460,"RW,C",roster,,,23,2002-06-29,CAN,79,241,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYR/8482460.png
"Richards, Brad",8467389,"C,LW",roster,Yes,,45,1980-05-02,CAN,72,199,L,,,,,,https://assets.nhle.com/mugs/nhl/20152016/DET/8467389.png
"Robertson, Matthew",8481525,"RD,LD",roster,,,24,2001-03-09,CAN,76,209,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYR/8481525.png
"Scanlin, Brandon",8483407,LD,roster,,,26,1999-06-02,CAN,76,218,L,,,,,,https://assets.nhle.com/mugs/nhl/20232024/NYR/8483407.png
"Schneider, Braden",8482073,RD,roster,,,24,2001-09-20,CAN,75,208,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYR/8482073.png
"Sheary, Conor",8477839,LW,roster,,,33,1992-06-08,USA,69,179,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYR/8477839.png
"Shesterkin, Igor",8478048,G,roster,,,29,1995-12-30,RUS,73,189,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYR/8478048.png
"Soucy, Carson",8477369,"LD,RD",roster,,,31,1994-07-27,CAN,77,208,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYR/8477369.png
"Trocheck, Vincent",8476389,C,roster,,,32,1993-07-11,USA,71,184,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYR/8476389.png
"Vaakanainen, Urho",8480001,LD,roster,,,26,1999-01-01,FIN,74,200,L,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYR/8480001.png
"Zibanejad, Mika",8476459,"C,RW",roster,,,32,1993-04-18,SWE,74,202,R,,,,,,https://assets.nhle.com/mugs/nhl/20252026/NYR/8476459.png
"Berard, Brett",8482132,"LW,RW",non_roster,,,23,2002-09-09,USA,69,174,L,,,,,,https://assets.nhle.com/mugs/nhl/20232024/NYR/8482132.png
"Blidh, Anton",8477320,LW,non_roster,,,30,1995-03-14,SWE,73,197,L,,,,,,https://assets.nhle.com/mugs/nhl/20162017/BOS/8477320.png
"Boyko, Talyn",,G,non_roster,,,23,,,,,,,,,,,
"Brisson, Brendan",8482153,"LW,C",non_roster,,,23,2001-10-22,USA,72,191,L,,,,,,https://assets.nhle.com/mugs/nhl/20232024/VGK/8482153.png
"Chmelar, Jaroslav",,RW,non_roster,,,22,,,,,,,,,,,
"Dorrington, Jackson",,LD,non_roster,,,21,,,,,,,,,,,
"Dowling, Justin",8475413,C,non_roster,,,35,1990-10-01,CAN,70,180,L,,,,,,https://assets.nhle.com/mugs/nhl/20162017/DAL/8475413.png
"Fitzgerald, Casey",8479578,RD,non_roster,,,28,1997-02-25,USA,71,188,R,,,,,,https://assets.nhle.com/mugs/nhl/20212022/BUF/8479578.png
"Fix-Wolansky, Trey",8480441,RW,non_roster,,,26,1999-05-26,CAN,67,191,R,,,,,,https://assets.nhle.com/mugs/nhl/20212022/CBJ/8480441.png
"Garand, Dylan",8482193,G,non_roster,,,23,2002-06-07,CAN,75,177,L,,,,,,https://assets.nhle.com/mugs/nhl/20232024/NYR/8482193.png
"Mackey, Connor",8482067,LD,non_roster,,,29,1996-09-12,USA,74,197,L,,,,,,https://assets.nhle.com/mugs/nhl/20202021/CGY/8482067.png
"McConnell-Barker, Bryce",,C,non_roster,,,21,,,,,,,,,,,
"Ollas, Hugo",,G,non_roster,,,23,,,,,,,,,,,
"Othmann, Brennan",8482747,LW,non_roster,,,22,2003-01-05,CAN,72,186,L,,,,,,https://assets.nhle.com/mugs/nhl/20232024/NYR/8482747.png
